 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 192.0    192.0    14.0    3.0    195.0    0.0    0.0    0.0    48.515    4.734    48.515    49.018    52.731    53.585  
 91.0    83.0    14.0    3.0    95.0    1.0    1.0    0.0    59.149    4.741    59.149    59.653    63.372    64.279  
 278.0    278.0    14.0    3.0    275.0    0.0    1.0    1.0    69.068    4.746    69.068    69.572    73.296    74.065  
 324.0    324.0    14.0    3.0    325.0    0.0    1.0    1.0    78.997    4.741    78.997    79.501    83.22    84.172  
 39.0    49.0    14.0    3.0    35.0    1.0    1.0    0.0    90.641    4.739    90.641    91.145    94.861    96.215  
 128.0    134.0    14.0    3.0    125.0    1.0    1.0    0.0    101.082    4.739    101.082    101.585    105.302    106.672  
 229.0    229.0    14.0    3.0    225.0    0.0    0.0    0.0    111.463    4.732    111.463    111.967    115.676    116.429  
 286.0    286.0    14.0    3.0    285.0    0.0    0.0    0.0    123.058    4.745    123.058    123.561    127.285    128.237  
 354.0    354.0    14.0    3.0    355.0    0.0    999.0    999.0    134.787    4.743    134.787    135.291    139.01    141.529  
 176.0    181.0    14.0    3.0    175.0    1.0    0.0    1.0    145.608    4.745    145.608    146.112    149.834    151.704  
 241.0    241.0    14.0    3.0    245.0    0.0    0.0    0.0    155.975    4.735    155.975    156.479    160.192    161.729  
 78.0    68.0    14.0    3.0    75.0    1.0    1.0    0.0    167.181    4.738    167.181    167.684    171.4    172.503  
 169.0    160.0    14.0    3.0    165.0    1.0    1.0    0.0    177.621    4.738    177.621    178.124    181.841    182.777  
 107.0    115.0    14.0    3.0    105.0    1.0    1.0    0.0    188.903    4.747    188.903    189.407    193.132    194.135  
 332.0    332.0    14.0    3.0    335.0    0.0    1.0    1.0    198.704    4.736    198.704    199.208    202.923    203.942  
 49.0    58.0    14.0    3.0    45.0    1.0    1.0    0.0    208.684    4.731    208.684    209.187    212.897    214.066  
 346.0    346.0    14.0    3.0    345.0    0.0    0.0    0.0    219.128    4.744    219.128    219.632    223.355    224.273  
 144.0    137.0    14.0    3.0    145.0    1.0    1.0    0.0    229.276    4.736    229.276    229.781    233.495    234.614  
 211.0    211.0    14.0    3.0    215.0    0.0    1.0    1.0    240.645    4.743    240.645    241.148    244.87    246.239  
 51.0    42.0    14.0    3.0    55.0    1.0    1.0    0.0    251.09    4.74    251.09    251.594    255.311    256.297  
 184.0    184.0    14.0    3.0    185.0    0.0    0.0    0.0    262.512    4.742    262.512    263.016    266.736    267.922  
 69.0    59.0    14.0    3.0    65.0    1.0    1.0    0.0    273.757    4.739    273.757    274.261    277.977    279.914  
 301.0    301.0    14.0    3.0    305.0    0.0    0.0    0.0    284.598    4.739    284.598    285.102    288.819    290.272  
 206.0    206.0    14.0    3.0    205.0    0.0    1.0    1.0    295.05    4.745    295.05    295.554    299.276    300.762  
 237.0    237.0    14.0    3.0    235.0    0.0    1.0    1.0    305.388    4.732    305.388    305.891    309.6    311.953  
 311.0    311.0    14.0    3.0    315.0    0.0    1.0    1.0    316.801    4.742    316.801    317.306    321.025    322.027  
 89.0    82.0    14.0    3.0    85.0    1.0    1.0    0.0    327.907    4.744    327.907    328.41    332.133    333.469  
 118.0    109.0    14.0    3.0    115.0    1.0    1.0    0.0    339.464    4.745    339.464    339.968    343.691    344.56  
 134.0    142.0    14.0    3.0    135.0    1.0    0.0    1.0    350.703    4.748    350.703    351.207    354.933    356.602  
 26.0    16.0    14.0    3.0    25.0    1.0    0.0    1.0    361.623    4.736    361.623    362.127    365.841    367.394  
 13.0    22.0    14.0    3.0    15.0    1.0    1.0    0.0    373.042    4.741    373.042    373.546    377.265    378.486  
 256.0    256.0    14.0    3.0    255.0    0.0    0.0    0.0    382.986    4.739    382.986    383.49    387.206    389.092  
 292.0    292.0    14.0    3.0    295.0    0.0    0.0    0.0    393.247    4.735    393.247    393.752    397.463    398.683  
 6.0    359.0    14.0    3.0    5.0    1.0    0.0    1.0    403.575    4.747    403.575    404.079    407.805    409.274  
 263.0    263.0    14.0    3.0    265.0    0.0    0.0    0.0    413.516    4.731    413.516    414.019    417.728    418.497  
 157.0    162.0    14.0    3.0    155.0    1.0    1.0    0.0    423.889    4.732    423.889    424.392    428.102    429.188  
 44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308    44.308  
