 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    12.0    204.0    40.0    295.0    221.9    67.9    157.0    17.9    3.0    2.0    1.0    1.0    197.0    7.0    7.0    -7.0    204.0    221.9    3.0    40.0    67.9    1.0    295.0    4.0    157.0    2.0    43.673    52.068    44.713    64.422    5.032    69.454    21.248  
 3.0    0.2    12.0    201.0    134.0    301.0    30.0    153.6    330.3    171.0    3.0    2.0    0.0    0.0    191.0    10.0    10.0    10.0    134.0    153.6    2.0    301.0    330.3    4.0    201.0    3.0    30.0    1.0    70.091    71.659    71.103    84.013    5.021    89.034    14.421  
 1.0    7.0    5.0    200.0    22.0    305.0    217.5    47.5    112.0    17.5    3.0    1.0    1.0    1.0    192.0    8.0    8.0    -8.0    200.0    217.5    3.0    22.0    47.5    1.0    305.0    4.0    112.0    2.0    89.672    90.684    98.04    103.394    5.022    108.415    14.22  
 1.0    7.0    5.0    67.0    313.0    235.0    55.6    291.7    125.0    11.4    1.0    1.0    -1.0    1.0    62.0    5.0    5.0    5.0    67.0    55.6    1.0    313.0    291.7    4.0    235.0    3.0    125.0    2.0    109.053    110.066    117.423    122.777    5.019    127.796    14.223  
 3.0    0.2    12.0    64.0    203.0    297.0    148.0    218.3    320.1    84.0    1.0    2.0    0.0    1.0    61.0    3.0    3.0    -3.0    203.0    218.3    3.0    297.0    320.1    4.0    64.0    1.0    148.0    2.0    128.433    130.001    129.445    142.355    5.022    147.377    14.42  
 1.0    0.2    11.8    227.0    143.0    58.0    216.3    117.8    298.0    10.7    3.0    1.0    -1.0    1.0    213.0    14.0    14.0    14.0    227.0    216.3    3.0    143.0    117.8    2.0    58.0    1.0    298.0    4.0    148.014    149.025    149.582    161.736    5.021    166.757    14.221  
 3.0    0.2    11.8    33.0    143.0    323.0    238.0    128.0    299.3    155.0    1.0    1.0    0.0    0.0    25.0    8.0    8.0    8.0    143.0    128.0    2.0    323.0    299.3    4.0    33.0    1.0    238.0    3.0    167.394    168.406    168.962    181.116    5.022    186.138    14.219  
 3.0    0.2    12.0    302.0    158.0    246.0    46.0    147.5    218.2    104.0    4.0    2.0    0.0    0.0    303.0    -1.0    1.0    1.0    158.0    147.5    2.0    246.0    218.2    3.0    302.0    4.0    46.0    1.0    186.775    188.343    187.787    200.697    5.022    205.719    14.42  
 3.0    7.0    12.0    233.0    47.0    128.0    314.0    63.1    148.0    81.0    3.0    2.0    0.0    0.0    234.0    -1.0    1.0    1.0    47.0    63.1    1.0    128.0    148.0    2.0    233.0    3.0    314.0    4.0    206.356    214.725    207.368    227.08    5.025    232.105    21.222  
 1.0    7.0    5.0    314.0    55.0    153.0    303.0    31.7    206.0    11.0    4.0    1.0    -1.0    0.0    308.0    6.0    6.0    6.0    314.0    303.0    4.0    55.0    31.7    1.0    153.0    2.0    206.0    3.0    232.742    233.755    241.111    246.465    5.02    251.485    14.222  
 3.0    0.2    12.0    144.0    290.0    204.0    38.0    305.4    226.6    106.0    2.0    2.0    0.0    1.0    137.0    7.0    7.0    7.0    290.0    305.4    4.0    204.0    226.6    3.0    144.0    2.0    38.0    1.0    252.123    253.689    253.135    266.044    5.022    271.066    14.42  
