 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957    39.957  
 1.0    14.0    160.0    135.0    151.0    126.0    1.0    -1.0    1.0    42.622    42.622    42.849    43.315    46.35    46.35    47.05  
 2.0    14.0    160.0    135.0    151.0    126.0    1.0    -1.0    1.0    42.622    42.622    48.049    48.533    51.551    51.551    52.421  
 1.0    14.0    12.0    69.0    10.0    76.0    -1.0    1.0    1.0    58.577    58.577    58.873    59.357    62.376    62.376    63.245  
 2.0    14.0    12.0    69.0    10.0    76.0    1.0    -1.0    1.0    58.577    58.577    64.647    64.978    68.149    68.149    68.85  
 1.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    74.36    74.36    74.821    75.152    78.323    78.323    79.338  
 2.0    14.0    218.0    229.0    217.0    226.0    1.0    -1.0    1.0    74.36    74.36    80.658    81.126    84.161    84.161    84.861  
 1.0    14.0    240.0    191.0    239.0    190.0    1.0    -1.0    1.0    90.349    90.349    90.816    91.147    94.319    94.319    95.019  
 2.0    14.0    240.0    191.0    239.0    190.0    1.0    -1.0    1.0    90.349    90.349    96.251    96.718    99.737    99.737    100.623  
 1.0    14.0    344.0    327.0    340.0    331.0    -1.0    1.0    1.0    105.614    105.614    105.86    106.358    109.363    109.363    110.513  
 2.0    14.0    344.0    327.0    340.0    331.0    1.0    1.0    0.0    105.614    105.614    112.382    112.713    115.885    115.885    116.818  
 1.0    14.0    135.0    164.0    125.0    174.0    1.0    -1.0    1.0    121.374    121.374    121.636    122.12    125.138    125.138    126.042  
 2.0    14.0    135.0    164.0    125.0    174.0    -1.0    1.0    1.0    121.374    121.374    127.443    127.774    130.945    130.945    131.879  
 1.0    14.0    216.0    216.0    218.0    209.0    -1.0    1.0    1.0    137.414    137.414    137.649    137.981    141.152    141.152    142.32  
 2.0    14.0    216.0    216.0    218.0    209.0    1.0    -1.0    1.0    137.414    137.414    143.785    144.269    147.287    147.287    148.005  
 1.0    14.0    64.0    75.0    63.0    78.0    -1.0    -1.0    0.0    153.439    153.439    153.895    154.226    157.397    157.397    158.162  
 2.0    14.0    64.0    75.0    63.0    78.0    1.0    -1.0    1.0    153.439    153.439    160.45    160.931    163.952    163.952    164.87  
 1.0    14.0    154.0    134.0    162.0    127.0    -1.0    1.0    1.0    169.383    169.383    169.654    170.121    173.14    173.14    174.141  
 2.0    14.0    154.0    134.0    162.0    127.0    1.0    -1.0    1.0    169.383    169.383    175.742    176.225    179.244    179.244    179.897  
 1.0    14.0    62.0    43.0    61.0    49.0    -1.0    -1.0    0.0    185.468    185.468    185.767    186.249    189.269    189.269    190.138  
 2.0    14.0    62.0    43.0    61.0    49.0    1.0    -1.0    1.0    185.468    185.468    191.539    191.87    195.042    195.042    195.742  
 1.0    14.0    79.0    31.0    76.0    40.0    -1.0    0.0    999.0    201.361    201.361    201.83    202.161    205.332    205.332    0.0  
 2.0    14.0    79.0    31.0    76.0    40.0    1.0    -1.0    1.0    201.361    201.361    206.967    207.298    210.469    210.469    211.17  
 1.0    14.0    42.0    52.0    39.0    53.0    -1.0    -1.0    0.0    216.567    216.567    217.055    217.539    220.557    220.557    221.46  
 2.0    14.0    42.0    52.0    39.0    53.0    1.0    1.0    0.0    216.567    216.567    222.628    223.095    226.131    226.131    227.129  
 1.0    14.0    287.0    333.0    280.0    331.0    -1.0    1.0    1.0    232.06    232.06    232.518    233.002    236.021    236.021    236.786  
 2.0    14.0    287.0    333.0    280.0    331.0    -1.0    -1.0    0.0    232.06    232.06    238.123    238.455    241.625    241.625    242.326  
 1.0    14.0    340.0    289.0    337.0    295.0    -1.0    1.0    1.0    248.146    248.146    248.614    248.945    252.116    252.116    252.816  
 2.0    14.0    340.0    289.0    337.0    295.0    1.0    -1.0    1.0    248.146    248.146    253.615    254.082    257.118    257.118    257.751  
 1.0    14.0    124.0    123.0    118.0    126.0    1.0    -1.0    1.0    263.51    263.51    263.741    264.073    267.244    267.244    267.975  
 2.0    14.0    124.0    123.0    118.0    126.0    -1.0    1.0    1.0    263.51    263.51    269.21    269.677    272.697    272.697    273.548  
 1.0    14.0    210.0    227.0    202.0    219.0    1.0    -1.0    1.0    279.201    279.201    279.67    280.138    283.172    283.172    283.873  
 2.0    14.0    210.0    227.0    202.0    219.0    1.0    -1.0    1.0    279.201    279.201    285.805    286.289    289.309    289.309    290.043  
 1.0    14.0    57.0    21.0    62.0    24.0    1.0    -1.0    1.0    295.145    295.145    295.445    295.929    298.933    298.933    299.831  
 2.0    14.0    57.0    21.0    62.0    24.0    1.0    -1.0    1.0    295.145    295.145    300.544    301.033    304.044    304.044    304.769  
 1.0    14.0    335.0    319.0    332.0    324.0    -1.0    1.0    1.0    311.087    311.087    311.333    311.825    314.836    314.836    315.77  
 2.0    14.0    335.0    319.0    332.0    324.0    1.0    -1.0    1.0    311.087    311.087    316.469    316.796    319.99    319.99    320.518  
 1.0    14.0    77.0    49.0    71.0    40.0    -1.0    1.0    1.0    326.447    326.447    326.92    327.404    330.413    330.413    331.348  
 2.0    14.0    77.0    49.0    71.0    40.0    -1.0    1.0    1.0    326.447    326.447    332.049    332.538    335.551    335.551    336.327  
 1.0    14.0    239.0    218.0    238.0    224.0    1.0    0.0    999.0    342.199    342.199    342.438    342.765    345.94    345.94    0.0  
 2.0    14.0    239.0    218.0    238.0    224.0    -1.0    0.0    999.0    342.199    342.199    347.416    347.901    350.921    350.921    0.0  
