 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    226.0    309.0    51.0    238.9    337.1    129.0    12.9    3.0    1.0    1.0    1.0    247.0    -21.0    21.0    21.0    226.0    238.9    3.0    309.0    337.1    4.0    51.0    1.0    129.0    2.0    43.968    45.047    45.604    57.766    5.031    62.798    14.292  
 3.0    0.2    11.8    150.0    239.0    321.0    39.0    227.3    295.5    111.0    2.0    1.0    0.0    1.0    139.0    11.0    11.0    11.0    239.0    227.3    3.0    321.0    295.5    4.0    150.0    2.0    39.0    1.0    63.434    64.447    65.005    77.16    5.023    82.184    14.224  
 3.0    0.2    12.0    244.0    318.0    129.0    26.0    331.8    158.1    142.0    3.0    2.0    0.0    0.0    247.0    -3.0    3.0    3.0    318.0    331.8    4.0    129.0    158.1    2.0    244.0    3.0    26.0    1.0    82.821    84.393    83.836    96.747    5.022    101.769    14.424  
 3.0    0.2    12.0    302.0    223.0    21.0    112.0    242.7    50.8    170.0    4.0    2.0    0.0    0.0    303.0    -1.0    1.0    1.0    223.0    242.7    3.0    21.0    50.8    1.0    302.0    4.0    112.0    2.0    102.406    103.976    103.419    116.33    5.026    121.356    14.422  
 1.0    0.2    11.8    323.0    63.0    114.0    304.5    35.4    209.0    18.5    4.0    1.0    -1.0    1.0    300.0    23.0    23.0    23.0    323.0    304.5    4.0    63.0    35.4    1.0    114.0    2.0    209.0    3.0    121.993    123.005    123.562    135.719    5.023    140.741    14.224  
 3.0    0.2    12.0    114.0    59.0    332.0    215.0    39.2    307.9    101.0    2.0    2.0    0.0    1.0    115.0    -1.0    1.0    1.0    59.0    39.2    1.0    332.0    307.9    4.0    114.0    2.0    215.0    3.0    141.378    142.948    142.391    155.302    5.025    160.327    14.422  
 3.0    0.2    11.8    139.0    35.0    245.0    301.0    24.9    219.9    162.0    2.0    1.0    0.0    0.0    150.0    -11.0    11.0    11.0    35.0    24.9    1.0    245.0    219.9    3.0    139.0    2.0    301.0    4.0    160.964    161.976    162.533    174.688    5.025    179.713    14.222  
 3.0    0.2    12.0    125.0    214.0    32.0    293.0    230.5    52.9    168.0    2.0    2.0    0.0    1.0    125.0    0.0    0.0    0.0    214.0    230.5    3.0    32.0    52.9    1.0    125.0    2.0    293.0    4.0    180.348    181.923    181.367    194.278    5.02    199.299    14.428  
 3.0    0.2    11.8    230.0    145.0    59.0    334.0    128.1    33.4    104.0    3.0    1.0    0.0    0.0    215.0    15.0    15.0    -15.0    145.0    128.1    2.0    59.0    33.4    1.0    230.0    3.0    334.0    4.0    199.935    200.948    201.505    213.661    5.023    218.684    14.223  
 3.0    0.2    12.0    120.0    211.0    37.0    336.0    221.6    62.0    144.0    2.0    2.0    0.0    0.0    123.0    -3.0    3.0    -3.0    211.0    221.6    3.0    37.0    62.0    1.0    120.0    2.0    336.0    4.0    219.321    220.891    220.334    233.245    5.026    238.27    14.422  
 3.0    0.2    12.0    51.0    315.0    133.0    240.0    295.9    112.6    171.0    1.0    2.0    0.0    1.0    0.0    51.0    51.0    51.0    315.0    295.9    4.0    133.0    112.6    2.0    51.0    1.0    240.0    3.0    238.906    240.476    239.92    252.833    5.023    257.856    14.424  
 1.0    0.2    12.0    119.0    293.0    47.0    137.1    318.0    241.0    18.1    2.0    2.0    1.0    1.0    111.0    8.0    8.0    -8.0    119.0    137.1    2.0    293.0    318.0    4.0    47.0    1.0    241.0    3.0    258.493    260.063    259.506    272.419    5.024    277.442    14.423  
 3.0    0.2    11.8    123.0    216.0    306.0    27.0    231.2    327.9    96.0    2.0    1.0    0.0    0.0    149.0    -26.0    26.0    -26.0    216.0    231.2    3.0    306.0    327.9    4.0    123.0    2.0    27.0    1.0    278.079    279.091    279.648    291.802    5.026    296.828    14.221  
 1.0    0.2    11.8    227.0    57.0    321.0    208.4    30.8    127.0    18.6    3.0    1.0    -1.0    1.0    235.0    -8.0    8.0    -8.0    227.0    208.4    3.0    57.0    30.8    1.0    321.0    4.0    127.0    2.0    297.465    298.478    299.034    311.188    5.026    316.214    14.221  
 3.0    0.2    12.0    28.0    298.0    139.0    225.0    317.1    159.6    163.0    1.0    2.0    0.0    1.0    46.0    -18.0    18.0    -18.0    298.0    317.1    4.0    139.0    159.6    2.0    28.0    1.0    225.0    3.0    316.85    318.419    317.862    330.774    5.026    335.8    14.421  
 3.0    0.2    12.0    320.0    129.0    50.0    224.0    112.7    26.7    96.0    4.0    2.0    0.0    1.0    295.0    25.0    25.0    25.0    129.0    112.7    2.0    50.0    26.7    1.0    320.0    4.0    224.0    3.0    336.436    338.007    337.45    350.363    5.023    355.386    14.425  
 3.0    0.2    12.0    48.0    119.0    304.0    216.0    136.0    331.3    168.0    1.0    2.0    0.0    0.0    54.0    -6.0    6.0    6.0    119.0    136.0    2.0    304.0    331.3    4.0    48.0    1.0    216.0    3.0    356.022    357.592    357.036    369.948    5.023    374.971    14.424  
 3.0    0.2    11.8    57.0    133.0    311.0    242.0    148.6    335.1    175.0    1.0    1.0    0.0    0.0    64.0    -7.0    7.0    -7.0    133.0    148.6    2.0    311.0    335.1    4.0    57.0    1.0    242.0    3.0    375.609    376.621    377.178    389.334    5.023    394.357    14.224  
 1.0    0.2    11.8    218.0    311.0    149.0    203.4    290.5    31.0    14.6    3.0    1.0    -1.0    1.0    259.0    -41.0    41.0    -41.0    218.0    203.4    3.0    311.0    290.5    4.0    149.0    2.0    31.0    1.0    394.994    396.007    396.565    408.719    5.023    413.743    14.223  
 1.0    0.2    12.0    324.0    213.0    124.0    337.8    240.9    62.0    13.8    4.0    2.0    1.0    0.0    317.0    7.0    7.0    -7.0    324.0    337.8    4.0    213.0    240.9    3.0    124.0    2.0    62.0    1.0    414.38    415.949    415.392    428.302    5.026    433.329    14.421  
 1.0    0.2    11.8    31.0    127.0    243.0    42.8    150.8    324.0    11.8    1.0    1.0    1.0    1.0    0.0    31.0    31.0    -31.0    31.0    42.8    1.0    127.0    150.8    2.0    243.0    3.0    324.0    4.0    433.965    434.978    435.536    447.691    5.023    452.714    14.224  
 1.0    0.2    11.8    309.0    58.0    231.0    290.1    35.7    137.0    18.9    4.0    1.0    -1.0    0.0    297.0    12.0    12.0    12.0    309.0    290.1    4.0    58.0    35.7    1.0    231.0    3.0    137.0    2.0    453.351    454.363    454.92    467.075    5.025    472.1    14.222  
 1.0    0.2    12.0    208.0    127.0    325.0    218.0    156.5    63.0    10.0    3.0    2.0    1.0    0.0    222.0    -14.0    14.0    14.0    208.0    218.0    3.0    127.0    156.5    2.0    325.0    4.0    63.0    1.0    472.737    474.307    473.75    486.663    5.023    491.686    14.424  
 3.0    0.2    11.8    246.0    123.0    24.0    329.0    133.7    44.8    83.0    3.0    1.0    0.0    0.0    241.0    5.0    5.0    -5.0    123.0    133.7    2.0    24.0    44.8    1.0    246.0    3.0    329.0    4.0    492.322    493.336    493.892    506.046    5.025    511.072    14.222  
 3.0    0.2    12.0    231.0    22.0    130.0    333.0    38.3    159.2    102.0    3.0    2.0    0.0    1.0    245.0    -14.0    14.0    14.0    22.0    38.3    1.0    130.0    159.2    2.0    231.0    3.0    333.0    4.0    511.709    513.277    512.721    525.634    5.023    530.658    14.424  
 1.0    0.2    12.0    61.0    247.0    322.0    45.9    220.0    146.0    15.1    1.0    2.0    -1.0    0.0    63.0    -2.0    2.0    -2.0    61.0    45.9    1.0    247.0    220.0    3.0    322.0    4.0    146.0    2.0    531.294    532.863    532.307    545.217    5.026    550.244    14.421  
 1.0    0.2    12.0    41.0    220.0    293.0    59.7    248.7    156.0    18.7    1.0    2.0    1.0    1.0    57.0    -16.0    16.0    16.0    41.0    59.7    1.0    220.0    248.7    3.0    293.0    4.0    156.0    2.0    550.88    552.45    551.893    564.805    5.025    569.83    14.423  
 3.0    0.2    12.0    335.0    236.0    144.0    45.0    224.4    117.3    70.0    4.0    2.0    0.0    1.0    304.0    31.0    31.0    -31.0    236.0    224.4    3.0    144.0    117.3    2.0    335.0    4.0    45.0    1.0    570.467    572.036    571.479    584.391    5.025    589.416    14.422  
 1.0    0.2    11.8    316.0    148.0    241.0    298.1    123.7    23.0    17.9    4.0    1.0    -1.0    0.0    270.0    46.0    46.0    -46.0    316.0    298.1    4.0    148.0    123.7    2.0    241.0    3.0    23.0    1.0    590.052    591.065    591.621    603.775    5.026    608.801    14.221  
 3.0    0.2    11.8    45.0    333.0    248.0    117.0    320.6    219.1    72.0    1.0    1.0    0.0    0.0    40.0    5.0    5.0    -5.0    333.0    320.6    4.0    248.0    219.1    3.0    45.0    1.0    117.0    2.0    609.437    610.451    611.007    623.162    5.024    628.187    14.223  
 43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347    43.347  
