 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 191.0    191.0    14.0    3.0    195.0    0.0    999.0    999.0    47.495    4.736    47.495    48.001    51.713    54.231  
 159.0    152.0    14.0    3.0    155.0    1.0    0.0    1.0    58.491    4.731    58.491    58.995    62.704    63.975  
 92.0    82.0    14.0    3.0    95.0    1.0    999.0    999.0    69.995    4.735    69.995    70.499    74.212    76.73  
 4.0    356.0    14.0    3.0    5.0    1.0    999.0    999.0    80.474    4.748    80.474    80.978    84.703    87.222  
 64.0    55.0    14.0    3.0    65.0    1.0    999.0    999.0    91.291    4.742    91.291    91.795    95.511    98.033  
 339.0    339.0    14.0    3.0    335.0    0.0    0.0    0.0    102.709    4.746    102.709    103.213    106.936    107.838  
 343.0    343.0    14.0    3.0    345.0    0.0    0.0    0.0    114.277    4.735    114.277    114.782    118.494    119.38  
 241.0    241.0    14.0    3.0    245.0    0.0    999.0    999.0    124.996    4.741    124.996    125.5    129.219    131.737  
 101.0    96.0    14.0    3.0    105.0    1.0    999.0    999.0    136.306    4.739    136.306    136.81    140.527    143.046  
 264.0    264.0    14.0    3.0    265.0    0.0    0.0    0.0    146.615    4.738    146.615    147.118    150.834    151.637  
 271.0    271.0    14.0    3.0    275.0    0.0    999.0    999.0    158.126    4.735    158.126    158.629    162.343    164.86  
 316.0    316.0    14.0    3.0    315.0    0.0    0.0    0.0    168.785    4.734    168.785    169.289    173.0    173.819  
 231.0    231.0    14.0    3.0    235.0    0.0    0.0    0.0    179.571    4.74    179.571    180.073    183.792    184.811  
 216.0    216.0    14.0    3.0    215.0    0.0    0.0    0.0    190.754    4.732    190.754    191.256    194.966    196.035  
 59.0    64.0    14.0    3.0    55.0    1.0    999.0    999.0    201.417    4.742    201.417    201.922    205.641    208.159  
 303.0    303.0    14.0    3.0    305.0    0.0    0.0    0.0    211.449    4.735    211.449    211.953    215.665    216.784  
 252.0    252.0    14.0    3.0    255.0    0.0    0.0    0.0    223.216    4.741    223.216    223.721    227.44    228.542  
 21.0    29.0    14.0    3.0    25.0    1.0    0.0    1.0    233.771    4.745    233.771    234.274    237.997    239.05  
 292.0    292.0    14.0    3.0    295.0    0.0    0.0    0.0    243.959    4.747    243.959    244.463    248.188    249.324  
 322.0    322.0    14.0    3.0    325.0    0.0    999.0    999.0    254.58    4.735    254.58    255.083    258.796    261.315  
 128.0    121.0    14.0    3.0    125.0    1.0    0.0    1.0    264.784    4.738    264.784    265.288    269.003    270.389  
 131.0    126.0    14.0    3.0    135.0    1.0    999.0    999.0    275.754    4.742    275.754    276.258    279.978    282.496  
 204.0    204.0    14.0    3.0    205.0    0.0    0.0    0.0    286.159    4.745    286.159    286.662    290.386    291.371  
 169.0    164.0    14.0    3.0    165.0    1.0    0.0    1.0    296.247    4.748    296.247    296.751    300.476    301.345  
 228.0    228.0    14.0    3.0    225.0    0.0    0.0    0.0    306.827    4.742    306.827    307.329    311.05    312.036  
 187.0    187.0    14.0    3.0    185.0    0.0    0.0    0.0    317.972    4.738    317.972    318.475    322.192    323.161  
 114.0    109.0    14.0    3.0    115.0    1.0    999.0    999.0    329.083    4.735    329.083    329.587    333.3    335.818  
 283.0    283.0    14.0    3.0    285.0    0.0    999.0    999.0    340.598    4.745    340.598    341.102    344.825    347.343  
 77.0    72.0    14.0    3.0    75.0    1.0    0.0    1.0    350.522    4.744    350.523    351.027    354.749    355.684  
 173.0    183.0    14.0    3.0    175.0    1.0    999.0    999.0    360.679    4.745    360.679    361.182    364.906    367.424  
 17.0    22.0    14.0    3.0    15.0    1.0    999.0    999.0    372.438    4.744    372.438    372.942    376.664    379.182  
 44.0    54.0    14.0    3.0    45.0    1.0    999.0    999.0    382.865    4.742    382.865    383.369    387.089    389.607  
 36.0    29.0    14.0    3.0    35.0    1.0    0.0    1.0    393.807    4.74    393.807    394.311    398.03    398.999  
 142.0    147.0    14.0    3.0    145.0    1.0    0.0    1.0    405.202    4.739    405.202    405.706    409.421    410.224  
 84.0    74.0    14.0    3.0    85.0    1.0    999.0    999.0    416.124    4.741    416.124    416.627    420.346    422.864  
 353.0    353.0    14.0    3.0    355.0    0.0    0.0    0.0    427.514    4.743    427.514    428.017    431.738    432.923  
 42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689    42.689  
