 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    47.0    125.0    322.0    66.0    149.9    246.0    19.0    1.0    1.0    1.0    1.0    44.0    3.0    3.0    -3.0    47.0    66.0    1.0    125.0    149.9    2.0    322.0    4.0    246.0    3.0    42.673    43.713    44.269    56.423    5.024    61.448    14.251  
 1.0    0.2    11.8    28.0    293.0    201.0    46.8    320.9    152.0    18.8    1.0    1.0    1.0    0.0    21.0    7.0    7.0    -7.0    28.0    46.8    1.0    293.0    320.9    4.0    201.0    3.0    152.0    2.0    62.085    63.097    63.653    75.806    5.022    80.828    14.22  
 1.0    7.0    5.0    241.0    65.0    334.0    230.9    42.9    113.0    10.1    3.0    1.0    -1.0    0.0    236.0    5.0    5.0    5.0    241.0    230.9    3.0    65.0    42.9    1.0    334.0    4.0    113.0    2.0    81.465    82.477    89.834    95.187    5.021    100.209    14.22  
 1.0    7.0    12.0    211.0    31.0    303.0    228.1    56.7    159.0    17.1    3.0    2.0    1.0    0.0    213.0    -2.0    2.0    2.0    211.0    228.1    3.0    31.0    56.7    1.0    303.0    4.0    159.0    2.0    100.846    109.215    101.859    121.568    5.027    126.595    21.22  
 3.0    7.0    12.0    201.0    48.0    322.0    141.0    29.1    295.4    60.0    3.0    2.0    0.0    1.0    199.0    2.0    2.0    2.0    48.0    29.1    1.0    322.0    295.4    4.0    201.0    3.0    141.0    2.0    127.232    135.6    128.245    147.955    5.026    152.981    21.221  
 3.0    0.2    11.8    309.0    204.0    135.0    63.0    216.8    156.1    114.0    4.0    1.0    0.0    0.0    307.0    2.0    2.0    -2.0    204.0    216.8    3.0    135.0    156.1    2.0    309.0    4.0    63.0    1.0    153.618    154.631    155.187    167.341    5.02    172.361    14.222  
 3.0    0.2    11.8    140.0    49.0    331.0    225.0    33.3    308.6    85.0    2.0    1.0    0.0    0.0    116.0    24.0    24.0    -24.0    49.0    33.3    1.0    331.0    308.6    4.0    140.0    2.0    225.0    3.0    172.999    174.011    174.567    186.721    5.021    191.742    14.221  
 3.0    0.2    12.0    320.0    124.0    216.0    27.0    141.4    238.6    67.0    4.0    2.0    0.0    1.0    347.0    -27.0    27.0    27.0    124.0    141.4    2.0    216.0    238.6    3.0    320.0    4.0    27.0    1.0    192.38    193.947    193.391    206.301    5.022    211.323    14.42  
 1.0    0.2    11.8    222.0    56.0    158.0    209.8    29.9    315.0    12.2    3.0    1.0    -1.0    1.0    224.0    -2.0    2.0    -2.0    222.0    209.8    3.0    56.0    29.9    1.0    158.0    2.0    315.0    4.0    211.961    212.972    213.527    225.681    5.022    230.703    14.22  
 3.0    7.0    12.0    308.0    47.0    210.0    130.0    64.9    235.4    178.0    4.0    2.0    0.0    1.0    301.0    7.0    7.0    7.0    47.0    64.9    1.0    210.0    235.4    3.0    308.0    4.0    130.0    2.0    231.341    239.717    232.361    252.07    5.019    257.089    21.228  
 3.0    0.2    12.0    125.0    225.0    298.0    42.0    240.2    318.0    83.0    2.0    2.0    0.0    0.0    141.0    -16.0    16.0    -16.0    225.0    240.2    3.0    298.0    318.0    4.0    125.0    2.0    42.0    1.0    257.726    259.294    258.738    271.649    5.021    276.67    14.42  
 3.0    7.0    12.0    294.0    240.0    60.0    146.0    224.4    33.5    148.0    4.0    2.0    0.0    0.0    293.0    1.0    1.0    1.0    240.0    224.4    3.0    60.0    33.5    1.0    294.0    4.0    146.0    2.0    277.307    285.675    278.318    298.028    5.028    303.056    21.22  
 1.0    0.2    12.0    321.0    158.0    36.0    307.5    135.3    235.0    13.5    4.0    2.0    -1.0    0.0    329.0    -8.0    8.0    -8.0    321.0    307.5    4.0    158.0    135.3    2.0    36.0    1.0    235.0    3.0    303.694    305.262    304.705    317.616    5.02    322.637    14.422  
 1.0    0.2    12.0    317.0    211.0    59.0    333.3    231.2    115.0    16.3    4.0    2.0    1.0    0.0    319.0    -2.0    2.0    2.0    317.0    333.3    4.0    211.0    231.2    3.0    59.0    1.0    115.0    2.0    323.274    324.842    324.286    337.197    5.021    342.217    14.421  
 3.0    7.0    12.0    294.0    20.0    209.0    128.0    31.2    235.0    166.0    4.0    2.0    0.0    0.0    295.0    -1.0    1.0    -1.0    20.0    31.2    1.0    209.0    235.0    3.0    294.0    4.0    128.0    2.0    342.855    351.222    343.867    363.577    5.026    368.603    21.22  
 1.0    0.2    12.0    123.0    215.0    334.0    135.6    236.4    32.0    12.6    2.0    2.0    1.0    0.0    132.0    -9.0    9.0    9.0    123.0    135.6    2.0    215.0    236.4    3.0    334.0    4.0    32.0    1.0    369.241    370.809    370.252    383.163    5.021    388.184    14.421  
 3.0    0.2    11.8    206.0    145.0    315.0    23.0    127.3    291.1    177.0    3.0    1.0    0.0    1.0    198.0    8.0    8.0    8.0    145.0    127.3    2.0    315.0    291.1    4.0    206.0    3.0    23.0    1.0    388.822    389.833    390.389    402.543    5.021    407.565    14.22  
 3.0    0.2    11.8    50.0    150.0    247.0    305.0    138.0    217.4    105.0    1.0    1.0    0.0    0.0    45.0    5.0    5.0    5.0    150.0    138.0    2.0    247.0    217.4    3.0    50.0    1.0    305.0    4.0    408.202    409.213    409.769    421.924    5.021    426.945    14.221  
 3.0    7.0    12.0    238.0    64.0    146.0    300.0    53.9    117.1    62.0    3.0    2.0    0.0    0.0    218.0    20.0    20.0    -20.0    64.0    53.9    1.0    146.0    117.1    2.0    238.0    3.0    300.0    4.0    427.583    435.951    428.595    448.305    5.026    453.331    21.221  
 1.0    0.2    12.0    50.0    334.0    135.0    37.8    312.5    215.0    12.2    1.0    2.0    -1.0    1.0    4.0    46.0    46.0    -46.0    50.0    37.8    1.0    334.0    312.5    4.0    135.0    2.0    215.0    3.0    453.969    455.537    454.981    467.892    5.02    472.912    14.422  
 1.0    0.2    12.0    329.0    142.0    36.0    316.3    119.9    213.0    12.7    4.0    2.0    -1.0    0.0    346.0    -17.0    17.0    -17.0    329.0    316.3    4.0    142.0    119.9    2.0    36.0    1.0    213.0    3.0    473.55    475.118    474.562    487.472    5.02    492.493    14.421  
 3.0    7.0    5.0    219.0    114.0    315.0    36.0    133.6    338.7    177.0    3.0    1.0    0.0    1.0    210.0    9.0    9.0    9.0    114.0    133.6    2.0    315.0    338.7    4.0    219.0    3.0    36.0    1.0    493.13    494.141    501.498    506.851    5.022    511.873    14.219  
 3.0    7.0    12.0    67.0    140.0    325.0    208.0    120.4    300.4    141.0    1.0    2.0    0.0    0.0    65.0    2.0    2.0    -2.0    140.0    120.4    2.0    325.0    300.4    4.0    67.0    1.0    208.0    3.0    512.511    520.88    513.523    533.234    5.025    538.259    21.222  
