 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741    40.741  
 1.0    14.0    144.0    102.0    134.0    97.0    1.0    -1.0    1.0    43.669    43.669    43.899    44.382    47.4    47.4    48.399  
 2.0    14.0    144.0    102.0    134.0    97.0    1.0    -1.0    1.0    43.669    43.669    50.903    51.37    54.406    54.406    55.871  
 1.0    14.0    213.0    196.0    205.0    200.0    1.0    -1.0    1.0    58.979    58.979    59.29    59.774    62.793    62.793    64.113  
 2.0    14.0    213.0    196.0    205.0    200.0    -1.0    1.0    1.0    58.979    58.979    65.28    65.611    68.783    68.783    69.581  
 1.0    14.0    67.0    47.0    71.0    37.0    1.0    -1.0    1.0    74.451    74.451    74.952    75.418    78.437    78.437    79.605  
 2.0    14.0    67.0    47.0    71.0    37.0    -1.0    1.0    1.0    74.451    74.451    81.676    82.143    85.178    85.178    86.346  
 1.0    14.0    115.0    142.0    114.0    140.0    1.0    -1.0    1.0    90.472    90.472    90.932    91.264    94.435    94.435    95.836  
 2.0    14.0    115.0    142.0    114.0    140.0    1.0    -1.0    1.0    90.472    90.472    97.003    97.47    100.506    100.506    102.438  
 1.0    14.0    290.0    306.0    288.0    315.0    -1.0    1.0    1.0    106.289    106.289    106.744    107.075    110.246    110.246    111.945  
 2.0    14.0    290.0    306.0    288.0    315.0    1.0    -1.0    1.0    106.289    106.289    112.115    112.445    115.617    115.617    116.784  
 1.0    14.0    311.0    321.0    313.0    327.0    1.0    1.0    0.0    121.82    121.82    122.119    122.603    125.622    125.622    127.04  
 2.0    14.0    311.0    321.0    313.0    327.0    1.0    1.0    0.0    121.82    121.82    127.426    127.924    130.928    130.928    132.844  
 1.0    14.0    318.0    314.0    324.0    316.0    1.0    -1.0    1.0    137.006    137.006    137.263    137.747    140.766    140.766    142.183  
 2.0    14.0    318.0    314.0    324.0    316.0    1.0    1.0    0.0    137.006    137.006    143.818    144.302    147.321    147.321    148.457  
 1.0    14.0    134.0    118.0    143.0    110.0    -1.0    1.0    1.0    152.833    152.833    153.294    153.625    156.797    156.797    157.981  
 2.0    14.0    134.0    118.0    143.0    110.0    1.0    -1.0    1.0    152.833    152.833    160.066    160.397    163.568    163.568    164.502  
 1.0    14.0    229.0    232.0    235.0    229.0    -1.0    1.0    1.0    167.96    167.96    168.422    168.753    171.925    171.925    173.373  
 2.0    14.0    229.0    232.0    235.0    229.0    1.0    -1.0    1.0    167.96    167.96    174.259    174.743    177.762    177.762    178.777  
 1.0    14.0    46.0    30.0    36.0    22.0    -1.0    1.0    1.0    184.059    184.059    184.534    185.015    188.036    188.036    189.421  
 2.0    14.0    46.0    30.0    36.0    22.0    -1.0    1.0    1.0    184.059    184.059    191.522    191.989    195.025    195.025    196.023  
 1.0    14.0    105.0    107.0    114.0    101.0    -1.0    1.0    1.0    199.183    199.183    199.492    199.976    202.995    202.995    204.362  
 2.0    14.0    105.0    107.0    114.0    101.0    1.0    -1.0    1.0    199.183    199.183    205.249    205.58    208.751    208.751    209.685  
 1.0    14.0    242.0    191.0    248.0    186.0    -1.0    1.0    1.0    214.882    214.883    215.338    215.823    218.841    218.841    220.243  
 2.0    14.0    242.0    191.0    248.0    186.0    1.0    -1.0    1.0    214.882    214.883    222.344    222.676    225.847    225.847    227.312  
 1.0    14.0    293.0    315.0    299.0    320.0    1.0    0.0    999.0    230.297    230.297    230.75    231.217    234.253    234.253    0.0  
 2.0    14.0    293.0    315.0    299.0    320.0    1.0    -1.0    1.0    230.297    230.297    236.588    236.919    240.09    240.09    241.056  
 1.0    14.0    73.0    65.0    83.0    73.0    1.0    -1.0    1.0    246.117    246.117    246.444    246.911    249.946    249.946    251.248  
 2.0    14.0    73.0    65.0    83.0    73.0    1.0    -1.0    1.0    246.117    246.117    252.884    253.214    256.386    256.386    257.32  
 1.0    14.0    127.0    105.0    133.0    103.0    -1.0    1.0    1.0    261.915    261.915    262.373    262.704    265.875    265.875    266.908  
 2.0    14.0    127.0    105.0    133.0    103.0    1.0    -1.0    1.0    261.915    261.915    268.679    269.011    272.18    272.18    273.582  
 1.0    14.0    167.0    140.0    176.0    147.0    -1.0    1.0    1.0    277.341    277.341    277.802    278.134    281.305    281.305    282.303  
 2.0    14.0    167.0    140.0    176.0    147.0    -1.0    1.0    1.0    277.341    277.341    283.453    283.92    286.939    286.939    288.157  
 1.0    14.0    286.0    347.0    276.0    339.0    -1.0    1.0    1.0    292.858    292.858    293.079    293.411    296.582    296.582    298.467  
 2.0    14.0    286.0    347.0    276.0    339.0    -1.0    1.0    1.0    292.858    292.858    299.699    300.183    303.185    303.185    304.169  
 1.0    14.0    297.0    318.0    298.0    315.0    1.0    0.0    999.0    308.166    308.166    308.648    309.136    312.15    312.15    0.0  
 2.0    14.0    297.0    318.0    298.0    315.0    -1.0    1.0    1.0    308.166    308.166    314.018    314.342    317.521    317.521    318.688  
 1.0    14.0    238.0    222.0    240.0    228.0    -1.0    -1.0    0.0    323.649    323.649    323.891    324.216    327.395    327.395    328.563  
 2.0    14.0    238.0    222.0    240.0    228.0    -1.0    1.0    1.0    323.649    323.649    328.819    329.304    332.323    332.323    333.717  
 1.0    14.0    194.0    231.0    184.0    225.0    1.0    -1.0    1.0    339.016    339.016    339.253    339.721    342.772    342.772    343.942  
 2.0    14.0    194.0    231.0    184.0    225.0    1.0    -1.0    1.0    339.016    339.016    345.416    345.9    348.902    348.902    350.023  
