 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    144.0    55.0    305.0    132.1    27.5    220.0    11.9    2.0    1.0    -1.0    1.0    135.0    9.0    9.0    9.0    144.0    132.1    2.0    55.0    27.5    1.0    305.0    4.0    220.0    3.0    47.51    48.549    49.108    61.263    5.022    66.284    14.253  
 3.0    7.0    5.0    52.0    128.0    206.0    296.0    142.1    233.5    116.0    1.0    1.0    0.0    0.0    57.0    -5.0    5.0    -5.0    128.0    142.1    2.0    206.0    233.5    3.0    52.0    1.0    296.0    4.0    66.923    67.934    75.291    80.645    5.02    85.665    14.222  
 1.0    7.0    12.0    125.0    26.0    303.0    141.6    50.9    249.0    16.6    2.0    2.0    1.0    0.0    128.0    -3.0    3.0    3.0    125.0    141.6    2.0    26.0    50.9    1.0    303.0    4.0    249.0    3.0    86.303    94.67    87.315    107.024    5.027    112.051    21.22  
 1.0    0.2    11.8    247.0    338.0    29.0    227.6    317.2    131.0    19.4    3.0    1.0    -1.0    1.0    240.0    7.0    7.0    7.0    247.0    227.6    3.0    338.0    317.2    4.0    29.0    1.0    131.0    2.0    112.689    113.702    114.258    126.413    5.019    131.432    14.223  
 3.0    0.2    12.0    29.0    333.0    155.0    218.0    314.6    129.1    171.0    1.0    2.0    0.0    1.0    15.0    14.0    14.0    14.0    333.0    314.6    4.0    155.0    129.1    2.0    29.0    1.0    218.0    3.0    132.07    133.638    133.082    145.993    5.02    151.012    14.422  
 1.0    7.0    12.0    335.0    236.0    130.0    315.7    207.2    33.0    19.3    4.0    2.0    -1.0    1.0    326.0    9.0    9.0    9.0    335.0    315.7    4.0    236.0    207.2    3.0    130.0    2.0    33.0    1.0    151.65    160.017    152.662    172.371    5.027    177.398    21.22  
 3.0    0.2    11.8    133.0    317.0    200.0    57.0    329.3    225.9    76.0    2.0    1.0    0.0    1.0    147.0    -14.0    14.0    -14.0    317.0    329.3    4.0    200.0    225.9    3.0    133.0    2.0    57.0    1.0    178.035    179.046    179.602    191.755    5.024    196.779    14.218  
 3.0    0.2    12.0    239.0    305.0    130.0    23.0    321.4    158.9    144.0    3.0    2.0    0.0    1.0    240.0    -1.0    1.0    1.0    305.0    321.4    4.0    130.0    158.9    2.0    239.0    3.0    23.0    1.0    197.416    198.983    198.428    211.337    5.023    216.36    14.419  
 1.0    0.2    12.0    336.0    245.0    139.0    319.7    222.2    58.0    16.3    4.0    2.0    -1.0    1.0    332.0    4.0    4.0    4.0    336.0    319.7    4.0    245.0    222.2    3.0    139.0    2.0    58.0    1.0    216.997    218.565    218.009    230.918    5.022    235.94    14.42  
 1.0    7.0    5.0    65.0    233.0    307.0    54.7    207.2    149.0    10.3    1.0    1.0    -1.0    0.0    54.0    11.0    11.0    11.0    65.0    54.7    1.0    233.0    207.2    3.0    307.0    4.0    149.0    2.0    236.579    237.591    244.947    250.301    5.02    255.321    14.222  
 1.0    0.2    12.0    336.0    47.0    210.0    318.6    25.8    121.0    17.4    4.0    2.0    -1.0    0.0    332.0    4.0    4.0    4.0    336.0    318.6    4.0    47.0    25.8    1.0    210.0    3.0    121.0    2.0    255.958    257.526    256.97    269.88    5.022    274.902    14.42  
 1.0    7.0    12.0    46.0    228.0    300.0    32.1    202.2    158.0    13.9    1.0    2.0    -1.0    0.0    46.0    0.0    0.0    0.0    46.0    32.1    1.0    228.0    202.2    3.0    300.0    4.0    158.0    2.0    275.54    283.909    276.553    296.263    5.025    301.288    21.222  
 1.0    0.2    11.8    334.0    228.0    43.0    318.2    203.9    149.0    15.8    4.0    1.0    -1.0    0.0    319.0    15.0    15.0    15.0    334.0    318.2    4.0    228.0    203.9    3.0    43.0    1.0    149.0    2.0    301.926    302.937    303.493    315.647    5.022    320.669    14.22  
 1.0    0.2    11.8    148.0    65.0    217.0    129.8    38.1    316.0    18.2    2.0    1.0    -1.0    0.0    136.0    12.0    12.0    12.0    148.0    129.8    2.0    65.0    38.1    1.0    217.0    3.0    316.0    4.0    321.306    322.319    322.874    335.028    5.021    340.049    14.22  
 1.0    7.0    5.0    316.0    226.0    122.0    297.0    204.1    30.0    19.0    4.0    1.0    -1.0    1.0    310.0    6.0    6.0    6.0    316.0    297.0    4.0    226.0    204.1    3.0    122.0    2.0    30.0    1.0    340.687    341.699    349.056    354.409    5.021    359.43    14.221  
 1.0    7.0    12.0    226.0    117.0    310.0    241.0    139.1    44.0    15.0    3.0    2.0    1.0    0.0    237.0    -11.0    11.0    11.0    226.0    241.0    3.0    117.0    139.1    2.0    310.0    4.0    44.0    1.0    360.067    368.436    361.078    380.789    5.027    385.816    21.22  
 3.0    0.2    12.0    207.0    310.0    134.0    31.0    294.1    113.8    176.0    3.0    2.0    0.0    0.0    218.0    -11.0    11.0    11.0    310.0    294.1    4.0    134.0    113.8    2.0    207.0    3.0    31.0    1.0    386.453    388.021    387.465    400.376    5.021    405.397    14.421  
 3.0    0.2    11.8    32.0    238.0    332.0    153.0    220.5    310.8    121.0    1.0    1.0    0.0    1.0    37.0    -5.0    5.0    5.0    238.0    220.5    3.0    332.0    310.8    4.0    32.0    1.0    153.0    2.0    406.035    407.047    407.602    419.758    5.02    424.777    14.222  
 3.0    7.0    12.0    247.0    325.0    52.0    158.0    313.8    27.7    89.0    3.0    2.0    0.0    0.0    253.0    -6.0    6.0    -6.0    325.0    313.8    4.0    52.0    27.7    1.0    247.0    3.0    158.0    2.0    425.415    433.782    426.426    446.137    5.026    451.163    21.22  
 1.0    7.0    12.0    135.0    290.0    54.0    145.1    318.0    228.0    10.1    2.0    2.0    1.0    1.0    128.0    7.0    7.0    -7.0    135.0    145.1    2.0    290.0    318.0    4.0    54.0    1.0    228.0    3.0    451.8    460.168    452.812    472.522    5.027    477.549    21.22  
 3.0    0.2    11.8    337.0    207.0    128.0    26.0    218.6    150.9    49.0    4.0    1.0    0.0    1.0    341.0    -4.0    4.0    4.0    207.0    218.6    3.0    128.0    150.9    2.0    337.0    4.0    26.0    1.0    478.186    479.198    479.754    491.909    5.021    496.929    14.221  
 3.0    7.0    12.0    145.0    247.0    328.0    30.0    231.2    302.9    115.0    2.0    2.0    0.0    0.0    150.0    -5.0    5.0    -5.0    247.0    231.2    3.0    328.0    302.9    4.0    145.0    2.0    30.0    1.0    497.567    505.935    498.579    518.289    5.026    523.315    21.22  
 3.0    7.0    12.0    157.0    328.0    222.0    25.0    339.3    246.1    132.0    2.0    2.0    0.0    1.0    157.0    0.0    0.0    0.0    328.0    339.3    4.0    222.0    246.1    3.0    157.0    2.0    25.0    1.0    523.953    532.321    524.965    544.676    5.025    549.701    21.222  
 1.0    7.0    5.0    318.0    241.0    142.0    306.9    215.2    46.0    11.1    4.0    1.0    -1.0    0.0    306.0    12.0    12.0    12.0    318.0    306.9    4.0    241.0    215.2    3.0    142.0    2.0    46.0    1.0    550.338    551.35    558.705    564.059    5.023    569.082    14.219  
 3.0    7.0    12.0    300.0    35.0    206.0    158.0    50.6    227.1    142.0    4.0    2.0    0.0    1.0    311.0    -11.0    11.0    -11.0    35.0    50.6    1.0    206.0    227.1    3.0    300.0    4.0    158.0    2.0    569.718    578.085    570.73    590.44    5.027    595.467    21.22  
 1.0    7.0    12.0    327.0    64.0    114.0    316.8    37.3    210.0    10.2    4.0    2.0    -1.0    0.0    344.0    -17.0    17.0    -17.0    327.0    316.8    4.0    64.0    37.3    1.0    114.0    2.0    210.0    3.0    596.105    604.474    597.118    616.828    5.025    621.853    21.222  
 46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889    46.889  
