 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 3.0    7.0    12.0    205.0    316.0    23.0    121.0    329.6    45.6    84.0    3.0    2.0    0.0    0.0    210.0    -5.0    5.0    -5.0    316.0    329.6    4.0    23.0    45.6    1.0    205.0    3.0    121.0    2.0    41.172    49.568    42.212    61.922    5.029    66.952    21.251  
 1.0    7.0    5.0    136.0    51.0    231.0    116.8    28.1    290.0    19.2    2.0    1.0    -1.0    1.0    138.0    -2.0    2.0    -2.0    136.0    116.8    2.0    51.0    28.1    1.0    231.0    3.0    290.0    4.0    67.59    68.603    75.959    81.313    5.019    86.332    14.223  
 3.0    7.0    5.0    240.0    326.0    140.0    43.0    315.4    119.3    163.0    3.0    1.0    0.0    1.0    249.0    -9.0    9.0    9.0    326.0    315.4    4.0    140.0    119.3    2.0    240.0    3.0    43.0    1.0    86.969    87.981    95.337    100.691    5.022    105.713    14.22  
 1.0    7.0    12.0    52.0    335.0    157.0    41.8    311.9    234.0    10.2    1.0    2.0    -1.0    0.0    65.0    -13.0    13.0    -13.0    52.0    41.8    1.0    335.0    311.9    4.0    157.0    2.0    234.0    3.0    106.35    114.718    107.363    127.072    5.027    132.099    21.22  
 3.0    7.0    5.0    32.0    139.0    235.0    330.0    123.9    205.7    62.0    1.0    1.0    0.0    0.0    23.0    9.0    9.0    9.0    139.0    123.9    2.0    235.0    205.7    3.0    32.0    1.0    330.0    4.0    132.736    133.749    141.104    146.458    5.022    151.48    14.22  
 3.0    7.0    12.0    230.0    133.0    50.0    329.0    118.6    24.3    99.0    3.0    2.0    0.0    1.0    230.0    0.0    0.0    0.0    133.0    118.6    2.0    50.0    24.3    1.0    230.0    3.0    329.0    4.0    152.118    160.486    153.129    172.839    5.027    177.865    21.22  
 1.0    0.2    11.8    147.0    69.0    200.0    127.6    48.7    302.0    19.4    2.0    1.0    -1.0    0.0    150.0    -3.0    3.0    -3.0    147.0    127.6    2.0    69.0    48.7    1.0    200.0    3.0    302.0    4.0    178.503    179.517    180.072    192.226    5.02    197.246    14.222  
 1.0    7.0    5.0    214.0    129.0    31.0    233.3    150.8    327.0    19.3    3.0    1.0    1.0    1.0    215.0    -1.0    1.0    1.0    214.0    233.3    3.0    129.0    150.8    2.0    31.0    1.0    327.0    4.0    197.883    198.895    206.252    211.604    5.022    216.627    14.219  
 3.0    0.2    12.0    201.0    57.0    144.0    308.0    42.2    119.7    107.0    3.0    2.0    0.0    1.0    198.0    3.0    3.0    -3.0    57.0    42.2    1.0    144.0    119.7    2.0    201.0    3.0    308.0    4.0    217.264    218.831    218.276    231.185    5.022    236.208    14.419  
 1.0    7.0    5.0    208.0    128.0    52.0    219.0    157.1    319.0    11.0    3.0    1.0    1.0    0.0    201.0    7.0    7.0    -7.0    208.0    219.0    3.0    128.0    157.1    2.0    52.0    1.0    319.0    4.0    236.85    237.862    245.218    250.571    5.017    255.588    14.225  
 1.0    7.0    12.0    57.0    336.0    233.0    43.1    313.0    118.0    13.9    1.0    2.0    -1.0    0.0    61.0    -4.0    4.0    -4.0    57.0    43.1    1.0    336.0    313.0    4.0    233.0    3.0    118.0    2.0    256.225    264.592    257.236    276.947    5.027    281.974    21.22  
 3.0    0.2    11.8    337.0    230.0    56.0    155.0    219.3    35.5    178.0    4.0    1.0    0.0    0.0    340.0    -3.0    3.0    3.0    230.0    219.3    3.0    56.0    35.5    1.0    337.0    4.0    155.0    2.0    282.678    283.689    284.244    296.398    5.024    301.422    14.218  
 3.0    7.0    5.0    203.0    296.0    117.0    62.0    308.9    145.1    141.0    3.0    1.0    0.0    0.0    204.0    -1.0    1.0    -1.0    296.0    308.9    4.0    117.0    145.1    2.0    203.0    3.0    62.0    1.0    302.058    303.07    310.427    315.78    5.022    320.802    14.22  
 1.0    7.0    12.0    127.0    291.0    221.0    141.7    316.9    28.0    14.7    2.0    2.0    1.0    0.0    127.0    0.0    0.0    0.0    127.0    141.7    2.0    291.0    316.9    4.0    221.0    3.0    28.0    1.0    321.439    329.808    322.45    342.162    5.026    347.188    21.221  
 3.0    0.2    12.0    142.0    324.0    59.0    234.0    310.2    32.2    92.0    2.0    2.0    0.0    0.0    144.0    -2.0    2.0    2.0    324.0    310.2    4.0    59.0    32.2    1.0    142.0    2.0    234.0    3.0    347.825    349.392    348.837    361.746    5.023    366.769    14.419  
 3.0    0.2    12.0    302.0    243.0    152.0    36.0    229.3    124.4    94.0    4.0    2.0    0.0    0.0    320.0    -18.0    18.0    18.0    243.0    229.3    3.0    152.0    124.4    2.0    302.0    4.0    36.0    1.0    367.406    368.974    368.419    381.328    5.022    386.35    14.42  
 1.0    0.2    11.8    315.0    200.0    156.0    325.7    221.4    50.0    10.7    4.0    1.0    1.0    1.0    331.0    -16.0    16.0    16.0    315.0    325.7    4.0    200.0    221.4    3.0    156.0    2.0    50.0    1.0    386.988    388.0    388.556    400.709    5.021    405.73    14.22  
 1.0    0.2    11.8    305.0    203.0    34.0    323.2    226.4    132.0    18.2    4.0    1.0    1.0    1.0    298.0    7.0    7.0    -7.0    305.0    323.2    4.0    203.0    226.4    3.0    34.0    1.0    132.0    2.0    406.368    407.38    407.936    420.091    5.021    425.111    14.221  
 3.0    0.2    11.8    224.0    317.0    63.0    143.0    303.2    35.5    81.0    3.0    1.0    0.0    1.0    236.0    -12.0    12.0    -12.0    317.0    303.2    4.0    63.0    35.5    1.0    224.0    3.0    143.0    2.0    425.749    426.761    427.317    439.47    5.022    444.492    14.22  
 1.0    7.0    5.0    139.0    230.0    24.0    122.3    209.0    334.0    16.7    2.0    1.0    -1.0    1.0    160.0    -21.0    21.0    -21.0    139.0    122.3    2.0    230.0    209.0    3.0    24.0    1.0    334.0    4.0    445.13    446.142    453.499    458.852    5.02    463.873    14.222  
