 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 17.0    17.0    14.0    3.0    15.0    0.0    0.0    0.0    49.286    4.743    49.286    49.8    53.511    55.717  
 331.0    338.0    14.0    3.0    335.0    1.0    0.0    1.0    59.142    4.744    59.142    59.646    63.368    64.737  
 267.0    274.0    14.0    3.0    265.0    1.0    1.0    0.0    69.429    4.732    69.429    69.932    73.642    74.746  
 242.0    236.0    14.0    3.0    245.0    1.0    1.0    0.0    80.243    4.742    80.243    80.747    84.467    85.719  
 304.0    299.0    14.0    3.0    305.0    1.0    1.0    0.0    90.338    4.739    90.338    90.842    94.557    95.81  
 237.0    245.0    14.0    3.0    235.0    1.0    1.0    0.0    101.008    4.742    101.008    101.512    105.232    106.494  
 69.0    69.0    14.0    3.0    65.0    0.0    1.0    1.0    110.896    4.745    110.896    111.398    115.122    117.276  
 181.0    187.0    14.0    3.0    185.0    1.0    0.0    1.0    120.854    4.744    120.854    121.358    125.08    126.215  
 59.0    59.0    14.0    3.0    55.0    0.0    0.0    0.0    132.51    4.746    132.51    133.014    136.738    137.858  
 294.0    286.0    14.0    3.0    295.0    1.0    1.0    0.0    144.049    4.733    144.049    144.553    148.263    149.449  
 3.0    3.0    14.0    3.0    5.0    0.0    0.0    0.0    154.964    4.742    154.964    155.469    159.188    160.757  
 214.0    208.0    14.0    3.0    215.0    1.0    1.0    0.0    165.639    4.741    165.639    166.143    169.862    172.249  
 143.0    143.0    14.0    3.0    145.0    0.0    1.0    1.0    176.842    4.746    176.842    177.345    181.07    182.806  
 357.0    350.0    14.0    3.0    355.0    1.0    0.0    1.0    187.901    4.744    187.901    188.405    192.128    193.714  
 41.0    41.0    14.0    3.0    45.0    0.0    999.0    999.0    199.609    4.746    199.609    200.113    203.836    206.355  
 92.0    92.0    14.0    3.0    95.0    0.0    999.0    999.0    210.224    4.739    210.224    210.728    214.444    216.963  
 124.0    124.0    14.0    3.0    125.0    0.0    0.0    0.0    221.432    4.739    221.432    221.936    225.652    227.189  
 257.0    263.0    14.0    3.0    255.0    1.0    1.0    0.0    232.524    4.738    232.524    233.029    236.744    238.28  
 198.0    208.0    14.0    3.0    195.0    1.0    1.0    0.0    242.884    4.735    242.884    243.388    247.101    248.437  
 89.0    89.0    14.0    3.0    85.0    0.0    0.0    0.0    252.852    4.74    252.852    253.357    257.075    258.611  
 228.0    233.0    14.0    3.0    225.0    1.0    0.0    1.0    262.986    4.732    262.986    263.489    267.199    268.869  
 271.0    277.0    14.0    3.0    275.0    1.0    0.0    1.0    273.191    4.735    273.191    273.694    277.406    279.043  
 32.0    32.0    14.0    3.0    35.0    0.0    0.0    0.0    284.747    4.735    284.747    285.252    288.965    290.401  
 138.0    138.0    14.0    3.0    135.0    0.0    0.0    0.0    294.606    4.734    294.606    295.109    298.822    300.708  
 316.0    309.0    14.0    3.0    315.0    1.0    0.0    1.0    304.804    4.743    304.804    305.307    309.029    310.999  
 164.0    164.0    14.0    3.0    165.0    0.0    0.0    0.0    315.19    4.747    315.19    315.695    319.42    320.556  
 24.0    24.0    14.0    3.0    25.0    0.0    0.0    0.0    326.271    4.742    326.271    326.776    330.495    332.314  
 113.0    113.0    14.0    3.0    115.0    0.0    999.0    999.0    337.166    4.739    337.166    337.67    341.386    343.905  
 327.0    321.0    14.0    3.0    325.0    1.0    0.0    1.0    347.785    4.744    347.785    348.288    352.011    353.346  
 179.0    179.0    14.0    3.0    175.0    0.0    0.0    0.0    359.241    4.745    359.241    359.746    363.469    364.471  
 284.0    276.0    14.0    3.0    285.0    1.0    1.0    0.0    370.651    4.745    370.651    371.153    374.877    376.213  
 71.0    71.0    14.0    3.0    75.0    0.0    0.0    0.0    382.248    4.738    382.248    382.756    386.468    388.055  
 201.0    192.0    14.0    3.0    205.0    1.0    1.0    0.0    392.14    4.737    392.14    392.644    396.359    398.412  
 104.0    104.0    14.0    3.0    105.0    0.0    0.0    0.0    402.481    4.737    402.481    402.984    406.7    408.019  
 157.0    157.0    14.0    3.0    155.0    0.0    0.0    0.0    412.832    4.744    412.832    413.336    417.057    418.311  
 346.0    351.0    14.0    3.0    345.0    1.0    1.0    0.0    423.799    4.736    423.799    424.303    428.015    429.685  
 45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838    45.838  
