 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    12.0    139.0    40.0    307.0    157.7    62.7    235.0    18.7    2.0    2.0    1.0    1.0    140.0    -1.0    1.0    1.0    139.0    157.7    2.0    40.0    62.7    1.0    307.0    4.0    235.0    3.0    57.499    65.894    58.538    78.249    5.031    83.28    21.249  
 3.0    7.0    5.0    129.0    319.0    249.0    59.0    304.9    222.1    70.0    2.0    1.0    0.0    0.0    145.0    -16.0    16.0    -16.0    319.0    304.9    4.0    249.0    222.1    3.0    129.0    2.0    59.0    1.0    83.917    84.929    92.285    97.64    5.021    102.66    14.221  
 1.0    0.2    11.8    222.0    128.0    315.0    238.0    151.5    61.0    16.0    3.0    1.0    1.0    0.0    231.0    -9.0    9.0    9.0    222.0    238.0    3.0    128.0    151.5    2.0    315.0    4.0    61.0    1.0    103.299    104.311    104.867    117.022    5.019    122.041    14.222  
 1.0    0.2    11.8    298.0    213.0    119.0    313.9    235.6    22.0    15.9    4.0    1.0    1.0    0.0    293.0    5.0    5.0    -5.0    298.0    313.9    4.0    213.0    235.6    3.0    119.0    2.0    22.0    1.0    122.678    123.691    124.247    136.401    5.021    141.422    14.221  
 3.0    7.0    12.0    308.0    126.0    53.0    249.0    115.7    32.3    59.0    4.0    2.0    0.0    1.0    292.0    16.0    16.0    16.0    126.0    115.7    2.0    53.0    32.3    1.0    308.0    4.0    249.0    3.0    142.059    150.427    143.07    162.78    5.027    167.807    21.219  
 3.0    0.2    11.8    120.0    29.0    295.0    239.0    39.5    316.0    119.0    2.0    1.0    0.0    1.0    114.0    6.0    6.0    -6.0    29.0    39.5    1.0    295.0    316.0    4.0    120.0    2.0    239.0    3.0    168.445    169.456    170.013    182.166    5.022    187.188    14.22  
 3.0    0.2    12.0    297.0    62.0    154.0    236.0    43.0    133.6    61.0    4.0    2.0    0.0    1.0    293.0    4.0    4.0    4.0    62.0    43.0    1.0    154.0    133.6    2.0    297.0    4.0    236.0    3.0    187.826    189.393    188.838    201.747    5.022    206.769    14.42  
 3.0    0.2    12.0    134.0    304.0    245.0    50.0    292.9    218.5    84.0    2.0    2.0    0.0    0.0    146.0    -12.0    12.0    -12.0    304.0    292.9    4.0    245.0    218.5    3.0    134.0    2.0    50.0    1.0    207.406    208.974    208.418    221.328    5.022    226.35    14.42  
 3.0    7.0    5.0    158.0    32.0    241.0    305.0    21.0    221.0    147.0    2.0    1.0    0.0    1.0    166.0    -8.0    8.0    8.0    32.0    21.0    1.0    241.0    221.0    3.0    158.0    2.0    305.0    4.0    226.988    228.0    235.356    240.71    5.02    245.73    14.222  
 3.0    0.2    12.0    218.0    156.0    328.0    49.0    140.6    298.5    169.0    3.0    2.0    0.0    0.0    191.0    27.0    27.0    27.0    156.0    140.6    2.0    328.0    298.5    4.0    218.0    3.0    49.0    1.0    246.367    247.936    247.38    260.29    5.021    265.311    14.421  
 3.0    7.0    12.0    50.0    209.0    130.0    301.0    228.0    158.0    109.0    1.0    2.0    0.0    1.0    63.0    -13.0    13.0    -13.0    209.0    228.0    3.0    130.0    158.0    2.0    50.0    1.0    301.0    4.0    265.948    274.316    266.961    286.669    5.028    291.697    21.219  
 1.0    7.0    5.0    301.0    121.0    37.0    316.3    148.9    237.0    15.3    4.0    1.0    1.0    0.0    293.0    8.0    8.0    -8.0    301.0    316.3    4.0    121.0    148.9    2.0    37.0    1.0    237.0    3.0    292.334    293.347    300.703    306.058    5.019    311.077    14.223  
 3.0    0.2    11.8    310.0    209.0    29.0    146.0    228.5    49.9    164.0    4.0    1.0    0.0    0.0    349.0    -39.0    39.0    39.0    209.0    228.5    3.0    29.0    49.9    1.0    310.0    4.0    146.0    2.0    311.715    312.727    313.283    325.437    5.021    330.458    14.221  
 1.0    0.2    12.0    61.0    223.0    111.0    47.7    201.8    312.0    13.3    1.0    2.0    -1.0    1.0    86.0    -25.0    25.0    -25.0    61.0    47.7    1.0    223.0    201.8    3.0    111.0    2.0    312.0    4.0    331.096    332.663    332.108    345.017    5.021    350.039    14.42  
 1.0    7.0    12.0    156.0    61.0    321.0    145.7    38.1    241.0    10.3    2.0    2.0    -1.0    0.0    165.0    -9.0    9.0    -9.0    156.0    145.7    2.0    61.0    38.1    1.0    321.0    4.0    241.0    3.0    350.677    359.044    351.689    371.399    5.025    376.424    21.221  
 3.0    7.0    5.0    28.0    221.0    339.0    145.0    205.7    317.8    117.0    1.0    1.0    0.0    1.0    8.0    20.0    20.0    -20.0    221.0    205.7    3.0    339.0    317.8    4.0    28.0    1.0    145.0    2.0    377.061    378.073    385.429    390.782    5.023    395.805    14.219  
 1.0    0.2    11.8    139.0    34.0    314.0    152.4    54.5    208.0    13.4    2.0    1.0    1.0    1.0    152.0    -13.0    13.0    13.0    139.0    152.4    2.0    34.0    54.5    1.0    314.0    4.0    208.0    3.0    396.442    397.454    398.009    410.163    5.022    415.186    14.22  
 1.0    0.2    12.0    312.0    42.0    119.0    322.3    63.5    240.0    10.3    4.0    2.0    1.0    0.0    318.0    -6.0    6.0    6.0    312.0    322.3    4.0    42.0    63.5    1.0    119.0    2.0    240.0    3.0    415.824    417.392    416.835    429.747    5.02    434.767    14.422  
 3.0    7.0    12.0    310.0    138.0    37.0    245.0    152.8    58.5    65.0    4.0    2.0    0.0    1.0    301.0    9.0    9.0    9.0    138.0    152.8    2.0    37.0    58.5    1.0    310.0    4.0    245.0    3.0    435.405    443.773    436.417    456.125    5.027    461.152    21.219  
 3.0    0.2    12.0    65.0    210.0    130.0    329.0    221.7    155.6    96.0    1.0    2.0    0.0    1.0    76.0    -11.0    11.0    -11.0    210.0    221.7    3.0    130.0    155.6    2.0    65.0    1.0    329.0    4.0    461.791    463.359    462.803    475.712    5.021    480.733    14.421  
 3.0    0.2    11.8    45.0    154.0    330.0    236.0    139.1    301.9    169.0    1.0    1.0    0.0    0.0    44.0    1.0    1.0    1.0    154.0    139.1    2.0    330.0    301.9    4.0    45.0    1.0    236.0    3.0    481.371    482.385    482.941    495.094    5.019    500.114    14.222  
 3.0    7.0    5.0    334.0    135.0    39.0    229.0    151.9    64.9    105.0    4.0    1.0    0.0    0.0    342.0    -8.0    8.0    -8.0    135.0    151.9    2.0    39.0    64.9    1.0    334.0    4.0    229.0    3.0    500.751    501.763    509.119    514.473    5.022    519.495    14.22  
 3.0    0.2    11.8    235.0    143.0    330.0    40.0    128.0    302.0    165.0    3.0    1.0    0.0    0.0    255.0    -20.0    20.0    20.0    143.0    128.0    2.0    330.0    302.0    4.0    235.0    3.0    40.0    1.0    520.132    521.144    521.699    533.853    5.023    538.875    14.219  
