 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977    43.977  
 1.0    14.0    119.0    140.0    128.0    132.0    -1.0    1.0    1.0    46.013    46.013    46.234    46.717    49.735    49.735    51.37  
 2.0    14.0    119.0    140.0    128.0    132.0    1.0    -1.0    1.0    46.013    46.013    51.853    52.335    55.34    55.34    56.974  
 1.0    14.0    329.0    329.0    338.0    331.0    1.0    -1.0    1.0    61.554    61.554    61.808    62.292    65.311    65.311    66.914  
 2.0    14.0    329.0    329.0    338.0    331.0    1.0    1.0    0.0    61.554    61.554    68.163    68.647    71.665    71.665    73.002  
 1.0    14.0    128.0    130.0    132.0    120.0    -1.0    1.0    1.0    77.218    77.218    77.673    78.156    81.175    81.175    82.373  
 2.0    14.0    128.0    130.0    132.0    120.0    1.0    -1.0    1.0    77.218    77.218    84.21    84.542    87.713    87.713    88.88  
 1.0    14.0    112.0    118.0    119.0    121.0    -1.0    -1.0    0.0    92.539    92.539    92.767    93.251    96.269    96.269    97.904  
 2.0    14.0    112.0    118.0    119.0    121.0    -1.0    -1.0    0.0    92.539    92.539    98.37    98.838    101.873    101.873    103.121  
 1.0    14.0    73.0    53.0    75.0    46.0    1.0    -1.0    1.0    108.186    108.186    108.645    108.976    112.148    112.148    113.315  
 2.0    14.0    73.0    53.0    75.0    46.0    -1.0    1.0    1.0    108.186    108.186    113.782    114.113    117.284    117.284    118.452  
 1.0    14.0    50.0    11.0    57.0    10.0    1.0    -1.0    1.0    123.693    123.693    123.922    124.254    127.425    127.425    128.207  
 2.0    14.0    50.0    11.0    57.0    10.0    -1.0    1.0    1.0    123.693    123.693    129.06    129.527    132.563    132.563    133.361  
 1.0    14.0    28.0    68.0    33.0    70.0    1.0    -1.0    1.0    139.463    139.463    139.934    140.415    143.419    143.42    144.685  
 2.0    14.0    28.0    68.0    33.0    70.0    1.0    -1.0    1.0    139.463    139.463    145.755    146.222    149.257    149.257    150.191  
 1.0    14.0    70.0    30.0    79.0    20.0    1.0    -1.0    1.0    155.035    155.035    155.495    155.826    158.998    158.998    159.762  
 2.0    14.0    70.0    30.0    79.0    20.0    -1.0    -1.0    0.0    155.035    155.035    160.865    161.197    164.369    164.369    165.303  
 1.0    14.0    36.0    19.0    33.0    26.0    -1.0    -1.0    0.0    170.283    170.283    170.604    171.071    174.09    174.09    175.007  
 2.0    14.0    36.0    19.0    33.0    26.0    1.0    -1.0    1.0    170.283    170.283    177.542    178.026    181.045    181.045    181.948  
