 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    12.0    0.0    2.0    1.0    309.0    296.6    4.0    57.0    28.8    1.0    205.0    3.0    146.0    2.0    205.0    3.0    309.0    57.0    146.0    2.0    296.6    28.8    59.0  
 1.0    7.0    5.0    1.0    1.0    1.0    25.0    43.7    1.0    224.0    246.2    3.0    319.0    4.0    126.0    2.0    25.0    1.0    224.0    319.0    43.7    1.0    246.2    126.0    18.7  
 3.0    7.0    12.0    0.0    2.0    0.0    62.0    42.8    1.0    244.0    218.3    3.0    111.0    2.0    320.0    4.0    111.0    2.0    62.0    244.0    320.0    4.0    42.8    218.3    151.0  
 3.0    7.0    5.0    0.0    1.0    0.0    44.0    63.4    1.0    298.0    323.9    4.0    211.0    3.0    124.0    2.0    211.0    3.0    44.0    298.0    124.0    2.0    63.4    323.9    87.0  
 3.0    7.0    12.0    0.0    2.0    0.0    306.0    319.2    4.0    211.0    234.4    3.0    157.0    2.0    44.0    1.0    157.0    2.0    306.0    211.0    44.0    1.0    319.2    234.4    113.0  
 3.0    7.0    5.0    0.0    1.0    0.0    140.0    157.1    2.0    222.0    249.7    3.0    308.0    4.0    60.0    1.0    308.0    4.0    140.0    222.0    60.0    1.0    157.1    249.7    112.0  
 1.0    7.0    5.0    1.0    1.0    0.0    299.0    312.3    4.0    27.0    47.9    1.0    205.0    3.0    129.0    2.0    299.0    4.0    27.0    205.0    312.3    4.0    47.9    129.0    13.3  
 1.0    7.0    5.0    -1.0    1.0    1.0    247.0    228.4    3.0    148.0    118.1    2.0    51.0    1.0    300.0    4.0    247.0    3.0    148.0    51.0    228.4    3.0    118.1    300.0    18.6  
 1.0    7.0    12.0    -1.0    2.0    1.0    67.0    51.2    1.0    244.0    217.8    3.0    324.0    4.0    135.0    2.0    67.0    1.0    244.0    324.0    51.2    1.0    217.8    135.0    15.8  
 3.0    7.0    12.0    0.0    2.0    0.0    216.0    233.1    3.0    129.0    157.7    2.0    292.0    4.0    51.0    1.0    292.0    4.0    216.0    129.0    51.0    1.0    233.1    157.7    119.0  
 3.0    7.0    12.0    0.0    2.0    1.0    144.0    128.6    2.0    59.0    34.2    1.0    316.0    4.0    247.0    3.0    316.0    4.0    144.0    59.0    247.0    3.0    128.6    34.2    69.0  
 1.0    7.0    12.0    1.0    2.0    1.0    213.0    229.6    3.0    126.0    150.8    2.0    294.0    4.0    66.0    1.0    213.0    3.0    126.0    294.0    229.6    3.0    150.8    66.0    16.6  
 1.0    7.0    5.0    -1.0    1.0    0.0    245.0    232.7    3.0    323.0    299.4    4.0    31.0    1.0    123.0    2.0    245.0    3.0    323.0    31.0    232.7    3.0    299.4    123.0    12.3  
 3.0    7.0    12.0    0.0    2.0    1.0    121.0    138.5    2.0    31.0    56.8    1.0    316.0    4.0    208.0    3.0    316.0    4.0    121.0    31.0    208.0    3.0    138.5    56.8    108.0  
 1.0    7.0    5.0    1.0    1.0    1.0    212.0    223.0    3.0    110.0    131.7    2.0    334.0    4.0    20.0    1.0    212.0    3.0    110.0    334.0    223.0    3.0    131.7    20.0    11.0  
 3.0    7.0    5.0    0.0    1.0    1.0    46.0    57.3    1.0    215.0    241.4    3.0    119.0    2.0    330.0    4.0    119.0    2.0    46.0    215.0    330.0    4.0    57.3    241.4    149.0  
 3.0    7.0    12.0    0.0    2.0    0.0    59.0    47.9    1.0    150.0    127.7    2.0    203.0    3.0    315.0    4.0    203.0    3.0    59.0    150.0    315.0    4.0    47.9    127.7    112.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    317.0    302.4    4.0    147.0    120.5    2.0    208.0    3.0    45.0    1.0    317.0    4.0    147.0    208.0    302.4    4.0    120.5    45.0    14.6  
 3.0    7.0    5.0    0.0    1.0    1.0    118.0    131.2    2.0    223.0    247.4    3.0    55.0    1.0    305.0    4.0    55.0    1.0    118.0    223.0    305.0    4.0    131.2    247.4    110.0  
 3.0    7.0    12.0    0.0    2.0    1.0    132.0    151.1    2.0    202.0    222.3    3.0    42.0    1.0    329.0    4.0    42.0    1.0    132.0    202.0    329.0    4.0    151.1    222.3    73.0  
 3.0    7.0    5.0    0.0    1.0    0.0    113.0    132.6    2.0    41.0    68.4    1.0    301.0    4.0    211.0    3.0    301.0    4.0    113.0    41.0    211.0    3.0    132.6    68.4    90.0  
 1.0    7.0    5.0    1.0    1.0    1.0    40.0    51.6    1.0    201.0    230.1    3.0    146.0    2.0    309.0    4.0    40.0    1.0    201.0    146.0    51.6    1.0    230.1    309.0    11.6  
 1.0    7.0    12.0    1.0    2.0    0.0    228.0    245.0    3.0    132.0    153.2    2.0    61.0    1.0    290.0    4.0    228.0    3.0    132.0    61.0    245.0    3.0    153.2    290.0    17.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    143.0    130.4    2.0    69.0    39.4    1.0    315.0    4.0    240.0    3.0    143.0    2.0    69.0    315.0    130.4    2.0    39.4    240.0    12.6  
 3.0    7.0    12.0    0.0    2.0    1.0    144.0    159.6    2.0    214.0    236.3    3.0    325.0    4.0    63.0    1.0    325.0    4.0    144.0    214.0    63.0    1.0    159.6    236.3    98.0  
 1.0    7.0    12.0    1.0    2.0    0.0    134.0    146.1    2.0    205.0    228.3    3.0    65.0    1.0    294.0    4.0    134.0    2.0    205.0    65.0    146.1    2.0    228.3    294.0    12.1  
 1.0    7.0    12.0    -1.0    2.0    0.0    232.0    215.9    3.0    66.0    46.0    1.0    132.0    2.0    303.0    4.0    232.0    3.0    66.0    132.0    215.9    3.0    46.0    303.0    16.1  
 3.0    7.0    12.0    0.0    2.0    1.0    62.0    46.7    1.0    315.0    292.5    4.0    114.0    2.0    225.0    3.0    114.0    2.0    62.0    315.0    225.0    3.0    46.7    292.5    111.0  
 3.0    7.0    5.0    0.0    1.0    1.0    119.0    136.4    2.0    36.0    60.8    1.0    326.0    4.0    216.0    3.0    326.0    4.0    119.0    36.0    216.0    3.0    136.4    60.8    110.0  
 3.0    7.0    12.0    0.0    2.0    0.0    145.0    134.5    2.0    47.0    26.5    1.0    222.0    3.0    316.0    4.0    222.0    3.0    145.0    47.0    316.0    4.0    134.5    26.5    94.0  
 1.0    7.0    12.0    1.0    2.0    0.0    116.0    130.8    2.0    213.0    239.2    3.0    38.0    1.0    329.0    4.0    116.0    2.0    213.0    38.0    130.8    2.0    239.2    329.0    14.8  
 3.0    7.0    12.0    0.0    2.0    1.0    132.0    117.2    2.0    51.0    21.5    1.0    298.0    4.0    229.0    3.0    298.0    4.0    132.0    51.0    229.0    3.0    117.2    21.5    69.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    214.0    202.2    3.0    333.0    313.0    4.0    65.0    1.0    139.0    2.0    214.0    3.0    333.0    65.0    202.2    3.0    313.0    139.0    11.8  
 3.0    7.0    5.0    0.0    1.0    1.0    30.0    41.5    1.0    118.0    141.9    2.0    233.0    3.0    317.0    4.0    233.0    3.0    30.0    118.0    317.0    4.0    41.5    141.9    84.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    333.0    315.4    4.0    226.0    200.8    3.0    51.0    1.0    128.0    2.0    333.0    4.0    226.0    51.0    315.4    4.0    200.8    128.0    17.6  
 1.0    7.0    12.0    1.0    2.0    0.0    327.0    337.2    4.0    114.0    137.2    2.0    240.0    3.0    57.0    1.0    327.0    4.0    114.0    240.0    337.2    4.0    137.2    57.0    10.2  
 3.0    7.0    12.0    0.0    2.0    1.0    221.0    201.1    3.0    323.0    294.7    4.0    25.0    1.0    125.0    2.0    25.0    1.0    221.0    323.0    125.0    2.0    201.1    294.7    100.0  
 3.0    7.0    12.0    0.0    2.0    0.0    23.0    38.5    1.0    203.0    223.5    3.0    313.0    4.0    119.0    2.0    313.0    4.0    23.0    203.0    119.0    2.0    38.5    223.5    166.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    56.0    42.4    1.0    232.0    203.4    3.0    143.0    2.0    323.0    4.0    56.0    1.0    232.0    143.0    42.4    1.0    203.4    323.0    13.6  
 3.0    7.0    5.0    0.0    1.0    1.0    49.0    29.2    1.0    148.0    125.8    2.0    230.0    3.0    330.0    4.0    230.0    3.0    49.0    148.0    330.0    4.0    29.2    125.8    100.0  
 1.0    7.0    5.0    1.0    1.0    1.0    117.0    130.7    2.0    304.0    324.1    4.0    35.0    1.0    233.0    3.0    117.0    2.0    304.0    35.0    130.7    2.0    324.1    233.0    13.7  
 3.0    7.0    12.0    0.0    2.0    0.0    230.0    245.3    3.0    297.0    323.6    4.0    145.0    2.0    32.0    1.0    145.0    2.0    230.0    297.0    32.0    1.0    245.3    323.6    113.0  
 1.0    7.0    12.0    1.0    2.0    1.0    36.0    51.5    1.0    215.0    242.2    3.0    303.0    4.0    129.0    2.0    36.0    1.0    215.0    303.0    51.5    1.0    242.2    129.0    15.5  
 3.0    7.0    12.0    0.0    2.0    0.0    68.0    52.2    1.0    139.0    112.6    2.0    244.0    3.0    320.0    4.0    244.0    3.0    68.0    139.0    320.0    4.0    52.2    112.6    76.0  
 1.0    7.0    5.0    1.0    1.0    0.0    213.0    226.4    3.0    296.0    317.7    4.0    27.0    1.0    158.0    2.0    213.0    3.0    296.0    27.0    226.4    3.0    317.7    158.0    13.4  
 1.0    7.0    12.0    -1.0    2.0    0.0    240.0    224.7    3.0    150.0    125.8    2.0    320.0    4.0    37.0    1.0    240.0    3.0    150.0    320.0    224.7    3.0    125.8    37.0    15.3  
 1.0    7.0    5.0    -1.0    1.0    0.0    225.0    206.0    3.0    318.0    294.6    4.0    37.0    1.0    150.0    2.0    225.0    3.0    318.0    37.0    206.0    3.0    294.6    150.0    19.0  
 3.0    7.0    12.0    0.0    2.0    1.0    119.0    134.6    2.0    315.0    339.8    4.0    234.0    3.0    20.0    1.0    234.0    3.0    119.0    315.0    20.0    1.0    134.6    339.8    146.0  
 3.0    7.0    12.0    0.0    2.0    0.0    120.0    138.7    2.0    40.0    69.8    1.0    299.0    4.0    234.0    3.0    299.0    4.0    120.0    40.0    234.0    3.0    138.7    69.8    65.0  
 1.0    7.0    12.0    1.0    2.0    1.0    320.0    337.7    4.0    129.0    158.0    2.0    201.0    3.0    27.0    1.0    320.0    4.0    129.0    201.0    337.7    4.0    158.0    27.0    17.7  
 3.0    7.0    5.0    0.0    1.0    1.0    306.0    325.4    4.0    212.0    235.4    3.0    23.0    1.0    137.0    2.0    23.0    1.0    306.0    212.0    137.0    2.0    325.4    235.4    114.0  
 3.0    7.0    12.0    0.0    2.0    0.0    339.0    319.2    4.0    56.0    29.0    1.0    201.0    3.0    156.0    2.0    201.0    3.0    339.0    56.0    156.0    2.0    319.2    29.0    45.0  
 1.0    7.0    5.0    1.0    1.0    1.0    205.0    221.6    3.0    310.0    338.8    4.0    56.0    1.0    116.0    2.0    205.0    3.0    310.0    56.0    221.6    3.0    338.8    116.0    16.6  
 3.0    7.0    5.0    0.0    1.0    0.0    48.0    35.4    1.0    230.0    201.9    3.0    121.0    2.0    323.0    4.0    121.0    2.0    48.0    230.0    323.0    4.0    35.4    201.9    158.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    65.0    54.5    1.0    246.0    225.6    3.0    123.0    2.0    314.0    4.0    65.0    1.0    246.0    123.0    54.5    1.0    225.6    314.0    10.5  
 1.0    7.0    5.0    -1.0    1.0    0.0    326.0    307.3    4.0    46.0    20.1    1.0    127.0    2.0    226.0    3.0    326.0    4.0    46.0    127.0    307.3    4.0    20.1    226.0    18.7  
 3.0    7.0    12.0    0.0    2.0    0.0    295.0    312.5    4.0    218.0    246.0    3.0    40.0    1.0    151.0    2.0    40.0    1.0    295.0    218.0    151.0    2.0    312.5    246.0    111.0  
 3.0    7.0    12.0    0.0    2.0    0.0    323.0    309.9    4.0    61.0    32.1    1.0    225.0    3.0    116.0    2.0    225.0    3.0    323.0    61.0    116.0    2.0    309.9    32.1    109.0  
 3.0    7.0    12.0    0.0    2.0    0.0    43.0    53.9    1.0    305.0    327.7    4.0    154.0    2.0    222.0    3.0    154.0    2.0    43.0    305.0    222.0    3.0    53.9    327.7    68.0  
 3.0    7.0    12.0    0.0    2.0    0.0    21.0    36.1    1.0    216.0    243.9    3.0    320.0    4.0    111.0    2.0    320.0    4.0    21.0    216.0    111.0    2.0    36.1    243.9    151.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    148.0    130.8    2.0    324.0    300.6    4.0    24.0    1.0    241.0    3.0    148.0    2.0    324.0    24.0    130.8    2.0    300.6    241.0    17.2  
 1.0    7.0    12.0    -1.0    2.0    0.0    68.0    54.9    1.0    150.0    124.5    2.0    312.0    4.0    214.0    3.0    68.0    1.0    150.0    312.0    54.9    1.0    124.5    214.0    13.1  
 3.0    7.0    5.0    0.0    1.0    0.0    51.0    33.8    1.0    331.0    304.8    4.0    249.0    3.0    158.0    2.0    249.0    3.0    51.0    331.0    158.0    2.0    33.8    304.8    91.0  
 1.0    7.0    12.0    1.0    2.0    0.0    113.0    123.7    2.0    213.0    241.2    3.0    304.0    4.0    41.0    1.0    113.0    2.0    213.0    304.0    123.7    2.0    241.2    41.0    10.7  
 3.0    7.0    5.0    0.0    1.0    0.0    314.0    325.9    4.0    114.0    142.7    2.0    32.0    1.0    236.0    3.0    32.0    1.0    314.0    114.0    236.0    3.0    325.9    142.7    156.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    303.0    291.6    4.0    50.0    29.0    1.0    117.0    2.0    225.0    3.0    303.0    4.0    50.0    117.0    291.6    4.0    29.0    225.0    11.4  
 3.0    7.0    5.0    0.0    1.0    1.0    121.0    110.9    2.0    339.0    315.4    4.0    222.0    3.0    62.0    1.0    222.0    3.0    121.0    339.0    62.0    1.0    110.9    315.4    160.0  
 1.0    7.0    12.0    1.0    2.0    1.0    205.0    215.3    3.0    22.0    42.1    1.0    331.0    4.0    147.0    2.0    205.0    3.0    22.0    331.0    215.3    3.0    42.1    147.0    10.3  
 3.0    7.0    12.0    0.0    2.0    0.0    39.0    28.0    1.0    332.0    306.2    4.0    144.0    2.0    249.0    3.0    144.0    2.0    39.0    332.0    249.0    3.0    28.0    306.2    105.0  
 1.0    7.0    12.0    1.0    2.0    1.0    232.0    244.1    3.0    299.0    327.4    4.0    125.0    2.0    43.0    1.0    232.0    3.0    299.0    125.0    244.1    3.0    327.4    43.0    12.1  
 3.0    7.0    5.0    0.0    1.0    1.0    60.0    48.0    1.0    328.0    300.5    4.0    135.0    2.0    230.0    3.0    135.0    2.0    60.0    328.0    230.0    3.0    48.0    300.5    95.0  
 1.0    7.0    12.0    1.0    2.0    0.0    307.0    320.4    4.0    47.0    68.4    1.0    213.0    3.0    110.0    2.0    307.0    4.0    47.0    213.0    320.4    4.0    68.4    110.0    13.4  
 3.0    7.0    5.0    0.0    1.0    1.0    154.0    135.8    2.0    50.0    27.6    1.0    240.0    3.0    312.0    4.0    240.0    3.0    154.0    50.0    312.0    4.0    135.8    27.6    72.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    231.0    214.6    3.0    46.0    22.6    1.0    111.0    2.0    316.0    4.0    231.0    3.0    46.0    111.0    214.6    3.0    22.6    316.0    16.4  
 3.0    7.0    12.0    0.0    2.0    1.0    203.0    215.6    3.0    21.0    49.1    1.0    155.0    2.0    308.0    4.0    155.0    2.0    203.0    21.0    308.0    4.0    215.6    49.1    153.0  
 3.0    7.0    5.0    0.0    1.0    1.0    130.0    119.3    2.0    325.0    296.6    4.0    243.0    3.0    22.0    1.0    243.0    3.0    130.0    325.0    22.0    1.0    119.3    296.6    139.0  
 3.0    7.0    12.0    0.0    2.0    0.0    249.0    234.1    3.0    322.0    296.3    4.0    120.0    2.0    63.0    1.0    120.0    2.0    249.0    322.0    63.0    1.0    234.1    296.3    57.0  
 3.0    7.0    5.0    0.0    1.0    1.0    54.0    36.2    1.0    247.0    223.0    3.0    293.0    4.0    129.0    2.0    293.0    4.0    54.0    247.0    129.0    2.0    36.2    223.0    164.0  
 1.0    7.0    5.0    1.0    1.0    1.0    221.0    238.8    3.0    311.0    332.7    4.0    28.0    1.0    158.0    2.0    221.0    3.0    311.0    28.0    238.8    3.0    332.7    158.0    17.8  
 3.0    7.0    5.0    0.0    1.0    0.0    25.0    35.1    1.0    116.0    144.6    2.0    237.0    3.0    328.0    4.0    237.0    3.0    25.0    116.0    328.0    4.0    35.1    144.6    91.0  
 1.0    7.0    5.0    1.0    1.0    0.0    211.0    223.1    3.0    304.0    331.7    4.0    61.0    1.0    140.0    2.0    211.0    3.0    304.0    61.0    223.1    3.0    331.7    140.0    12.1  
 3.0    7.0    5.0    0.0    1.0    1.0    321.0    332.0    4.0    28.0    56.2    1.0    151.0    2.0    226.0    3.0    151.0    2.0    321.0    28.0    226.0    3.0    332.0    56.2    75.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    53.0    35.8    1.0    147.0    126.8    2.0    313.0    4.0    206.0    3.0    53.0    1.0    147.0    313.0    35.8    1.0    126.8    206.0    17.2  
 3.0    7.0    12.0    0.0    2.0    1.0    310.0    294.6    4.0    68.0    39.5    1.0    136.0    2.0    248.0    3.0    136.0    2.0    310.0    68.0    248.0    3.0    294.6    39.5    112.0  
 1.0    7.0    5.0    1.0    1.0    0.0    25.0    37.5    1.0    316.0    337.6    4.0    133.0    2.0    233.0    3.0    25.0    1.0    316.0    133.0    37.5    1.0    337.6    233.0    12.5  
 1.0    7.0    12.0    1.0    2.0    1.0    35.0    46.8    1.0    294.0    315.5    4.0    229.0    3.0    144.0    2.0    35.0    1.0    294.0    229.0    46.8    1.0    315.5    144.0    11.8  
 1.0    7.0    5.0    1.0    1.0    1.0    218.0    234.5    3.0    22.0    45.7    1.0    125.0    2.0    324.0    4.0    218.0    3.0    22.0    125.0    234.5    3.0    45.7    324.0    16.5  
 3.0    7.0    5.0    0.0    1.0    1.0    216.0    202.7    3.0    325.0    304.4    4.0    111.0    2.0    40.0    1.0    111.0    2.0    216.0    325.0    40.0    1.0    202.7    304.4    71.0  
 1.0    7.0    5.0    1.0    1.0    1.0    300.0    311.2    4.0    220.0    244.8    3.0    136.0    2.0    49.0    1.0    300.0    4.0    220.0    136.0    311.2    4.0    244.8    49.0    11.2  
 3.0    7.0    5.0    0.0    1.0    1.0    145.0    131.2    2.0    229.0    208.6    3.0    58.0    1.0    298.0    4.0    58.0    1.0    145.0    229.0    298.0    4.0    131.2    208.6    120.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    158.0    143.5    2.0    67.0    41.4    1.0    299.0    4.0    219.0    3.0    158.0    2.0    67.0    299.0    143.5    2.0    41.4    219.0    14.5  
 1.0    7.0    12.0    1.0    2.0    1.0    312.0    327.6    4.0    35.0    56.7    1.0    208.0    3.0    149.0    2.0    312.0    4.0    35.0    208.0    327.6    4.0    56.7    149.0    15.6  
 1.0    7.0    5.0    1.0    1.0    1.0    304.0    323.1    4.0    38.0    58.4    1.0    112.0    2.0    242.0    3.0    304.0    4.0    38.0    112.0    323.1    4.0    58.4    242.0    19.1  
 3.0    7.0    12.0    0.0    2.0    0.0    122.0    137.4    2.0    39.0    59.8    1.0    317.0    4.0    249.0    3.0    317.0    4.0    122.0    39.0    249.0    3.0    137.4    59.8    68.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    212.0    201.3    3.0    58.0    36.4    1.0    132.0    2.0    322.0    4.0    212.0    3.0    58.0    132.0    201.3    3.0    36.4    322.0    10.7  
 3.0    7.0    5.0    0.0    1.0    1.0    125.0    144.4    2.0    206.0    234.6    3.0    61.0    1.0    338.0    4.0    61.0    1.0    125.0    206.0    338.0    4.0    144.4    234.6    83.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    322.0    305.8    4.0    143.0    122.3    2.0    51.0    1.0    229.0    3.0    322.0    4.0    143.0    51.0    305.8    4.0    122.3    229.0    16.2  
 1.0    7.0    12.0    1.0    2.0    0.0    307.0    318.4    4.0    209.0    237.1    3.0    55.0    1.0    136.0    2.0    307.0    4.0    209.0    55.0    318.4    4.0    237.1    136.0    11.4  
 3.0    7.0    5.0    0.0    1.0    1.0    132.0    118.6    2.0    320.0    299.1    4.0    33.0    1.0    232.0    3.0    33.0    1.0    132.0    320.0    232.0    3.0    118.6    299.1    161.0  
 1.0    7.0    12.0    1.0    2.0    1.0    316.0    330.3    4.0    49.0    69.6    1.0    213.0    3.0    132.0    2.0    316.0    4.0    49.0    213.0    330.3    4.0    69.6    132.0    14.3  
 1.0    7.0    5.0    -1.0    1.0    0.0    46.0    30.1    1.0    239.0    214.4    3.0    333.0    4.0    121.0    2.0    46.0    1.0    239.0    333.0    30.1    1.0    214.4    121.0    15.9  
 3.0    7.0    12.0    0.0    2.0    0.0    317.0    329.3    4.0    126.0    150.8    2.0    64.0    1.0    212.0    3.0    64.0    1.0    317.0    126.0    212.0    3.0    329.3    150.8    148.0  
 1.0    7.0    5.0    1.0    1.0    0.0    303.0    314.1    4.0    118.0    147.5    2.0    201.0    3.0    28.0    1.0    303.0    4.0    118.0    201.0    314.1    4.0    147.5    28.0    11.1  
 1.0    7.0    12.0    -1.0    2.0    0.0    67.0    54.5    1.0    149.0    127.0    2.0    305.0    4.0    232.0    3.0    67.0    1.0    149.0    305.0    54.5    1.0    127.0    232.0    12.5  
 1.0    7.0    12.0    1.0    2.0    1.0    132.0    151.5    2.0    32.0    59.5    1.0    240.0    3.0    290.0    4.0    132.0    2.0    32.0    240.0    151.5    2.0    59.5    290.0    19.5  
 1.0    7.0    5.0    -1.0    1.0    0.0    142.0    125.8    2.0    230.0    208.9    3.0    330.0    4.0    56.0    1.0    142.0    2.0    230.0    330.0    125.8    2.0    208.9    56.0    16.2  
 3.0    7.0    5.0    0.0    1.0    1.0    247.0    229.2    3.0    57.0    29.2    1.0    334.0    4.0    134.0    2.0    334.0    4.0    247.0    57.0    134.0    2.0    229.2    29.2    160.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    328.0    316.1    4.0    236.0    208.4    3.0    140.0    2.0    37.0    1.0    328.0    4.0    236.0    140.0    316.1    4.0    208.4    37.0    11.9  
 3.0    7.0    5.0    0.0    1.0    1.0    37.0    20.5    1.0    149.0    127.7    2.0    221.0    3.0    299.0    4.0    221.0    3.0    37.0    149.0    299.0    4.0    20.5    127.7    78.0  
 3.0    7.0    5.0    0.0    1.0    1.0    337.0    321.7    4.0    140.0    112.7    2.0    209.0    3.0    45.0    1.0    209.0    3.0    337.0    140.0    45.0    1.0    321.7    112.7    164.0  
 1.0    7.0    12.0    1.0    2.0    1.0    311.0    325.0    4.0    133.0    155.9    2.0    48.0    1.0    243.0    3.0    311.0    4.0    133.0    48.0    325.0    4.0    155.9    243.0    14.0  
 3.0    7.0    12.0    0.0    2.0    0.0    35.0    21.7    1.0    231.0    203.0    3.0    334.0    4.0    131.0    2.0    334.0    4.0    35.0    231.0    131.0    2.0    21.7    203.0    157.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    326.0    307.0    4.0    233.0    204.5    3.0    50.0    1.0    136.0    2.0    326.0    4.0    233.0    50.0    307.0    4.0    204.5    136.0    19.0  
 3.0    7.0    5.0    0.0    1.0    0.0    38.0    55.1    1.0    290.0    312.5    4.0    149.0    2.0    248.0    3.0    149.0    2.0    38.0    290.0    248.0    3.0    55.1    312.5    99.0  
 1.0    7.0    12.0    1.0    2.0    0.0    56.0    66.5    1.0    131.0    154.3    2.0    319.0    4.0    215.0    3.0    56.0    1.0    131.0    319.0    66.5    1.0    154.3    215.0    10.5  
 3.0    7.0    12.0    0.0    2.0    0.0    120.0    135.0    2.0    33.0    59.4    1.0    209.0    3.0    293.0    4.0    209.0    3.0    120.0    33.0    293.0    4.0    135.0    59.4    84.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    46.0    33.3    1.0    327.0    301.3    4.0    124.0    2.0    224.0    3.0    46.0    1.0    327.0    124.0    33.3    1.0    301.3    224.0    12.7  
 1.0    7.0    12.0    -1.0    2.0    0.0    243.0    232.9    3.0    68.0    47.2    1.0    321.0    4.0    125.0    2.0    243.0    3.0    68.0    321.0    232.9    3.0    47.2    125.0    10.1  
 1.0    7.0    5.0    -1.0    1.0    0.0    125.0    110.7    2.0    317.0    293.4    4.0    63.0    1.0    242.0    3.0    125.0    2.0    317.0    63.0    110.7    2.0    293.4    242.0    14.3  
 3.0    7.0    12.0    0.0    2.0    1.0    221.0    209.2    3.0    66.0    36.1    1.0    135.0    2.0    322.0    4.0    135.0    2.0    221.0    66.0    322.0    4.0    209.2    36.1    173.0  
 3.0    7.0    12.0    0.0    2.0    0.0    238.0    248.5    3.0    127.0    156.7    2.0    316.0    4.0    24.0    1.0    316.0    4.0    238.0    127.0    24.0    1.0    248.5    156.7    68.0  
 3.0    7.0    5.0    0.0    1.0    1.0    124.0    142.4    2.0    301.0    327.7    4.0    243.0    3.0    40.0    1.0    243.0    3.0    124.0    301.0    40.0    1.0    142.4    327.7    157.0  
 1.0    7.0    5.0    1.0    1.0    1.0    31.0    46.9    1.0    133.0    156.0    2.0    294.0    4.0    248.0    3.0    31.0    1.0    133.0    294.0    46.9    1.0    156.0    248.0    15.9  
 1.0    7.0    12.0    -1.0    2.0    1.0    323.0    304.8    4.0    64.0    40.3    1.0    123.0    2.0    216.0    3.0    323.0    4.0    64.0    123.0    304.8    4.0    40.3    216.0    18.2  
 1.0    7.0    5.0    -1.0    1.0    0.0    249.0    231.9    3.0    334.0    305.0    4.0    132.0    2.0    32.0    1.0    249.0    3.0    334.0    132.0    231.9    3.0    305.0    32.0    17.1  
 3.0    7.0    12.0    0.0    2.0    0.0    330.0    313.1    4.0    241.0    215.2    3.0    36.0    1.0    133.0    2.0    36.0    1.0    330.0    241.0    133.0    2.0    313.1    215.2    97.0  
 3.0    7.0    12.0    0.0    2.0    1.0    44.0    33.3    1.0    244.0    221.1    3.0    319.0    4.0    127.0    2.0    319.0    4.0    44.0    244.0    127.0    2.0    33.3    221.1    168.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    158.0    142.4    2.0    316.0    294.3    4.0    62.0    1.0    201.0    3.0    158.0    2.0    316.0    62.0    142.4    2.0    294.3    201.0    15.6  
 3.0    7.0    12.0    0.0    2.0    1.0    44.0    63.3    1.0    126.0    154.5    2.0    327.0    4.0    238.0    3.0    327.0    4.0    44.0    126.0    238.0    3.0    63.3    154.5    89.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    138.0    125.0    2.0    234.0    204.4    3.0    60.0    1.0    316.0    4.0    138.0    2.0    234.0    60.0    125.0    2.0    204.4    316.0    13.0  
 3.0    7.0    5.0    0.0    1.0    0.0    153.0    137.1    2.0    325.0    296.0    4.0    31.0    1.0    248.0    3.0    31.0    1.0    153.0    325.0    248.0    3.0    137.1    296.0    143.0  
 1.0    7.0    5.0    1.0    1.0    1.0    36.0    46.2    1.0    223.0    244.5    3.0    151.0    2.0    334.0    4.0    36.0    1.0    223.0    151.0    46.2    1.0    244.5    334.0    10.2  
 3.0    7.0    12.0    0.0    2.0    1.0    142.0    155.7    2.0    302.0    323.9    4.0    202.0    3.0    54.0    1.0    202.0    3.0    142.0    302.0    54.0    1.0    155.7    323.9    148.0  
 1.0    7.0    5.0    1.0    1.0    0.0    316.0    333.7    4.0    130.0    157.3    2.0    54.0    1.0    240.0    3.0    316.0    4.0    130.0    54.0    333.7    4.0    157.3    240.0    17.7  
 1.0    7.0    12.0    -1.0    2.0    1.0    249.0    229.2    3.0    153.0    126.6    2.0    57.0    1.0    310.0    4.0    249.0    3.0    153.0    57.0    229.2    3.0    126.6    310.0    19.8  
