 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16    43.16  
 1.0    14.0    160.0    135.0    151.0    126.0    1.0    -1.0    1.0    45.595    45.595    45.817    46.283    49.318    49.318    50.534  
 2.0    14.0    160.0    135.0    151.0    126.0    1.0    -1.0    1.0    45.595    45.595    52.653    53.135    56.154    56.154    57.055  
 1.0    14.0    12.0    69.0    10.0    76.0    -1.0    -1.0    0.0    60.728    60.728    61.058    61.525    64.56    64.56    65.63  
 2.0    14.0    12.0    69.0    10.0    76.0    1.0    -1.0    1.0    60.728    60.728    66.829    67.313    70.331    70.331    71.234  
 1.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    76.771    76.771    77.005    77.336    80.508    80.508    81.441  
 2.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    76.771    76.771    82.377    82.843    85.878    85.878    86.812  
 1.0    14.0    240.0    191.0    239.0    190.0    1.0    1.0    0.0    92.546    92.546    92.798    93.281    96.3    96.3    97.751  
 2.0    14.0    240.0    191.0    239.0    190.0    1.0    -1.0    1.0    92.546    92.546    99.353    99.836    102.855    102.855    104.442  
 1.0    14.0    344.0    327.0    340.0    331.0    -1.0    1.0    1.0    107.928    107.928    108.395    108.726    111.898    111.898    113.066  
 2.0    14.0    344.0    327.0    340.0    331.0    1.0    -1.0    1.0    107.928    107.928    113.548    114.03    117.034    117.034    118.066  
 1.0    14.0    135.0    164.0    125.0    174.0    1.0    -1.0    1.0    123.572    123.572    124.04    124.371    127.542    127.542    128.274  
 2.0    14.0    135.0    164.0    125.0    174.0    -1.0    1.0    1.0    123.572    123.572    130.344    130.811    133.847    133.847    135.014  
 1.0    14.0    216.0    216.0    218.0    209.0    -1.0    -1.0    0.0    139.226    139.226    139.683    140.168    143.186    143.186    144.588  
 2.0    14.0    216.0    216.0    218.0    209.0    1.0    -1.0    1.0    139.226    139.226    145.552    146.036    149.055    149.055    150.191  
 1.0    14.0    64.0    75.0    63.0    78.0    -1.0    -1.0    0.0    154.39    154.39    154.628    155.109    158.131    158.131    159.079  
 2.0    14.0    64.0    75.0    63.0    78.0    1.0    -1.0    1.0    154.39    154.39    160.28    160.764    163.782    163.782    164.5  
 1.0    14.0    154.0    134.0    162.0    127.0    -1.0    1.0    1.0    170.462    170.462    170.69    171.021    174.192    174.192    175.128  
 2.0    14.0    154.0    134.0    162.0    127.0    1.0    -1.0    1.0    170.462    170.462    175.844    176.325    179.33    179.33    180.03  
 1.0    14.0    62.0    43.0    61.0    49.0    -1.0    -1.0    0.0    186.33    186.33    186.802    187.283    190.288    190.288    191.222  
 2.0    14.0    62.0    43.0    61.0    49.0    1.0    -1.0    1.0    186.33    186.33    192.622    192.954    196.125    196.125    197.059  
 1.0    14.0    79.0    31.0    76.0    40.0    -1.0    -1.0    0.0    201.471    201.471    201.695    202.027    205.199    205.199    205.899  
 2.0    14.0    79.0    31.0    76.0    40.0    1.0    -1.0    1.0    201.471    201.471    208.0    208.332    211.503    211.503    212.904  
 1.0    14.0    42.0    52.0    39.0    53.0    -1.0    -1.0    0.0    216.586    216.586    216.854    217.338    220.356    220.356    221.476  
 2.0    14.0    42.0    52.0    39.0    53.0    1.0    -1.0    1.0    216.586    216.586    223.392    223.876    226.895    226.895    227.829  
 1.0    14.0    287.0    333.0    280.0    331.0    -1.0    1.0    1.0    231.956    231.956    232.249    232.732    235.752    235.752    236.935  
 2.0    14.0    287.0    333.0    280.0    331.0    -1.0    -1.0    0.0    231.956    231.956    238.489    238.957    241.992    241.992    242.926  
 1.0    14.0    340.0    289.0    337.0    295.0    -1.0    1.0    1.0    247.704    247.704    248.18    248.661    251.683    251.683    253.3  
 2.0    14.0    340.0    289.0    337.0    295.0    1.0    -1.0    1.0    247.704    247.704    254.934    255.265    258.437    258.437    259.371  
 1.0    14.0    124.0    123.0    118.0    126.0    1.0    -1.0    1.0    263.409    263.409    263.672    264.155    267.175    267.175    268.859  
 2.0    14.0    124.0    123.0    118.0    126.0    -1.0    -1.0    0.0    263.409    263.409    269.342    269.809    272.846    272.846    274.179  
 1.0    14.0    210.0    227.0    202.0    219.0    1.0    -1.0    1.0    278.561    278.561    278.786    279.118    282.288    282.288    283.456  
 2.0    14.0    210.0    227.0    202.0    219.0    1.0    0.0    999.0    278.561    278.561    285.556    285.888    289.059    289.059    0.0  
 1.0    14.0    57.0    21.0    62.0    24.0    1.0    -1.0    1.0    293.865    293.865    294.331    294.662    297.833    297.833    298.848  
 2.0    14.0    57.0    21.0    62.0    24.0    1.0    -1.0    1.0    293.865    293.865    301.336    301.666    304.702    304.702    305.773  
 1.0    14.0    335.0    319.0    332.0    324.0    -1.0    1.0    1.0    309.634    309.634    310.108    310.589    313.613    313.613    314.63  
 2.0    14.0    335.0    319.0    332.0    324.0    1.0    -1.0    1.0    309.634    309.634    316.413    316.896    319.92    319.92    320.604  
 1.0    14.0    77.0    49.0    71.0    40.0    -1.0    0.0    999.0    325.437    325.437    325.91    326.234    329.414    329.415    0.0  
 2.0    14.0    77.0    49.0    71.0    40.0    -1.0    1.0    1.0    325.437    325.437    331.279    331.62    334.801    334.801    335.734  
 1.0    14.0    239.0    218.0    238.0    224.0    1.0    0.0    999.0    340.995    340.995    341.472    341.796    344.979    344.979    0.0  
 2.0    14.0    239.0    218.0    238.0    224.0    -1.0    0.0    999.0    340.995    340.995    347.576    347.9    351.101    351.101    0.0  
