 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    144.0    55.0    305.0    132.1    27.5    220.0    11.9    2.0    1.0    -1.0    1.0    137.0    7.0    7.0    7.0    144.0    132.1    2.0    55.0    27.5    1.0    305.0    4.0    220.0    3.0    43.207    44.248    44.804    56.959    5.023    61.981    14.252  
 3.0    7.0    5.0    52.0    128.0    206.0    296.0    142.1    233.5    116.0    1.0    1.0    0.0    0.0    41.0    11.0    11.0    11.0    128.0    142.1    2.0    206.0    233.5    3.0    52.0    1.0    296.0    4.0    62.618    63.63    70.986    76.339    5.023    81.362    14.219  
 1.0    7.0    12.0    125.0    26.0    303.0    141.6    50.9    249.0    16.6    2.0    2.0    1.0    0.0    121.0    4.0    4.0    -4.0    125.0    141.6    2.0    26.0    50.9    1.0    303.0    4.0    249.0    3.0    82.0    90.369    83.013    102.722    5.026    107.748    21.221  
 1.0    0.2    11.8    247.0    338.0    29.0    227.6    317.2    131.0    19.4    3.0    1.0    -1.0    1.0    229.0    18.0    18.0    18.0    247.0    227.6    3.0    338.0    317.2    4.0    29.0    1.0    131.0    2.0    108.386    109.398    109.953    122.106    5.022    127.129    14.22  
 3.0    0.2    12.0    29.0    333.0    155.0    218.0    314.6    129.1    171.0    1.0    2.0    0.0    1.0    24.0    5.0    5.0    5.0    333.0    314.6    4.0    155.0    129.1    2.0    29.0    1.0    218.0    3.0    127.766    129.334    128.778    141.687    5.022    146.709    14.42  
 1.0    7.0    12.0    335.0    236.0    130.0    315.7    207.2    33.0    19.3    4.0    2.0    -1.0    1.0    322.0    13.0    13.0    13.0    335.0    315.7    4.0    236.0    207.2    3.0    130.0    2.0    33.0    1.0    147.346    155.713    148.357    168.066    5.029    173.095    21.218  
 3.0    0.2    11.8    133.0    317.0    200.0    57.0    329.3    225.9    76.0    2.0    1.0    0.0    1.0    155.0    -22.0    22.0    -22.0    317.0    329.3    4.0    200.0    225.9    3.0    133.0    2.0    57.0    1.0    173.733    174.745    175.3    187.454    5.021    192.476    14.22  
 3.0    0.2    12.0    239.0    305.0    130.0    23.0    321.4    158.9    144.0    3.0    2.0    0.0    1.0    240.0    -1.0    1.0    1.0    305.0    321.4    4.0    130.0    158.9    2.0    239.0    3.0    23.0    1.0    193.113    194.68    194.124    207.033    5.023    212.057    14.419  
 1.0    0.2    12.0    336.0    245.0    139.0    319.7    222.2    58.0    16.3    4.0    2.0    -1.0    1.0    342.0    -6.0    6.0    -6.0    336.0    319.7    4.0    245.0    222.2    3.0    139.0    2.0    58.0    1.0    212.695    214.262    213.707    226.616    5.022    231.637    14.42  
 1.0    7.0    5.0    65.0    233.0    307.0    54.7    207.2    149.0    10.3    1.0    1.0    -1.0    0.0    60.0    5.0    5.0    5.0    65.0    54.7    1.0    233.0    207.2    3.0    307.0    4.0    149.0    2.0    232.275    233.287    240.642    245.996    5.022    251.018    14.22  
 1.0    0.2    12.0    336.0    47.0    210.0    318.6    25.8    121.0    17.4    4.0    2.0    -1.0    0.0    347.0    -11.0    11.0    -11.0    336.0    318.6    4.0    47.0    25.8    1.0    210.0    3.0    121.0    2.0    251.656    253.223    252.667    265.578    5.021    270.599    14.421  
 1.0    7.0    12.0    46.0    228.0    300.0    32.1    202.2    158.0    13.9    1.0    2.0    -1.0    0.0    35.0    11.0    11.0    11.0    46.0    32.1    1.0    228.0    202.2    3.0    300.0    4.0    158.0    2.0    271.237    279.602    272.248    291.956    5.029    296.985    21.218  
 1.0    0.2    11.8    334.0    228.0    43.0    318.2    203.9    149.0    15.8    4.0    1.0    -1.0    0.0    351.0    -17.0    17.0    -17.0    334.0    318.2    4.0    228.0    203.9    3.0    43.0    1.0    149.0    2.0    297.622    298.635    299.19    311.343    5.022    316.365    14.22  
 1.0    0.2    11.8    148.0    65.0    217.0    129.8    38.1    316.0    18.2    2.0    1.0    -1.0    0.0    161.0    -13.0    13.0    -13.0    148.0    129.8    2.0    65.0    38.1    1.0    217.0    3.0    316.0    4.0    317.003    318.014    318.569    330.724    5.022    335.746    14.219  
 1.0    7.0    5.0    316.0    226.0    122.0    297.0    204.1    30.0    19.0    4.0    1.0    -1.0    1.0    305.0    11.0    11.0    11.0    316.0    297.0    4.0    226.0    204.1    3.0    122.0    2.0    30.0    1.0    336.384    337.396    344.753    350.108    5.019    355.127    14.223  
 1.0    7.0    12.0    226.0    117.0    310.0    241.0    139.1    44.0    15.0    3.0    2.0    1.0    0.0    224.0    2.0    2.0    -2.0    226.0    241.0    3.0    117.0    139.1    2.0    310.0    4.0    44.0    1.0    355.764    364.132    356.776    376.485    5.027    381.513    21.219  
 3.0    0.2    12.0    207.0    310.0    134.0    31.0    294.1    113.8    176.0    3.0    2.0    0.0    0.0    209.0    -2.0    2.0    -2.0    310.0    294.1    4.0    134.0    113.8    2.0    207.0    3.0    31.0    1.0    382.149    383.716    383.162    396.071    5.023    401.093    14.419  
 3.0    0.2    11.8    32.0    238.0    332.0    153.0    220.5    310.8    121.0    1.0    1.0    0.0    1.0    23.0    9.0    9.0    -9.0    238.0    220.5    3.0    332.0    310.8    4.0    32.0    1.0    153.0    2.0    401.731    402.742    403.298    415.453    5.022    420.474    14.22  
