 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 18.0    18.0    14.0    3.0    15.0    0.0    1.0    1.0    46.052    4.745    46.052    46.556    50.279    51.433  
 333.0    323.0    14.0    3.0    335.0    1.0    0.0    1.0    57.24    4.731    57.24    57.744    61.454    62.342  
 266.0    275.0    14.0    3.0    265.0    1.0    0.0    1.0    67.04    4.739    67.04    67.543    71.261    72.08  
 248.0    240.0    14.0    3.0    245.0    1.0    0.0    1.0    78.283    4.738    78.283    78.786    82.502    83.555  
 303.0    308.0    14.0    3.0    305.0    1.0    1.0    0.0    88.444    4.735    88.444    88.947    92.66    93.963  
 237.0    229.0    14.0    3.0    235.0    1.0    0.0    1.0    98.8    4.735    98.8    99.304    103.017    104.97  
 63.0    63.0    14.0    3.0    65.0    0.0    1.0    1.0    108.908    4.736    108.908    109.411    113.124    114.177  
 184.0    174.0    14.0    3.0    185.0    1.0    0.0    1.0    119.756    4.744    119.756    120.259    123.983    124.835  
 54.0    54.0    14.0    3.0    55.0    0.0    1.0    1.0    131.184    4.742    131.184    131.688    135.407    136.86  
 297.0    306.0    14.0    3.0    295.0    1.0    0.0    1.0    142.489    4.745    142.489    142.992    146.716    147.668  
 2.0    2.0    14.0    3.0    5.0    0.0    1.0    1.0    152.327    4.748    152.327    152.831    156.556    158.192  
 219.0    225.0    14.0    3.0    215.0    1.0    0.0    1.0    163.648    4.735    163.648    164.152    167.864    168.933  
 141.0    141.0    14.0    3.0    145.0    0.0    1.0    1.0    173.876    4.747    173.876    174.38    178.105    180.291  
 359.0    350.0    14.0    3.0    355.0    1.0    0.0    1.0    185.386    4.746    185.386    185.89    189.613    190.382  
 43.0    43.0    14.0    3.0    45.0    0.0    1.0    1.0    195.334    4.738    195.334    195.839    199.554    200.523  
 98.0    98.0    14.0    3.0    95.0    0.0    1.0    1.0    205.455    4.74    205.455    205.959    209.678    210.714  
 127.0    127.0    14.0    3.0    125.0    0.0    1.0    1.0    216.289    4.732    216.289    216.793    220.502    221.671  
 253.0    261.0    14.0    3.0    255.0    1.0    0.0    1.0    226.873    4.739    226.873    227.379    231.093    232.079  
 193.0    187.0    14.0    3.0    195.0    1.0    0.0    1.0    238.545    4.741    238.545    239.049    242.768    244.038  
 83.0    83.0    14.0    3.0    85.0    0.0    1.0    1.0    249.77    4.741    249.77    250.274    253.993    255.296  
 224.0    230.0    14.0    3.0    225.0    1.0    1.0    0.0    259.733    4.735    259.733    260.238    263.95    266.237  
 276.0    286.0    14.0    3.0    275.0    1.0    0.0    1.0    270.111    4.732    270.111    270.615    274.325    275.377  
 38.0    38.0    14.0    3.0    35.0    0.0    1.0    1.0    281.846    4.74    281.846    282.349    286.066    287.836  
 131.0    131.0    14.0    3.0    135.0    0.0    1.0    1.0    292.367    4.741    292.367    292.871    296.591    297.927  
 319.0    309.0    14.0    3.0    315.0    1.0    0.0    1.0    302.361    4.738    302.361    302.865    306.581    307.4  
 167.0    167.0    14.0    3.0    165.0    0.0    1.0    1.0    313.313    4.745    313.313    313.816    317.54    318.808  
 28.0    28.0    14.0    3.0    25.0    0.0    1.0    1.0    324.86    4.739    324.86    325.364    329.081    330.217  
 117.0    117.0    14.0    3.0    115.0    0.0    1.0    1.0    335.313    4.744    335.313    335.816    339.539    340.374  
 327.0    336.0    14.0    3.0    325.0    1.0    0.0    1.0    346.858    4.739    346.858    347.363    351.08    352.033  
 172.0    172.0    14.0    3.0    175.0    0.0    1.0    1.0    356.719    4.736    356.719    357.223    360.937    362.357  
 282.0    291.0    14.0    3.0    285.0    1.0    0.0    1.0    367.009    4.737    367.009    367.512    371.228    372.164  
 78.0    78.0    14.0    3.0    75.0    0.0    1.0    1.0    377.499    4.739    377.499    378.004    381.719    382.638  
 204.0    196.0    14.0    3.0    205.0    1.0    0.0    1.0    387.84    4.739    387.84    388.343    392.06    392.729  
 104.0    104.0    14.0    3.0    105.0    0.0    1.0    1.0    399.371    4.733    399.371    399.875    403.585    404.387  
 154.0    154.0    14.0    3.0    155.0    0.0    1.0    1.0    410.087    4.741    410.087    410.591    414.309    415.345  
 342.0    333.0    14.0    3.0    345.0    1.0    0.0    1.0    421.011    4.741    421.011    421.514    425.234    425.953  
 41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406    41.406  
