 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 3.0    0.2    12.0    291.0    218.0    122.0    58.0    229.1    145.7    127.0    4.0    2.0    0.0    0.0    292.0    -1.0    1.0    1.0    218.0    229.1    3.0    122.0    145.7    2.0    291.0    4.0    58.0    1.0    41.855    43.451    42.895    55.804    5.027    60.83    14.449  
 1.0    0.2    12.0    336.0    237.0    38.0    325.5    212.6    143.0    10.5    4.0    2.0    -1.0    1.0    320.0    16.0    16.0    16.0    336.0    325.5    4.0    237.0    212.6    3.0    38.0    1.0    143.0    2.0    61.468    63.036    62.48    75.39    5.021    80.411    14.421  
 1.0    7.0    12.0    218.0    142.0    327.0    205.8    116.9    60.0    12.2    3.0    2.0    -1.0    1.0    212.0    6.0    6.0    6.0    218.0    205.8    3.0    142.0    116.9    2.0    327.0    4.0    60.0    1.0    81.049    89.417    82.061    101.77    5.027    106.797    21.22  
 3.0    7.0    12.0    123.0    235.0    333.0    32.0    224.4    308.7    91.0    2.0    2.0    0.0    0.0    125.0    -2.0    2.0    -2.0    235.0    224.4    3.0    333.0    308.7    4.0    123.0    2.0    32.0    1.0    107.435    115.803    108.447    128.156    5.027    133.183    21.22  
 3.0    7.0    12.0    217.0    132.0    53.0    336.0    121.6    31.1    119.0    3.0    2.0    0.0    1.0    208.0    9.0    9.0    -9.0    132.0    121.6    2.0    53.0    31.1    1.0    217.0    3.0    336.0    4.0    133.82    142.188    134.832    154.543    5.026    159.568    21.221  
 3.0    0.2    12.0    293.0    63.0    141.0    226.0    50.9    120.3    67.0    4.0    2.0    0.0    0.0    300.0    -7.0    7.0    -7.0    63.0    50.9    1.0    141.0    120.3    2.0    293.0    4.0    226.0    3.0    160.206    161.774    161.218    174.127    5.022    179.149    14.42  
 1.0    0.2    12.0    145.0    306.0    235.0    159.3    334.2    25.0    14.3    2.0    2.0    1.0    0.0    165.0    -20.0    20.0    20.0    145.0    159.3    2.0    306.0    334.2    4.0    235.0    3.0    25.0    1.0    179.787    181.354    180.798    193.708    5.022    198.73    14.42  
 3.0    7.0    5.0    223.0    128.0    60.0    298.0    110.2    37.3    75.0    3.0    1.0    0.0    0.0    204.0    19.0    19.0    -19.0    128.0    110.2    2.0    60.0    37.3    1.0    223.0    3.0    298.0    4.0    199.368    200.379    207.735    213.088    5.023    218.111    14.219  
 1.0    0.2    11.8    305.0    133.0    227.0    291.8    112.3    68.0    13.2    4.0    1.0    -1.0    0.0    293.0    12.0    12.0    12.0    305.0    291.8    4.0    133.0    112.3    2.0    227.0    3.0    68.0    1.0    218.749    219.76    220.315    232.469    5.022    237.492    14.219  
 3.0    0.2    11.8    294.0    33.0    114.0    249.0    48.0    134.7    45.0    4.0    1.0    0.0    0.0    309.0    -15.0    15.0    -15.0    33.0    48.0    1.0    114.0    134.7    2.0    294.0    4.0    249.0    3.0    238.128    239.14    239.695    251.85    5.023    256.872    14.219  
