 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 3.0    0.2    12.0    330.0    136.0    26.0    235.0    152.9    47.5    95.0    4.0    2.0    0.0    1.0    338.0    -8.0    8.0    -8.0    136.0    152.9    2.0    26.0    47.5    1.0    330.0    4.0    235.0    3.0    56.627    58.263    57.706    70.619    5.017    75.636    14.49  
 1.0    7.0    5.0    27.0    124.0    326.0    44.5    147.0    220.0    17.5    1.0    1.0    1.0    0.0    18.0    9.0    9.0    -9.0    27.0    44.5    1.0    124.0    147.0    2.0    326.0    4.0    220.0    3.0    76.273    77.288    84.646    90.0    5.017    95.017    14.225  
 3.0    7.0    5.0    325.0    135.0    207.0    43.0    150.3    233.3    78.0    4.0    1.0    0.0    0.0    344.0    -19.0    19.0    19.0    135.0    150.3    2.0    207.0    233.3    3.0    325.0    4.0    43.0    1.0    95.655    96.671    104.028    109.383    5.032    114.414    14.227  
 1.0    7.0    5.0    49.0    231.0    311.0    36.7    206.2    131.0    12.3    1.0    1.0    -1.0    1.0    50.0    -1.0    1.0    -1.0    49.0    36.7    1.0    231.0    206.2    3.0    311.0    4.0    131.0    2.0    115.052    116.066    123.423    128.778    5.017    133.795    14.224  
 1.0    0.2    11.8    242.0    65.0    110.0    226.0    36.7    323.0    16.0    3.0    1.0    -1.0    0.0    251.0    -9.0    9.0    -9.0    242.0    226.0    3.0    65.0    36.7    1.0    110.0    2.0    323.0    4.0    134.433    135.446    136.003    148.158    5.018    153.176    14.223  
 3.0    0.2    12.0    113.0    46.0    220.0    324.0    60.2    240.8    149.0    2.0    2.0    0.0    1.0    111.0    2.0    2.0    2.0    46.0    60.2    1.0    220.0    240.8    3.0    113.0    2.0    324.0    4.0    153.813    155.383    154.826    167.738    5.019    172.757    14.423  
 1.0    7.0    5.0    119.0    27.0    293.0    134.0    51.8    238.0    15.0    2.0    1.0    1.0    0.0    145.0    -26.0    26.0    26.0    119.0    134.0    2.0    27.0    51.8    1.0    293.0    4.0    238.0    3.0    173.394    174.407    181.764    187.12    5.017    192.137    14.224  
 1.0    7.0    5.0    331.0    249.0    68.0    319.4    219.8    129.0    11.6    4.0    1.0    -1.0    0.0    270.0    61.0    61.0    -61.0    331.0    319.4    4.0    249.0    219.8    3.0    68.0    1.0    129.0    2.0    192.776    193.794    201.151    206.507    5.028    211.535    14.23  
 1.0    0.2    11.8    225.0    40.0    308.0    239.3    69.8    143.0    14.3    3.0    1.0    1.0    0.0    247.0    -22.0    22.0    22.0    225.0    239.3    3.0    40.0    69.8    1.0    308.0    4.0    143.0    2.0    212.173    213.185    213.741    225.896    5.019    230.916    14.222  
 1.0    0.2    11.8    127.0    30.0    319.0    144.1    52.5    229.0    17.1    2.0    1.0    1.0    0.0    146.0    -19.0    19.0    19.0    127.0    144.1    2.0    30.0    52.5    1.0    319.0    4.0    229.0    3.0    231.553    232.566    233.123    245.278    5.018    250.296    14.223  
 3.0    7.0    12.0    299.0    113.0    29.0    238.0    125.0    53.9    61.0    4.0    2.0    0.0    0.0    288.0    11.0    11.0    11.0    113.0    125.0    2.0    29.0    53.9    1.0    299.0    4.0    238.0    3.0    250.934    259.303    251.947    271.657    5.025    276.682    21.222  
 1.0    0.2    12.0    211.0    292.0    116.0    221.1    313.3    42.0    10.1    3.0    2.0    1.0    1.0    183.0    28.0    28.0    -28.0    211.0    221.1    3.0    292.0    313.3    4.0    116.0    2.0    42.0    1.0    277.319    278.89    278.332    291.245    5.018    296.263    14.423  
 1.0    7.0    5.0    327.0    22.0    236.0    339.0    46.2    116.0    12.0    4.0    1.0    1.0    0.0    307.0    20.0    20.0    -20.0    327.0    339.0    4.0    22.0    46.2    1.0    236.0    3.0    116.0    2.0    296.9    297.913    305.27    310.625    5.019    315.644    14.223  
 3.0    7.0    12.0    297.0    46.0    110.0    228.0    56.5    131.7    69.0    4.0    2.0    0.0    0.0    289.0    8.0    8.0    8.0    46.0    56.5    1.0    110.0    131.7    2.0    297.0    4.0    228.0    3.0    316.28    324.651    317.293    337.006    5.024    342.03    21.223  
