 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574    39.574  
 1.0    14.0    204.0    223.0    206.0    222.0    -1.0    0.0    999.0    41.65    41.65    41.88    42.211    45.382    45.382    0.0  
 2.0    14.0    204.0    223.0    206.0    222.0    1.0    -1.0    1.0    41.65    41.65    48.418    48.885    51.92    51.92    52.855  
 1.0    14.0    129.0    135.0    137.0    141.0    -1.0    1.0    1.0    56.761    56.761    57.241    57.722    60.744    60.744    61.661  
 2.0    14.0    129.0    135.0    137.0    141.0    -1.0    1.0    1.0    56.761    56.761    63.762    64.093    67.265    67.265    68.247  
 1.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    72.391    72.391    72.853    73.183    76.355    76.355    77.756  
 2.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    72.391    72.391    77.99    78.32    81.356    81.356    82.273  
 1.0    14.0    313.0    340.0    307.0    345.0    -1.0    1.0    1.0    88.34    88.34    88.797    89.281    92.3    92.3    93.467  
 2.0    14.0    313.0    340.0    307.0    345.0    1.0    1.0    0.0    88.34    88.34    95.102    95.433    98.605    98.605    100.006  
 1.0    14.0    199.0    234.0    208.0    229.0    -1.0    1.0    1.0    104.094    104.094    104.59    105.074    108.092    108.092    108.995  
 2.0    14.0    199.0    234.0    208.0    229.0    1.0    -1.0    1.0    104.094    104.094    111.097    111.428    114.599    114.599    115.3  
 1.0    14.0    334.0    280.0    344.0    289.0    1.0    -1.0    1.0    119.745    119.745    120.204    120.535    123.706    123.706    125.107  
 2.0    14.0    334.0    280.0    344.0    289.0    1.0    -1.0    1.0    119.745    119.745    126.041    126.372    129.544    129.544    130.478  
 1.0    14.0    349.0    325.0    348.0    331.0    -1.0    -1.0    0.0    135.16    135.16    135.397    135.879    138.9    138.9    140.816  
 2.0    14.0    349.0    325.0    348.0    331.0    1.0    -1.0    1.0    135.16    135.16    141.919    142.25    145.421    145.421    146.589  
 1.0    14.0    280.0    282.0    283.0    277.0    1.0    -1.0    1.0    150.761    150.761    150.992    151.323    154.495    154.495    155.476  
 2.0    14.0    280.0    282.0    283.0    277.0    -1.0    1.0    1.0    150.761    150.761    157.828    158.312    161.331    161.331    162.45  
 1.0    14.0    123.0    149.0    127.0    152.0    -1.0    1.0    1.0    166.073    166.073    166.304    166.635    169.806    169.806    170.74  
 2.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    166.073    166.073    171.457    171.939    174.96    174.96    176.111  
 1.0    14.0    140.0    138.0    134.0    148.0    1.0    -1.0    1.0    181.195    181.195    181.495    181.979    184.998    184.998    186.085  
