 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 199.0    199.0    14.0    3.0    195.0    0.0    1.0    1.0    55.865    4.74    55.865    56.369    60.086    60.84  
 99.0    89.0    14.0    3.0    95.0    1.0    0.0    1.0    66.158    4.737    66.158    66.661    70.377    71.131  
 279.0    279.0    14.0    3.0    275.0    0.0    1.0    1.0    77.908    4.746    77.908    78.412    82.136    82.804  
 323.0    323.0    14.0    3.0    325.0    0.0    1.0    1.0    88.776    4.736    88.776    89.279    92.993    93.746  
 38.0    32.0    14.0    3.0    35.0    1.0    1.0    0.0    99.004    4.732    99.004    99.508    103.218    104.037  
 126.0    133.0    14.0    3.0    125.0    1.0    0.0    1.0    109.369    4.741    109.369    109.872    113.591    114.477  
 229.0    229.0    14.0    3.0    225.0    0.0    1.0    1.0    120.873    4.745    120.873    121.377    125.1    125.785  
 283.0    283.0    14.0    3.0    285.0    0.0    1.0    1.0    131.911    4.732    131.911    132.414    136.125    137.311  
 356.0    356.0    14.0    3.0    355.0    0.0    1.0    1.0    142.916    4.735    142.916    143.42    147.132    147.735  
 171.0    166.0    14.0    3.0    175.0    1.0    0.0    1.0    152.724    4.733    152.724    153.229    156.94    157.692  
 244.0    244.0    14.0    3.0    245.0    0.0    999.0    999.0    164.291    4.743    164.291    164.795    168.515    171.033  
 71.0    78.0    14.0    3.0    75.0    1.0    0.0    1.0    175.262    4.745    175.262    175.765    179.49    180.976  
 163.0    154.0    14.0    3.0    165.0    1.0    0.0    1.0    185.511    4.738    185.511    186.014    189.73    190.399  
 108.0    103.0    14.0    3.0    105.0    1.0    0.0    1.0    195.811    4.745    195.811    196.314    200.037    200.89  
 334.0    334.0    14.0    3.0    335.0    0.0    999.0    999.0    207.549    4.732    207.549    208.053    211.763    214.281  
 47.0    52.0    14.0    3.0    45.0    1.0    1.0    0.0    217.411    4.744    217.411    217.915    221.636    222.489  
 343.0    343.0    14.0    3.0    345.0    0.0    1.0    1.0    228.677    4.736    228.677    229.181    232.895    233.997  
 147.0    154.0    14.0    3.0    145.0    1.0    1.0    0.0    240.186    4.735    240.186    240.69    244.403    246.506  
 214.0    214.0    14.0    3.0    215.0    0.0    1.0    1.0    251.784    4.746    251.784    252.288    256.011    256.864  
 54.0    63.0    14.0    3.0    55.0    1.0    0.0    1.0    262.381    4.739    262.381    262.884    266.602    267.354  
 186.0    186.0    14.0    3.0    185.0    0.0    1.0    1.0    273.454    4.74    273.454    273.958    277.677    278.379  
 61.0    54.0    14.0    3.0    65.0    1.0    1.0    0.0    283.358    4.744    283.358    283.862    287.584    288.553  
 303.0    303.0    14.0    3.0    305.0    0.0    1.0    1.0    294.085    4.741    294.085    294.589    298.308    299.044  
 209.0    209.0    14.0    3.0    205.0    0.0    1.0    1.0    304.16    4.74    304.16    304.664    308.382    309.118  
 239.0    239.0    14.0    3.0    235.0    0.0    1.0    1.0    314.583    4.742    314.583    315.087    318.807    319.476  
 312.0    312.0    14.0    3.0    315.0    0.0    1.0    1.0    325.908    4.742    325.908    326.412    330.132    330.851  
 81.0    75.0    14.0    3.0    85.0    1.0    1.0    0.0    337.423    4.752    337.423    337.932    341.657    342.592  
 111.0    120.0    14.0    3.0    115.0    1.0    1.0    0.0    348.217    4.732    348.217    348.721    352.431    353.934  
 133.0    123.0    14.0    3.0    135.0    1.0    0.0    1.0    358.543    4.747    358.543    359.046    362.772    363.574  
 27.0    34.0    14.0    3.0    25.0    1.0    0.0    1.0    369.284    4.747    369.284    369.793    373.513    374.232  
 13.0    4.0    14.0    3.0    15.0    1.0    0.0    1.0    380.834    4.739    380.834    381.338    385.055    385.79  
 251.0    251.0    14.0    3.0    255.0    0.0    1.0    1.0    391.716    4.732    391.716    392.219    395.929    396.798  
 293.0    293.0    14.0    3.0    295.0    0.0    1.0    1.0    401.98    4.741    401.98    402.485    406.203    407.139  
 4.0    354.0    14.0    3.0    5.0    1.0    0.0    1.0    413.385    4.745    413.385    413.89    417.612    418.281  
 268.0    268.0    14.0    3.0    265.0    0.0    1.0    1.0    424.053    4.734    424.053    424.557    428.269    429.038  
 156.0    166.0    14.0    3.0    155.0    1.0    1.0    0.0    435.551    4.745    435.551    436.054    439.777    440.83  
 51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63    51.63  
