 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774    40.774  
 1.0    14.0    204.0    223.0    206.0    222.0    -1.0    -1.0    0.0    43.662    43.662    43.898    44.379    47.403    47.403    49.018  
 2.0    14.0    204.0    223.0    206.0    222.0    1.0    1.0    0.0    43.662    43.662    49.969    50.451    53.472    53.472    54.437  
 1.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    59.242    59.242    59.476    59.807    62.978    62.978    63.743  
 2.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    59.242    59.242    64.613    64.944    68.115    68.115    68.914  
 1.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    75.007    75.007    75.269    75.752    78.771    78.771    79.908  
 2.0    14.0    288.0    292.0    289.0    302.0    1.0    1.0    0.0    75.007    75.007    81.309    81.64    84.811    84.811    85.745  
 1.0    14.0    313.0    340.0    307.0    345.0    -1.0    -1.0    0.0    90.118    90.118    90.348    90.68    93.851    93.851    94.633  
 2.0    14.0    313.0    340.0    307.0    345.0    1.0    1.0    0.0    90.118    90.118    96.887    97.218    100.253    100.253    101.807  
 1.0    14.0    199.0    234.0    208.0    229.0    -1.0    -1.0    0.0    105.39    105.39    105.609    106.093    109.112    109.112    110.28  
 2.0    14.0    199.0    234.0    208.0    229.0    1.0    1.0    0.0    105.39    105.39    112.615    113.082    116.117    116.117    117.518  
 1.0    14.0    334.0    280.0    344.0    289.0    1.0    1.0    0.0    120.919    120.919    121.388    121.872    124.89    124.89    126.058  
 2.0    14.0    334.0    280.0    344.0    289.0    1.0    1.0    0.0    120.919    120.919    128.007    128.491    131.51    131.51    132.829  
 1.0    14.0    349.0    325.0    348.0    331.0    -1.0    -1.0    0.0    136.175    136.175    136.663    137.146    140.165    140.165    141.333  
 2.0    14.0    349.0    325.0    348.0    331.0    1.0    1.0    0.0    136.175    136.175    142.033    142.517    145.536    145.536    146.47  
 1.0    14.0    280.0    282.0    283.0    277.0    1.0    1.0    0.0    151.371    151.371    151.826    152.158    155.329    155.329    156.263  
 2.0    14.0    280.0    282.0    283.0    277.0    -1.0    1.0    1.0    151.371    151.371    156.963    157.447    160.466    160.466    161.633  
 1.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    166.943    166.943    167.421    167.902    170.924    170.924    172.075  
 2.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    166.943    166.943    174.023    174.507    177.526    177.526    178.694  
 1.0    14.0    140.0    138.0    134.0    148.0    1.0    1.0    0.0    182.961    182.961    183.182    183.65    186.685    186.685    188.086  
 2.0    14.0    140.0    138.0    134.0    148.0    -1.0    -1.0    0.0    182.961    182.961    189.02    189.352    192.523    192.523    193.923  
 1.0    14.0    71.0    30.0    73.0    33.0    1.0    -1.0    1.0    198.773    198.773    198.994    199.325    202.496    202.496    203.447  
 2.0    14.0    71.0    30.0    73.0    33.0    1.0    1.0    0.0    198.773    198.773    204.832    205.163    208.334    208.334    209.268  
 1.0    14.0    250.0    241.0    244.0    240.0    1.0    1.0    0.0    214.325    214.325    214.555    214.887    218.057    218.057    218.991  
 2.0    14.0    250.0    241.0    244.0    240.0    1.0    1.0    0.0    214.325    214.325    220.626    220.958    224.129    224.129    225.16  
 1.0    14.0    159.0    159.0    161.0    166.0    -1.0    1.0    1.0    229.455    229.455    229.916    230.247    233.419    233.419    234.369  
 2.0    14.0    159.0    159.0    161.0    166.0    -1.0    -1.0    0.0    229.455    229.455    235.07    235.552    238.573    238.573    239.957  
 1.0    14.0    289.0    329.0    282.0    324.0    -1.0    -1.0    0.0    244.804    244.804    245.325    245.792    248.812    248.812    250.181  
 2.0    14.0    289.0    329.0    282.0    324.0    -1.0    1.0    1.0    244.804    244.804    251.664    252.132    255.166    255.166    256.318  
 1.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    260.149    260.149    260.605    261.072    264.109    264.109    264.89  
 2.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    260.149    260.149    267.378    267.861    270.88    270.88    271.831  
 1.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    275.823    275.823    276.284    276.616    279.786    279.786    280.721  
 2.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    275.823    275.823    282.22    282.687    285.722    285.722    287.041  
 1.0    14.0    300.0    322.0    296.0    320.0    -1.0    1.0    1.0    291.771    291.771    292.232    292.56    295.736    295.736    296.687  
 2.0    14.0    300.0    322.0    296.0    320.0    -1.0    -1.0    0.0    291.771    291.771    298.616    299.099    302.119    302.119    302.992  
 1.0    14.0    231.0    220.0    225.0    212.0    1.0    1.0    0.0    307.021    307.021    307.265    307.587    310.801    310.801    311.769  
 2.0    14.0    231.0    220.0    225.0    212.0    1.0    1.0    0.0    307.021    307.021    313.185    313.514    316.576    316.576    318.141  
 1.0    14.0    255.0    257.0    256.0    260.0    -1.0    1.0    1.0    322.521    322.521    322.995    323.316    326.498    326.498    327.432  
 2.0    14.0    255.0    257.0    256.0    260.0    -1.0    -1.0    0.0    322.521    322.521    328.857    329.353    332.36    332.36    333.519  
 1.0    14.0    215.0    208.0    206.0    213.0    1.0    1.0    0.0    338.57    338.57    338.878    339.368    342.38    342.38    343.727  
 2.0    14.0    215.0    208.0    206.0    213.0    -1.0    0.0    999.0    338.57    338.57    345.595    345.93    349.096    349.096    0.0  
