 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 298.0    304.0    16.0    3.0    295.0    1.0    1.0    0.0    55.276    4.74    55.276    55.781    59.497    60.519  
 124.0    124.0    16.0    3.0    125.0    0.0    0.0    0.0    66.548    4.738    66.548    67.053    70.768    72.158  
 151.0    151.0    16.0    3.0    155.0    0.0    999.0    999.0    77.277    4.745    77.277    77.781    81.504    84.022  
 12.0    12.0    16.0    3.0    15.0    0.0    0.0    0.0    88.907    4.753    88.907    89.412    93.142    94.547  
 201.0    194.0    16.0    3.0    205.0    1.0    999.0    999.0    100.361    4.737    100.361    100.866    104.58    107.098  
 266.0    260.0    16.0    3.0    265.0    1.0    1.0    0.0    112.125    4.745    112.125    112.63    116.352    117.573  
 229.0    220.0    16.0    3.0    225.0    1.0    0.0    1.0    122.902    4.737    122.902    123.408    127.121    128.693  
 328.0    320.0    16.0    3.0    325.0    1.0    1.0    0.0    132.724    4.75    132.724    133.228    136.956    138.695  
 188.0    197.0    16.0    3.0    185.0    1.0    1.0    0.0    144.369    4.744    144.369    144.874    148.594    149.631  
 148.0    148.0    16.0    3.0    145.0    0.0    0.0    0.0    154.239    4.741    154.239    154.744    158.462    160.234  
 178.0    178.0    16.0    3.0    175.0    0.0    999.0    999.0    165.566    4.752    165.566    166.071    169.8    172.318  
 319.0    309.0    16.0    3.0    315.0    1.0    1.0    0.0    176.894    4.745    176.894    177.399    181.12    182.241  
 29.0    29.0    16.0    3.0    25.0    0.0    0.0    0.0    187.87    4.739    187.87    188.375    192.091    193.211  
 259.0    251.0    16.0    3.0    255.0    1.0    1.0    0.0    198.193    4.752    198.193    198.698    202.426    204.048  
 193.0    203.0    16.0    3.0    195.0    1.0    1.0    0.0    208.449    4.748    208.449    208.953    212.678    213.849  
 284.0    274.0    16.0    3.0    285.0    1.0    1.0    0.0    220.14    4.746    220.14    220.645    224.367    225.27  
 32.0    32.0    16.0    3.0    35.0    0.0    0.0    0.0    230.956    4.749    230.956    231.461    235.187    236.29  
 88.0    88.0    16.0    3.0    85.0    0.0    999.0    999.0    242.508    4.751    242.508    243.015    246.741    249.259  
 307.0    301.0    16.0    3.0    305.0    1.0    1.0    0.0    253.496    4.75    253.496    253.999    257.728    258.999  
 137.0    137.0    16.0    3.0    135.0    0.0    0.0    0.0    264.77    4.747    264.77    265.274    268.999    270.103  
 69.0    69.0    16.0    3.0    65.0    0.0    1.0    1.0    276.011    4.744    276.011    276.515    280.236    281.808  
 347.0    357.0    16.0    3.0    345.0    1.0    1.0    0.0    286.847    4.745    286.847    287.351    291.072    292.644  
 43.0    43.0    16.0    3.0    45.0    0.0    1.0    1.0    296.793    4.75    296.793    297.296    301.024    303.347  
 274.0    269.0    16.0    3.0    275.0    1.0    1.0    0.0    308.435    4.746    308.435    308.94    312.662    314.568  
 91.0    91.0    16.0    3.0    95.0    0.0    999.0    999.0    318.771    4.744    318.771    319.277    322.998    325.516  
 2.0    2.0    16.0    3.0    5.0    0.0    0.0    0.0    329.633    4.736    329.633    330.137    333.851    336.241  
 213.0    206.0    16.0    3.0    215.0    1.0    999.0    999.0    340.351    4.738    340.351    340.855    344.571    347.089  
 114.0    114.0    16.0    3.0    115.0    0.0    0.0    0.0    352.075    4.736    352.075    352.579    356.292    357.413  
 108.0    108.0    16.0    3.0    105.0    0.0    0.0    0.0    363.703    4.745    363.703    364.207    367.93    369.218  
 237.0    247.0    16.0    3.0    235.0    1.0    1.0    0.0    374.488    4.748    374.488    374.993    378.717    380.288  
 56.0    56.0    16.0    3.0    55.0    0.0    0.0    0.0    385.837    4.752    385.837    386.342    390.071    391.509  
 331.0    321.0    16.0    3.0    335.0    1.0    1.0    0.0    396.722    4.738    396.722    397.226    400.941    402.229  
 71.0    71.0    16.0    3.0    75.0    0.0    0.0    0.0    406.713    4.748    406.713    407.218    410.942    412.097  
 243.0    252.0    16.0    3.0    245.0    1.0    1.0    0.0    417.793    4.74    417.793    418.298    422.013    423.317  
 161.0    161.0    16.0    3.0    165.0    0.0    1.0    1.0    428.884    4.752    428.884    429.388    433.116    434.555  
 356.0    2.0    16.0    3.0    355.0    1.0    1.0    0.0    440.588    4.752    440.588    441.094    444.822    446.059  
 51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131    51.131  
