 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 177.0    177.0    16.0    3.0    175.0    0.0    999.0    999.0    59.364    4.738    59.364    59.87    63.583    66.102  
 122.0    122.0    16.0    3.0    125.0    0.0    999.0    999.0    69.57    4.74    69.57    70.074    73.791    76.309  
 183.0    188.0    16.0    3.0    185.0    1.0    999.0    999.0    80.319    4.731    80.319    80.823    84.532    87.051  
 286.0    277.0    16.0    3.0    285.0    1.0    999.0    999.0    91.57    4.738    91.57    92.074    95.79    98.308  
 274.0    264.0    16.0    3.0    275.0    1.0    999.0    999.0    103.098    4.735    103.098    103.602    107.315    109.833  
 7.0    7.0    16.0    3.0    5.0    0.0    999.0    999.0    113.282    4.742    113.282    113.786    117.506    120.024  
 59.0    59.0    16.0    3.0    55.0    0.0    999.0    999.0    125.003    4.746    125.003    125.506    129.231    131.749  
 314.0    308.0    16.0    3.0    315.0    1.0    999.0    999.0    136.538    4.735    136.538    137.042    140.756    143.274  
 69.0    69.0    16.0    3.0    65.0    0.0    999.0    999.0    147.354    4.745    147.354    147.858    151.58    154.099  
 98.0    98.0    16.0    3.0    95.0    0.0    999.0    999.0    159.048    4.742    159.048    159.552    163.272    165.79  
 131.0    131.0    16.0    3.0    135.0    0.0    999.0    999.0    169.001    4.746    169.001    169.505    173.229    175.747  
 302.0    297.0    16.0    3.0    305.0    1.0    999.0    999.0    180.411    4.745    180.411    180.914    184.638    187.156  
 211.0    204.0    16.0    3.0    215.0    1.0    999.0    999.0    190.755    4.742    190.755    191.258    194.978    197.496  
 74.0    74.0    16.0    3.0    75.0    0.0    999.0    999.0    201.876    4.745    201.876    202.38    206.103    208.621  
 224.0    230.0    16.0    3.0    225.0    1.0    999.0    999.0    211.8    4.745    211.8    212.304    216.027    218.545  
 264.0    257.0    16.0    3.0    265.0    1.0    999.0    999.0    223.565    4.738    223.565    224.069    227.785    230.304  
 161.0    161.0    16.0    3.0    165.0    0.0    999.0    999.0    234.423    4.739    234.423    234.926    238.643    241.162  
 108.0    108.0    16.0    3.0    105.0    0.0    999.0    999.0    246.131    4.738    246.131    246.635    250.352    252.869  
 293.0    286.0    16.0    3.0    295.0    1.0    999.0    999.0    257.83    4.732    257.83    258.333    262.044    264.562  
 246.0    255.0    16.0    3.0    245.0    1.0    999.0    999.0    268.602    4.734    268.602    269.105    272.818    275.336  
 191.0    186.0    16.0    3.0    195.0    1.0    999.0    999.0    279.535    4.741    279.535    280.039    283.759    286.277  
 119.0    119.0    16.0    3.0    115.0    0.0    999.0    999.0    289.86    4.742    289.86    290.364    294.083    296.602  
 359.0    7.0    16.0    3.0    355.0    1.0    999.0    999.0    299.91    4.733    299.91    300.414    304.124    306.642  
 41.0    41.0    16.0    3.0    45.0    0.0    999.0    999.0    311.342    4.742    311.342    311.846    315.565    318.084  
 324.0    334.0    16.0    3.0    325.0    1.0    999.0    999.0    322.203    4.738    322.203    322.707    326.423    328.941  
 86.0    86.0    16.0    3.0    85.0    0.0    999.0    999.0    333.551    4.732    333.551    334.054    337.765    340.283  
 33.0    33.0    16.0    3.0    35.0    0.0    999.0    999.0    344.352    4.739    344.352    344.856    348.573    351.091  
 27.0    27.0    16.0    3.0    25.0    0.0    999.0    999.0    354.281    4.734    354.281    354.785    358.497    361.015  
 147.0    147.0    16.0    3.0    145.0    0.0    999.0    999.0    365.704    4.735    365.704    366.207    369.921    372.439  
 13.0    13.0    16.0    3.0    15.0    0.0    999.0    999.0    377.353    4.745    377.353    377.856    381.58    384.098  
 237.0    244.0    16.0    3.0    235.0    1.0    999.0    999.0    389.058    4.732    389.058    389.561    393.272    395.79  
 204.0    210.0    16.0    3.0    205.0    1.0    999.0    999.0    400.76    4.739    400.76    401.264    404.98    407.499  
 156.0    156.0    16.0    3.0    155.0    0.0    999.0    999.0    411.838    4.735    411.838    412.341    416.055    418.573  
 343.0    349.0    16.0    3.0    345.0    1.0    999.0    999.0    423.542    4.74    423.542    424.046    427.763    430.282  
 331.0    326.0    16.0    3.0    335.0    1.0    999.0    999.0    435.021    4.735    435.021    435.526    439.238    441.757  
 257.0    250.0    16.0    3.0    255.0    1.0    999.0    999.0    446.057    4.74    446.057    446.56    450.279    452.797  
 55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878    55.878  
