 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795    47.795  
 1.0    16.0    327.0    335.0    329.0    328.0    1.0    -1.0    1.0    49.811    49.811    60.118    60.618    63.62    63.624    65.617  
 2.0    16.0    327.0    335.0    329.0    328.0    -1.0    -1.0    0.0    49.811    49.811    70.146    70.646    73.648    73.652    75.115  
 1.0    16.0    77.0    65.0    69.0    63.0    -1.0    -1.0    0.0    82.174    82.174    92.477    92.977    95.979    95.983    97.823  
 2.0    16.0    77.0    65.0    69.0    63.0    -1.0    1.0    1.0    82.174    82.174    102.507    103.006    106.009    106.013    107.694  
 1.0    16.0    79.0    10.0    84.0    11.0    1.0    1.0    0.0    114.532    114.532    124.837    125.337    128.339    128.344    129.749  
 2.0    16.0    79.0    10.0    84.0    11.0    1.0    1.0    0.0    114.532    114.532    134.871    135.371    138.373    138.377    139.6  
 1.0    16.0    242.0    225.0    239.0    217.0    1.0    1.0    0.0    146.901    146.901    157.196    157.697    160.699    160.703    162.86  
 2.0    16.0    242.0    225.0    239.0    217.0    1.0    1.0    0.0    146.901    146.901    167.228    167.728    170.73    170.734    172.21  
 1.0    16.0    107.0    118.0    106.0    120.0    1.0    999.0    999.0    179.257    179.257    189.556    190.055    193.057    193.061    197.564  
 2.0    16.0    107.0    118.0    106.0    120.0    -1.0    1.0    1.0    179.257    179.257    199.595    200.096    203.098    203.102    204.503  
 1.0    16.0    250.0    256.0    249.0    247.0    1.0    999.0    999.0    211.626    211.626    221.932    222.432    225.434    225.438    229.941  
 2.0    16.0    250.0    256.0    249.0    247.0    1.0    1.0    0.0    211.626    211.626    231.971    232.471    235.474    235.478    236.629  
 1.0    16.0    36.0    11.0    43.0    5.0    1.0    1.0    0.0    244.002    244.002    254.308    254.808    257.809    257.813    259.32  
 2.0    16.0    36.0    11.0    43.0    5.0    -1.0    999.0    999.0    244.002    244.002    264.338    264.838    267.84    267.844    272.346  
 1.0    16.0    343.0    315.0    342.0    319.0    -1.0    1.0    1.0    276.381    276.381    286.684    287.184    290.187    290.191    291.513  
 2.0    16.0    343.0    315.0    342.0    319.0    1.0    1.0    0.0    276.381    276.381    296.716    297.216    300.218    300.222    301.898  
 1.0    16.0    285.0    280.0    295.0    288.0    1.0    1.0    0.0    308.746    308.746    319.044    319.543    322.545    322.549    324.072  
 2.0    16.0    285.0    280.0    295.0    288.0    1.0    1.0    0.0    308.746    308.746    329.076    329.576    332.578    332.583    333.89  
