 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277    45.277  
 1.0    14.0    204.0    223.0    206.0    222.0    -1.0    1.0    1.0    47.803    47.803    48.268    48.599    51.77    51.77    53.638  
 2.0    14.0    204.0    223.0    206.0    222.0    1.0    -1.0    1.0    47.803    47.803    54.572    54.904    57.939    57.939    59.507  
 1.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    63.344    63.344    63.61    64.094    67.113    67.113    68.764  
 2.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    63.344    63.344    69.65    70.148    73.153    73.153    75.037  
 1.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    79.15    79.15    79.471    79.939    82.957    82.957    84.511  
 2.0    14.0    288.0    292.0    289.0    302.0    1.0    1.0    0.0    79.15    79.15    85.726    86.21    89.229    89.229    91.282  
 1.0    14.0    313.0    340.0    307.0    345.0    -1.0    -1.0    0.0    94.335    94.335    94.649    95.133    98.152    98.152    99.705  
 2.0    14.0    313.0    340.0    307.0    345.0    1.0    1.0    0.0    94.335    94.335    99.753    100.237    103.256    103.256    104.907  
 1.0    14.0    199.0    234.0    208.0    229.0    -1.0    -1.0    0.0    109.729    109.729    110.027    110.511    113.53    113.53    114.867  
 2.0    14.0    199.0    234.0    208.0    229.0    1.0    -1.0    1.0    109.729    109.729    115.164    115.648    118.667    118.667    120.237  
 1.0    14.0    334.0    280.0    344.0    289.0    1.0    1.0    0.0    125.054    125.054    125.539    126.022    129.041    129.041    130.411  
 2.0    14.0    334.0    280.0    344.0    289.0    1.0    -1.0    1.0    125.054    125.054    130.644    130.976    134.147    134.147    135.315  
 1.0    14.0    349.0    325.0    348.0    331.0    -1.0    -1.0    0.0    140.225    140.225    140.685    141.152    144.187    144.187    145.636  
 2.0    14.0    349.0    325.0    348.0    331.0    1.0    1.0    0.0    140.225    140.225    145.822    146.153    149.325    149.325    150.54  
 1.0    14.0    280.0    282.0    283.0    277.0    1.0    -1.0    1.0    155.793    155.793    156.246    156.577    159.749    159.749    160.916  
 2.0    14.0    280.0    282.0    283.0    277.0    -1.0    1.0    1.0    155.793    155.793    162.632    163.115    166.134    166.134    167.688  
 1.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    171.803    171.803    172.024    172.356    175.527    175.527    176.928  
 2.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    171.803    171.803    178.329    178.661    181.832    181.832    183.498  
 1.0    14.0    140.0    138.0    134.0    148.0    1.0    0.0    999.0    187.436    187.436    187.734    188.217    191.237    191.237    0.0  
 2.0    14.0    140.0    138.0    134.0    148.0    -1.0    -1.0    0.0    187.436    187.436    193.04    193.371    196.542    196.542    197.709  
 1.0    14.0    71.0    30.0    73.0    33.0    1.0    1.0    0.0    203.451    203.451    203.681    204.012    207.183    207.183    207.932  
 2.0    14.0    71.0    30.0    73.0    33.0    1.0    1.0    0.0    203.451    203.451    209.769    210.25    213.271    213.271    214.889  
 1.0    14.0    250.0    241.0    244.0    240.0    1.0    -1.0    1.0    218.911    218.911    219.375    219.842    222.878    222.878    223.812  
 2.0    14.0    250.0    241.0    244.0    240.0    1.0    -1.0    1.0    218.911    218.911    225.777    226.245    229.28    229.28    230.117  
 1.0    14.0    159.0    159.0    161.0    166.0    -1.0    1.0    1.0    234.412    234.412    234.87    235.201    238.373    238.373    239.073  
 2.0    14.0    159.0    159.0    161.0    166.0    -1.0    -1.0    0.0    234.412    234.412    240.942    241.273    244.309    244.309    245.91  
 1.0    14.0    289.0    329.0    282.0    324.0    -1.0    -1.0    0.0    249.917    249.917    250.413    250.896    253.915    253.915    255.117  
 2.0    14.0    289.0    329.0    282.0    324.0    -1.0    1.0    1.0    249.917    249.917    256.686    257.018    260.19    260.19    261.387  
 1.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    265.698    265.698    265.958    266.441    269.445    269.445    270.597  
 2.0    14.0    329.0    345.0    320.0    342.0    -1.0    -1.0    0.0    265.698    265.698    271.296    271.629    274.799    274.799    275.733  
 1.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    281.596    281.596    281.821    282.152    285.324    285.324    285.807  
 2.0    14.0    120.0    155.0    111.0    146.0    1.0    1.0    0.0    281.596    281.596    288.592    288.924    292.096    292.096    293.029  
 1.0    14.0    300.0    322.0    296.0    320.0    -1.0    -1.0    0.0    296.792    296.792    297.249    297.581    300.751    300.751    301.936  
 2.0    14.0    300.0    322.0    296.0    320.0    -1.0    1.0    1.0    296.792    296.792    303.572    304.062    307.073    307.073    308.513  
 1.0    14.0    231.0    220.0    225.0    212.0    1.0    -1.0    1.0    312.853    312.853    313.112    313.593    316.613    316.613    317.827  
 2.0    14.0    231.0    220.0    225.0    212.0    1.0    1.0    0.0    312.853    312.853    318.936    319.262    322.44    322.44    323.139  
 1.0    14.0    255.0    257.0    256.0    260.0    -1.0    -1.0    0.0    328.222    328.222    328.536    329.021    332.04    332.04    333.15  
 2.0    14.0    255.0    257.0    256.0    260.0    -1.0    -1.0    0.0    328.222    328.222    334.321    334.657    337.852    337.852    338.844  
 1.0    14.0    215.0    208.0    206.0    213.0    1.0    0.0    999.0    344.231    344.231    344.482    344.965    347.987    347.987    0.0  
 2.0    14.0    215.0    208.0    206.0    213.0    -1.0    0.0    999.0    344.231    344.231    351.011    351.478    354.513    354.513    0.0  
