 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099    77.099  
 1.0    16.0    320.0    337.0    319.0    342.0    -1.0    -1.0    0.0    81.705    81.705    92.009    92.509    95.511    95.516    96.707  
 2.0    16.0    320.0    337.0    319.0    342.0    1.0    1.0    0.0    81.705    81.705    100.041    100.541    103.543    103.547    105.405  
 1.0    16.0    19.0    64.0    29.0    71.0    1.0    1.0    0.0    112.402    112.402    122.699    123.199    126.201    126.206    127.594  
 2.0    16.0    19.0    64.0    29.0    71.0    1.0    -1.0    1.0    112.402    112.402    130.732    131.232    134.234    134.239    135.492  
 1.0    16.0    339.0    323.0    330.0    330.0    -1.0    -1.0    0.0    143.384    143.384    153.689    154.19    157.192    157.196    158.601  
 2.0    16.0    339.0    323.0    330.0    330.0    1.0    1.0    0.0    143.384    143.384    161.724    162.224    165.226    165.231    166.583  
 1.0    16.0    128.0    155.0    129.0    147.0    -1.0    1.0    1.0    174.107    174.107    184.413    184.913    187.914    187.919    189.074  
 2.0    16.0    128.0    155.0    129.0    147.0    1.0    1.0    0.0    174.107    174.107    192.445    192.945    195.947    195.952    197.456  
 1.0    16.0    22.0    60.0    21.0    57.0    -1.0    999.0    999.0    205.057    205.057    215.369    215.87    218.872    218.877    223.379  
 2.0    16.0    22.0    60.0    21.0    57.0    -1.0    -1.0    0.0    205.057    205.057    223.417    223.918    226.92    226.924    228.129  
 1.0    16.0    325.0    334.0    317.0    325.0    -1.0    -1.0    0.0    234.788    234.788    245.091    245.592    248.594    248.599    249.836  
 2.0    16.0    325.0    334.0    317.0    325.0    -1.0    -1.0    0.0    234.788    234.788    253.124    253.624    256.626    256.631    258.101  
 1.0    16.0    17.0    75.0    26.0    74.0    1.0    -1.0    1.0    265.645    265.645    275.947    276.448    279.45    279.454    280.892  
 2.0    16.0    17.0    75.0    26.0    74.0    -1.0    1.0    1.0    265.645    265.645    283.981    284.482    287.484    287.488    288.691  
 1.0    16.0    334.0    308.0    342.0    306.0    1.0    1.0    0.0    296.423    296.423    306.721    307.221    310.223    310.228    311.415  
 2.0    16.0    334.0    308.0    342.0    306.0    -1.0    999.0    999.0    296.423    296.423    314.754    315.253    318.255    318.26    322.763  
 1.0    16.0    344.0    300.0    346.0    303.0    1.0    -1.0    1.0    327.05    327.05    337.36    337.86    340.863    340.867    342.472  
 2.0    16.0    344.0    300.0    346.0    303.0    1.0    1.0    0.0    327.05    327.05    345.396    345.896    348.898    348.902    350.504  
 1.0    16.0    131.0    109.0    141.0    116.0    -1.0    1.0    1.0    357.708    357.708    368.017    368.517    371.519    371.524    373.112  
 2.0    16.0    131.0    109.0    141.0    116.0    -1.0    -1.0    0.0    357.708    357.708    376.051    376.552    379.554    379.559    380.659  
 1.0    16.0    13.0    57.0    18.0    62.0    1.0    999.0    999.0    388.663    388.663    398.973    399.474    402.476    402.481    406.984  
 2.0    16.0    13.0    57.0    18.0    62.0    1.0    999.0    999.0    388.663    388.663    407.022    407.523    410.524    410.529    415.031  
