 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096    47.096  
 1.0    14.0    119.0    140.0    128.0    132.0    -1.0    -1.0    0.0    49.772    49.772    50.003    50.486    53.505    53.505    54.672  
 2.0    14.0    119.0    140.0    128.0    132.0    1.0    1.0    0.0    49.772    49.772    56.307    56.638    59.81    59.81    60.541  
 1.0    14.0    329.0    329.0    338.0    331.0    1.0    1.0    0.0    65.203    65.203    65.43    65.761    68.933    68.933    69.867  
 2.0    14.0    329.0    329.0    338.0    331.0    1.0    -1.0    1.0    65.203    65.203    71.034    71.366    74.537    74.537    75.735  
 1.0    14.0    128.0    130.0    132.0    120.0    -1.0    -1.0    0.0    80.592    80.592    80.825    81.156    84.327    84.327    86.026  
 2.0    14.0    128.0    130.0    132.0    120.0    1.0    1.0    0.0    80.592    80.592    87.13    87.461    90.632    90.632    91.43  
 1.0    14.0    112.0    118.0    119.0    121.0    -1.0    -1.0    0.0    95.935    95.935    96.169    96.5    99.672    99.672    100.373  
 2.0    14.0    112.0    118.0    119.0    121.0    -1.0    -1.0    0.0    95.935    95.935    101.871    102.338    105.374    105.374    106.708  
 1.0    14.0    73.0    53.0    75.0    46.0    1.0    1.0    0.0    111.29    111.29    111.747    112.079    115.25    115.25    116.282  
 2.0    14.0    73.0    53.0    75.0    46.0    -1.0    1.0    1.0    111.29    111.29    116.885    117.216    120.387    120.387    122.255  
 1.0    14.0    50.0    11.0    57.0    10.0    1.0    1.0    0.0    126.845    126.845    127.075    127.559    130.578    130.578    131.512  
 2.0    14.0    50.0    11.0    57.0    10.0    -1.0    0.0    999.0    126.845    126.845    132.213    132.544    135.715    135.715    0.0  
 1.0    14.0    28.0    68.0    33.0    70.0    1.0    -1.0    1.0    142.057    142.057    142.35    142.834    145.853    145.853    147.754  
 2.0    14.0    28.0    68.0    33.0    70.0    1.0    0.0    999.0    142.057    142.057    148.357    148.688    151.86    151.86    0.0  
 1.0    14.0    70.0    30.0    79.0    20.0    1.0    1.0    0.0    157.467    157.467    157.778    158.262    161.281    161.281    162.181  
 2.0    14.0    70.0    30.0    79.0    20.0    -1.0    -1.0    0.0    157.467    157.467    163.149    163.633    166.651    166.651    167.738  
 1.0    14.0    36.0    19.0    33.0    26.0    -1.0    1.0    1.0    173.178    173.178    173.643    173.974    177.144    177.144    178.546  
 2.0    14.0    36.0    19.0    33.0    26.0    1.0    1.0    0.0    173.178    173.178    179.013    179.48    182.516    182.516    183.683  
 1.0    14.0    73.0    45.0    81.0    37.0    1.0    1.0    0.0    188.739    188.739    189.035    189.518    192.537    192.538    193.64  
 2.0    14.0    73.0    45.0    81.0    37.0    -1.0    1.0    1.0    188.739    188.739    195.742    196.073    199.244    199.244    200.645  
 1.0    14.0    164.0    148.0    166.0    139.0    -1.0    1.0    1.0    204.521    204.521    204.812    205.28    208.298    208.298    209.902  
 2.0    14.0    164.0    148.0    166.0    139.0    1.0    1.0    0.0    204.521    204.521    210.586    210.917    214.088    214.088    215.022  
 1.0    14.0    105.0    114.0    114.0    121.0    -1.0    -1.0    0.0    219.72    219.72    219.943    220.273    223.445    223.445    224.629  
 2.0    14.0    105.0    114.0    114.0    121.0    -1.0    -1.0    0.0    219.72    219.72    226.948    227.279    230.45    230.45    231.215  
 1.0    14.0    50.0    36.0    45.0    45.0    -1.0    -1.0    0.0    235.294    235.294    235.537    236.018    239.039    239.039    240.957  
 2.0    14.0    50.0    36.0    45.0    45.0    1.0    1.0    0.0    235.294    235.294    241.125    241.457    244.627    244.627    245.795  
 1.0    14.0    245.0    215.0    253.0    217.0    -1.0    0.0    999.0    250.722    250.722    251.182    251.514    254.685    254.685    0.0  
 2.0    14.0    245.0    215.0    253.0    217.0    -1.0    0.0    999.0    250.722    250.722    256.867    257.351    260.369    260.369    0.0  
 1.0    14.0    255.0    226.0    245.0    228.0    1.0    1.0    0.0    266.609    266.609    266.942    267.409    270.443    270.443    272.279  
 2.0    14.0    255.0    226.0    245.0    228.0    -1.0    -1.0    0.0    266.609    266.609    273.412    273.896    276.915    276.915    277.818  
 1.0    14.0    217.0    199.0    213.0    198.0    1.0    1.0    0.0    282.174    282.174    282.454    282.937    285.956    285.956    286.89  
 2.0    14.0    217.0    199.0    213.0    198.0    1.0    0.0    999.0    282.174    282.174    288.009    288.341    291.512    291.512    0.0  
 1.0    14.0    228.0    236.0    220.0    229.0    1.0    0.0    999.0    298.045    298.045    298.525    298.992    302.028    302.028    0.0  
 2.0    14.0    228.0    236.0    220.0    229.0    1.0    0.0    999.0    298.045    298.045    304.953    305.428    308.456    308.456    0.0  
 1.0    14.0    337.0    325.0    340.0    328.0    1.0    0.0    999.0    313.475    313.475    313.722    314.206    317.228    317.228    0.0  
 2.0    14.0    337.0    325.0    340.0    328.0    1.0    0.0    999.0    313.475    313.475    319.425    319.883    322.899    322.899    0.0  
