 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    5.0    311.0    230.0    130.0    300.4    206.1    29.0    10.6    4.0    1.0    -1.0    0.0    291.0    20.0    20.0    20.0    311.0    300.4    4.0    230.0    206.1    3.0    130.0    2.0    29.0    1.0    56.465    57.507    64.863    70.218    5.022    75.239    14.253  
 1.0    7.0    5.0    54.0    135.0    229.0    69.1    156.8    298.0    15.1    1.0    1.0    1.0    0.0    56.0    -2.0    2.0    2.0    54.0    69.1    1.0    135.0    156.8    2.0    229.0    3.0    298.0    4.0    75.877    76.889    84.244    89.6    5.02    94.62    14.221  
 1.0    7.0    12.0    52.0    119.0    238.0    62.3    144.7    300.0    10.3    1.0    2.0    1.0    0.0    70.0    -18.0    18.0    18.0    52.0    62.3    1.0    119.0    144.7    2.0    238.0    3.0    300.0    4.0    95.257    103.626    96.27    115.979    5.027    121.006    21.22  
 1.0    7.0    12.0    146.0    324.0    220.0    132.6    295.6    63.0    13.4    2.0    2.0    -1.0    0.0    149.0    -3.0    3.0    -3.0    146.0    132.6    2.0    324.0    295.6    4.0    220.0    3.0    63.0    1.0    121.643    130.013    122.656    142.369    5.023    147.392    21.224  
 3.0    7.0    12.0    41.0    154.0    323.0    248.0    138.9    296.0    153.0    1.0    2.0    0.0    0.0    27.0    14.0    14.0    14.0    154.0    138.9    2.0    323.0    296.0    4.0    41.0    1.0    248.0    3.0    148.03    156.398    149.042    168.753    5.024    173.778    21.222  
 3.0    7.0    12.0    205.0    139.0    334.0    65.0    123.8    304.4    140.0    3.0    2.0    0.0    0.0    195.0    10.0    10.0    10.0    139.0    123.8    2.0    334.0    304.4    4.0    205.0    3.0    65.0    1.0    174.415    182.784    175.427    195.137    5.026    200.163    21.221  
 1.0    0.2    12.0    326.0    141.0    245.0    311.1    115.5    33.0    14.9    4.0    2.0    -1.0    1.0    343.0    -17.0    17.0    -17.0    326.0    311.1    4.0    141.0    115.5    2.0    245.0    3.0    33.0    1.0    200.803    202.371    201.815    214.726    5.019    219.744    14.423  
 3.0    0.2    12.0    54.0    305.0    218.0    143.0    315.4    239.7    89.0    1.0    2.0    0.0    0.0    59.0    -5.0    5.0    5.0    305.0    315.4    4.0    218.0    239.7    3.0    54.0    1.0    143.0    2.0    220.383    221.951    221.395    234.305    5.021    239.325    14.421  
 3.0    0.2    11.8    306.0    146.0    42.0    242.0    156.3    66.8    64.0    4.0    1.0    0.0    1.0    311.0    -5.0    5.0    -5.0    146.0    156.3    2.0    42.0    66.8    1.0    306.0    4.0    242.0    3.0    239.963    240.974    241.529    253.683    5.023    258.706    14.219  
 3.0    7.0    5.0    325.0    40.0    151.0    245.0    28.2    125.6    80.0    4.0    1.0    0.0    1.0    338.0    -13.0    13.0    -13.0    40.0    28.2    1.0    151.0    125.6    2.0    325.0    4.0    245.0    3.0    259.344    260.356    267.712    273.068    5.019    278.086    14.223  
 1.0    0.2    11.8    60.0    138.0    228.0    42.9    113.9    294.0    17.1    1.0    1.0    -1.0    0.0    68.0    -8.0    8.0    -8.0    60.0    42.9    1.0    138.0    113.9    2.0    228.0    3.0    294.0    4.0    278.725    279.737    280.293    292.447    5.02    297.467    14.221  
 3.0    7.0    5.0    315.0    45.0    144.0    210.0    31.9    114.3    105.0    4.0    1.0    0.0    1.0    320.0    -5.0    5.0    -5.0    45.0    31.9    1.0    144.0    114.3    2.0    315.0    4.0    210.0    3.0    298.104    299.117    306.473    311.828    5.02    316.848    14.222  
 3.0    7.0    5.0    157.0    321.0    60.0    206.0    308.0    38.5    49.0    2.0    1.0    0.0    1.0    180.0    -23.0    23.0    23.0    321.0    308.0    4.0    60.0    38.5    1.0    157.0    2.0    206.0    3.0    317.485    318.497    325.853    331.208    5.021    336.229    14.221  
 1.0    0.2    12.0    314.0    65.0    249.0    294.3    37.9    141.0    19.7    4.0    2.0    -1.0    0.0    259.0    55.0    55.0    -55.0    314.0    294.3    4.0    65.0    37.9    1.0    249.0    3.0    141.0    2.0    336.867    338.435    337.879    350.789    5.023    355.812    14.421  
 1.0    7.0    12.0    40.0    323.0    151.0    29.0    293.1    212.0    11.0    1.0    2.0    -1.0    1.0    21.0    19.0    19.0    19.0    40.0    29.0    1.0    323.0    293.1    4.0    151.0    2.0    212.0    3.0    356.447    364.816    357.459    377.17    5.027    382.197    21.221  
 3.0    7.0    5.0    228.0    147.0    327.0    55.0    134.2    303.2    173.0    3.0    1.0    0.0    1.0    200.0    28.0    28.0    28.0    147.0    134.2    2.0    327.0    303.2    4.0    228.0    3.0    55.0    1.0    382.834    383.846    391.203    396.557    5.019    401.576    14.223  
 1.0    7.0    5.0    48.0    240.0    320.0    35.4    214.8    129.0    12.6    1.0    1.0    -1.0    1.0    39.0    9.0    9.0    9.0    48.0    35.4    1.0    240.0    214.8    3.0    320.0    4.0    129.0    2.0    402.214    403.226    410.582    415.934    5.022    420.957    14.22  
 1.0    7.0    5.0    33.0    132.0    215.0    45.5    152.2    290.0    12.5    1.0    1.0    1.0    0.0    30.0    3.0    3.0    -3.0    33.0    45.5    1.0    132.0    152.2    2.0    215.0    3.0    290.0    4.0    421.595    422.607    429.963    435.317    5.02    440.337    14.221  
 1.0    7.0    12.0    127.0    64.0    339.0    116.2    40.9    212.0    10.8    2.0    2.0    -1.0    0.0    113.0    14.0    14.0    14.0    127.0    116.2    2.0    64.0    40.9    1.0    339.0    4.0    212.0    3.0    440.975    449.342    441.987    461.694    5.029    466.723    21.218  
 1.0    7.0    5.0    35.0    312.0    202.0    54.2    332.4    136.0    19.2    1.0    1.0    1.0    0.0    90.0    -55.0    55.0    -55.0    35.0    54.2    1.0    312.0    332.4    4.0    202.0    3.0    136.0    2.0    467.36    468.374    475.73    481.083    5.02    486.104    14.221  
 1.0    7.0    12.0    314.0    234.0    33.0    303.1    211.4    148.0    10.9    4.0    2.0    -1.0    1.0    302.0    12.0    12.0    12.0    314.0    303.1    4.0    234.0    211.4    3.0    33.0    1.0    148.0    2.0    486.741    495.113    487.754    507.467    5.023    512.49    21.224  
 1.0    7.0    5.0    304.0    29.0    215.0    320.0    51.8    115.0    16.0    4.0    1.0    1.0    0.0    307.0    -3.0    3.0    3.0    304.0    320.0    4.0    29.0    51.8    1.0    215.0    3.0    115.0    2.0    513.127    514.139    521.495    526.85    5.021    531.871    14.221  
 3.0    7.0    5.0    204.0    147.0    68.0    316.0    131.0    41.6    112.0    3.0    1.0    0.0    0.0    248.0    -44.0    44.0    44.0    147.0    131.0    2.0    68.0    41.6    1.0    204.0    3.0    316.0    4.0    532.507    533.519    540.875    546.228    5.023    551.251    14.219  
 1.0    0.2    12.0    300.0    121.0    242.0    315.7    148.6    57.0    15.7    4.0    2.0    1.0    1.0    289.0    11.0    11.0    -11.0    300.0    315.7    4.0    121.0    148.6    2.0    242.0    3.0    57.0    1.0    551.889    553.457    552.901    565.811    5.021    570.832    14.421  
 1.0    7.0    12.0    137.0    28.0    213.0    154.0    55.2    293.0    17.0    2.0    2.0    1.0    0.0    149.0    -12.0    12.0    12.0    137.0    154.0    2.0    28.0    55.2    1.0    213.0    3.0    293.0    4.0    571.469    579.836    572.48    592.19    5.028    597.218    21.22  
 3.0    0.2    12.0    110.0    41.0    223.0    290.0    24.6    203.0    180.0    2.0    2.0    0.0    0.0    109.0    1.0    1.0    1.0    41.0    24.6    1.0    223.0    203.0    3.0    110.0    2.0    290.0    4.0    597.856    599.425    598.869    611.781    5.018    616.799    14.424  
 1.0    0.2    12.0    32.0    298.0    208.0    43.9    326.2    124.0    11.9    1.0    2.0    1.0    1.0    44.0    -12.0    12.0    12.0    32.0    43.9    1.0    298.0    326.2    4.0    208.0    3.0    124.0    2.0    617.436    619.006    618.448    631.361    5.019    636.38    14.423  
 55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844    55.844  
