 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 191.0    191.0    14.0    3.0    195.0    0.0    1.0    1.0    44.523    4.738    44.523    45.028    48.744    51.215  
 97.0    89.0    14.0    3.0    95.0    1.0    1.0    0.0    55.675    4.745    55.675    56.178    59.901    60.987  
 274.0    274.0    14.0    3.0    275.0    0.0    0.0    0.0    67.243    4.736    67.243    67.746    71.46    72.615  
 322.0    322.0    14.0    3.0    325.0    0.0    0.0    0.0    78.757    4.746    78.757    79.261    82.985    83.988  
 36.0    28.0    14.0    3.0    35.0    1.0    1.0    0.0    90.466    4.745    90.466    90.97    94.693    96.496  
 123.0    133.0    14.0    3.0    125.0    1.0    0.0    1.0    101.995    4.742    101.995    102.498    106.219    107.721  
 224.0    224.0    14.0    3.0    225.0    0.0    0.0    0.0    112.49    4.739    112.49    112.994    116.709    117.728  
 286.0    286.0    14.0    3.0    285.0    0.0    0.0    0.0    124.03    4.739    124.03    124.534    128.251    129.22  
 354.0    354.0    14.0    3.0    355.0    0.0    0.0    0.0    134.092    4.734    134.092    134.595    138.309    139.178  
 172.0    164.0    14.0    3.0    175.0    1.0    1.0    0.0    144.36    4.741    144.36    144.864    148.583    149.735  
 248.0    248.0    14.0    3.0    245.0    0.0    1.0    1.0    155.084    4.741    155.084    155.588    159.307    160.826  
 78.0    70.0    14.0    3.0    75.0    1.0    0.0    1.0    165.258    4.741    165.258    165.761    169.481    170.4  
 162.0    153.0    14.0    3.0    165.0    1.0    1.0    0.0    175.363    4.743    175.363    175.867    179.588    180.841  
 102.0    94.0    14.0    3.0    105.0    1.0    1.0    0.0    186.408    4.74    186.408    186.912    190.63    191.799  
 331.0    331.0    14.0    3.0    335.0    0.0    0.0    0.0    198.03    4.744    198.03    198.533    202.254    203.607  
 44.0    49.0    14.0    3.0    45.0    1.0    0.0    1.0    209.107    4.742    209.107    209.61    213.329    214.916  
 341.0    341.0    14.0    3.0    345.0    0.0    1.0    1.0    219.081    4.741    219.081    219.585    223.303    225.34  
 141.0    149.0    14.0    3.0    145.0    1.0    0.0    1.0    229.075    4.738    229.075    229.58    233.294    234.146  
 219.0    219.0    14.0    3.0    215.0    0.0    0.0    0.0    239.635    4.734    239.635    240.139    243.851    245.487  
 52.0    45.0    14.0    3.0    55.0    1.0    1.0    0.0    250.734    4.744    250.734    251.238    254.96    256.129  
 183.0    183.0    14.0    3.0    185.0    0.0    1.0    1.0    260.671    4.731    260.671    261.174    264.883    266.253  
 68.0    61.0    14.0    3.0    65.0    1.0    0.0    1.0    272.295    4.731    272.295    272.799    276.509    277.779  
 308.0    308.0    14.0    3.0    305.0    0.0    1.0    1.0    282.8    4.735    282.8    283.304    287.016    288.603  
 201.0    201.0    14.0    3.0    205.0    0.0    0.0    0.0    293.308    4.734    293.309    293.812    297.524    298.977  
 232.0    232.0    14.0    3.0    235.0    0.0    0.0    0.0    303.625    4.742    303.625    304.128    307.848    309.384  
 317.0    317.0    14.0    3.0    315.0    0.0    1.0    1.0    315.369    4.74    315.369    315.873    319.59    321.143  
 89.0    94.0    14.0    3.0    85.0    1.0    1.0    0.0    326.591    4.742    326.591    327.095    330.815    331.851  
 113.0    105.0    14.0    3.0    115.0    1.0    1.0    0.0    337.437    4.737    337.437    337.941    341.656    342.725  
 132.0    127.0    14.0    3.0    135.0    1.0    1.0    0.0    348.858    4.741    348.858    349.361    353.081    354.167  
 28.0    23.0    14.0    3.0    25.0    1.0    0.0    1.0    360.262    4.746    360.262    360.765    364.489    365.726  
 16.0    21.0    14.0    3.0    15.0    1.0    1.0    0.0    371.17    4.746    371.17    371.674    375.398    376.95  
 257.0    257.0    14.0    3.0    255.0    0.0    0.0    0.0    382.659    4.731    382.659    383.163    386.872    388.625  
 299.0    299.0    14.0    3.0    295.0    0.0    0.0    0.0    393.973    4.741    393.974    394.478    398.197    400.233  
 6.0    358.0    14.0    3.0    5.0    1.0    1.0    0.0    405.378    4.746    405.378    405.882    409.605    410.625  
 267.0    267.0    14.0    3.0    265.0    0.0    1.0    1.0    416.487    4.745    416.487    416.991    420.713    422.133  
 159.0    152.0    14.0    3.0    155.0    1.0    1.0    0.0    426.385    4.737    426.385    426.889    430.604    432.107  
 41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288    41.288  
