 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759    41.759  
 1.0    14.0    119.0    140.0    128.0    132.0    -1.0    0.0    999.0    44.134    44.134    44.429    44.913    47.932    47.932    0.0  
 2.0    14.0    119.0    140.0    128.0    132.0    1.0    -1.0    1.0    44.134    44.134    49.8    50.284    53.302    53.302    54.253  
 1.0    14.0    329.0    329.0    338.0    331.0    1.0    -1.0    1.0    59.277    59.277    59.774    60.257    63.276    63.276    63.945  
 2.0    14.0    329.0    329.0    338.0    331.0    1.0    -1.0    1.0    59.277    59.277    65.58    65.911    69.083    69.083    69.784  
 1.0    14.0    128.0    130.0    132.0    120.0    -1.0    0.0    999.0    74.88    74.88    75.104    75.571    78.607    78.607    0.0  
 2.0    14.0    128.0    130.0    132.0    120.0    1.0    1.0    0.0    74.88    74.88    80.241    80.572    83.744    83.744    84.275  
 1.0    14.0    112.0    118.0    119.0    121.0    -1.0    1.0    1.0    90.504    90.504    90.965    91.297    94.468    94.468    94.935  
 2.0    14.0    112.0    118.0    119.0    121.0    -1.0    1.0    1.0    90.504    90.504    97.1    97.584    100.604    100.604    101.24  
 1.0    14.0    73.0    53.0    75.0    46.0    1.0    -1.0    1.0    105.612    105.612    105.843    106.174    109.346    109.346    109.812  
 2.0    14.0    73.0    53.0    75.0    46.0    -1.0    1.0    1.0    105.612    105.612    112.662    113.146    116.148    116.148    116.649  
 1.0    14.0    50.0    11.0    57.0    10.0    1.0    -1.0    1.0    121.334    121.334    121.555    121.886    125.057    125.057    125.991  
 2.0    14.0    50.0    11.0    57.0    10.0    -1.0    1.0    1.0    121.334    121.334    127.159    127.626    130.661    130.661    131.226  
 1.0    14.0    28.0    68.0    33.0    70.0    1.0    1.0    0.0    136.695    136.695    137.149    137.481    140.652    140.652    141.352  
 2.0    14.0    28.0    68.0    33.0    70.0    1.0    -1.0    1.0    136.695    136.695    143.92    144.404    147.423    147.423    148.124  
