 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    219.0    305.0    138.0    238.8    331.6    23.0    19.8    3.0    1.0    1.0    0.0    194.0    25.0    25.0    -25.0    219.0    238.8    3.0    305.0    331.6    4.0    138.0    2.0    23.0    1.0    41.488    42.529    43.085    55.239    5.025    60.263    14.251  
 1.0    7.0    5.0    113.0    299.0    44.0    128.1    324.5    208.0    15.1    2.0    1.0    1.0    1.0    80.0    33.0    33.0    -33.0    113.0    128.1    2.0    299.0    324.5    4.0    44.0    1.0    208.0    3.0    60.901    61.914    69.271    74.625    5.019    79.644    14.223  
 3.0    7.0    12.0    200.0    306.0    62.0    143.0    292.6    39.3    57.0    3.0    2.0    0.0    0.0    188.0    12.0    12.0    12.0    306.0    292.6    4.0    62.0    39.3    1.0    200.0    3.0    143.0    2.0    80.281    88.651    81.294    101.004    5.026    106.03    21.221  
 1.0    0.2    11.8    220.0    313.0    130.0    230.5    333.1    57.0    10.5    3.0    1.0    1.0    1.0    200.0    20.0    20.0    -20.0    220.0    230.5    3.0    313.0    333.1    4.0    130.0    2.0    57.0    1.0    106.667    107.68    108.235    120.39    5.02    125.41    14.222  
 3.0    7.0    12.0    312.0    137.0    30.0    233.0    149.4    58.8    79.0    4.0    2.0    0.0    1.0    292.0    20.0    20.0    20.0    137.0    149.4    2.0    30.0    58.8    1.0    312.0    4.0    233.0    3.0    126.048    134.416    127.061    146.769    5.027    151.796    21.22  
 1.0    0.2    11.8    124.0    224.0    299.0    112.2    203.4    25.0    11.8    2.0    1.0    -1.0    1.0    120.0    4.0    4.0    4.0    124.0    112.2    2.0    224.0    203.4    3.0    299.0    4.0    25.0    1.0    152.434    153.446    154.002    166.156    5.021    171.177    14.22  
 3.0    0.2    12.0    63.0    233.0    127.0    292.0    246.2    152.5    131.0    1.0    2.0    0.0    1.0    71.0    -8.0    8.0    -8.0    233.0    246.2    3.0    127.0    152.5    2.0    63.0    1.0    292.0    4.0    171.814    173.38    172.825    185.736    5.022    190.758    14.42  
 1.0    7.0    12.0    327.0    144.0    207.0    308.1    123.6    23.0    18.9    4.0    2.0    -1.0    0.0    328.0    -1.0    1.0    -1.0    327.0    308.1    4.0    144.0    123.6    2.0    207.0    3.0    23.0    1.0    191.395    199.763    192.407    212.116    5.027    217.143    21.22  
 3.0    7.0    12.0    327.0    215.0    136.0    58.0    233.2    158.9    91.0    4.0    2.0    0.0    1.0    321.0    6.0    6.0    -6.0    215.0    233.2    3.0    136.0    158.9    2.0    327.0    4.0    58.0    1.0    217.781    226.148    218.792    238.501    5.028    243.529    21.219  
 1.0    7.0    12.0    298.0    29.0    146.0    312.8    50.7    218.0    14.8    4.0    2.0    1.0    1.0    297.0    1.0    1.0    -1.0    298.0    312.8    4.0    29.0    50.7    1.0    146.0    2.0    218.0    3.0    244.167    252.535    245.179    264.888    5.027    269.915    21.22  
 1.0    0.2    11.8    132.0    62.0    329.0    112.4    40.3    244.0    19.6    2.0    1.0    -1.0    1.0    104.0    28.0    28.0    28.0    132.0    112.4    2.0    62.0    40.3    1.0    329.0    4.0    244.0    3.0    270.553    271.565    272.12    284.274    5.022    289.296    14.22  
 3.0    0.2    12.0    245.0    311.0    40.0    119.0    330.6    69.7    126.0    3.0    2.0    0.0    0.0    242.0    3.0    3.0    3.0    311.0    330.6    4.0    40.0    69.7    1.0    245.0    3.0    119.0    2.0    289.933    291.501    290.945    303.854    5.022    308.876    14.42  
 1.0    0.2    11.8    37.0    150.0    240.0    26.2    122.4    296.0    10.8    1.0    1.0    -1.0    1.0    49.0    -12.0    12.0    -12.0    37.0    26.2    1.0    150.0    122.4    2.0    240.0    3.0    296.0    4.0    309.513    310.525    311.081    323.236    5.021    328.257    14.22  
 1.0    7.0    5.0    331.0    52.0    115.0    314.3    22.8    238.0    16.7    4.0    1.0    -1.0    0.0    334.0    -3.0    3.0    -3.0    331.0    314.3    4.0    52.0    22.8    1.0    115.0    2.0    238.0    3.0    328.894    329.905    337.262    342.615    5.023    347.638    14.219  
 3.0    7.0    12.0    223.0    309.0    27.0    152.0    325.6    49.5    71.0    3.0    2.0    0.0    0.0    205.0    18.0    18.0    18.0    309.0    325.6    4.0    27.0    49.5    1.0    223.0    3.0    152.0    2.0    348.276    356.644    349.288    368.998    5.026    374.024    21.222  
 3.0    0.2    11.8    131.0    27.0    290.0    217.0    42.0    318.1    86.0    2.0    1.0    0.0    0.0    133.0    -2.0    2.0    2.0    27.0    42.0    1.0    290.0    318.1    4.0    131.0    2.0    217.0    3.0    374.661    375.674    376.228    388.383    5.022    393.405    14.22  
 1.0    7.0    12.0    217.0    325.0    33.0    205.9    303.7    133.0    11.1    3.0    2.0    -1.0    0.0    217.0    0.0    0.0    0.0    217.0    205.9    3.0    325.0    303.7    4.0    33.0    1.0    133.0    2.0    394.043    402.411    395.055    414.764    5.026    419.79    21.221  
 1.0    7.0    12.0    116.0    293.0    22.0    131.1    319.5    214.0    15.1    2.0    2.0    1.0    1.0    109.0    7.0    7.0    -7.0    116.0    131.1    2.0    293.0    319.5    4.0    22.0    1.0    214.0    3.0    420.428    428.795    421.44    441.149    5.027    446.176    21.22  
 1.0    0.2    12.0    224.0    59.0    328.0    212.2    34.4    119.0    11.8    3.0    2.0    -1.0    0.0    216.0    8.0    8.0    8.0    224.0    212.2    3.0    59.0    34.4    1.0    328.0    4.0    119.0    2.0    446.813    448.38    447.825    460.735    5.022    465.757    14.419  
 3.0    7.0    5.0    122.0    55.0    318.0    236.0    40.4    291.2    114.0    2.0    1.0    0.0    0.0    108.0    14.0    14.0    -14.0    55.0    40.4    1.0    318.0    291.2    4.0    122.0    2.0    236.0    3.0    466.394    467.406    474.762    480.117    5.02    485.138    14.221  
 1.0    0.2    11.8    316.0    58.0    153.0    303.3    35.8    241.0    12.7    4.0    1.0    -1.0    1.0    330.0    -14.0    14.0    -14.0    316.0    303.3    4.0    58.0    35.8    1.0    153.0    2.0    241.0    3.0    485.776    486.787    487.343    499.497    5.022    504.518    14.22  
 1.0    7.0    12.0    217.0    306.0    136.0    229.1    331.1    37.0    12.1    3.0    2.0    1.0    1.0    200.0    17.0    17.0    -17.0    217.0    229.1    3.0    306.0    331.1    4.0    136.0    2.0    37.0    1.0    505.156    513.524    506.168    525.878    5.026    530.904    21.22  
 3.0    0.2    11.8    138.0    41.0    290.0    248.0    56.2    317.5    110.0    2.0    1.0    0.0    1.0    135.0    3.0    3.0    -3.0    41.0    56.2    1.0    290.0    317.5    4.0    138.0    2.0    248.0    3.0    531.541    532.554    533.109    545.263    5.022    550.285    14.22  
