 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    142.0    241.0    321.0    126.0    214.7    64.0    16.0    2.0    1.0    -1.0    1.0    142.0    0.0    0.0    0.0    142.0    126.0    2.0    241.0    214.7    3.0    321.0    4.0    64.0    1.0    57.666    58.708    59.264    71.419    5.022    76.441    14.253  
 3.0    7.0    12.0    204.0    51.0    114.0    311.0    65.1    134.2    107.0    3.0    2.0    0.0    1.0    212.0    -8.0    8.0    8.0    51.0    65.1    1.0    114.0    134.2    2.0    204.0    3.0    311.0    4.0    77.079    85.448    78.092    97.801    5.025    102.827    21.221  
 3.0    7.0    5.0    63.0    200.0    139.0    305.0    216.7    159.5    118.0    1.0    1.0    0.0    1.0    43.0    20.0    20.0    20.0    200.0    216.7    3.0    139.0    159.5    2.0    63.0    1.0    305.0    4.0    103.465    104.477    111.832    117.188    5.02    122.208    14.222  
 3.0    7.0    12.0    296.0    223.0    156.0    53.0    204.2    126.5    117.0    4.0    2.0    0.0    1.0    313.0    -17.0    17.0    17.0    223.0    204.2    3.0    156.0    126.5    2.0    296.0    4.0    53.0    1.0    122.846    131.214    123.859    143.568    5.025    148.593    21.222  
 3.0    0.2    11.8    312.0    42.0    232.0    113.0    29.4    206.6    161.0    4.0    1.0    0.0    0.0    313.0    -1.0    1.0    1.0    42.0    29.4    1.0    232.0    206.6    3.0    312.0    4.0    113.0    2.0    149.232    150.244    150.8    162.954    5.02    167.974    14.221  
 1.0    7.0    12.0    322.0    137.0    203.0    303.4    111.7    27.0    18.6    4.0    2.0    -1.0    1.0    327.0    -5.0    5.0    -5.0    322.0    303.4    4.0    137.0    111.7    2.0    203.0    3.0    27.0    1.0    168.612    176.981    169.624    189.336    5.023    194.36    21.223  
 3.0    0.2    12.0    152.0    216.0    43.0    303.0    230.6    66.2    151.0    2.0    2.0    0.0    1.0    152.0    0.0    0.0    0.0    216.0    230.6    3.0    43.0    66.2    1.0    152.0    2.0    303.0    4.0    194.998    196.565    196.009    208.919    5.022    213.94    14.42  
 3.0    0.2    11.8    131.0    242.0    339.0    43.0    230.4    311.9    88.0    2.0    1.0    0.0    0.0    142.0    -11.0    11.0    -11.0    242.0    230.4    3.0    339.0    311.9    4.0    131.0    2.0    43.0    1.0    214.578    215.59    216.145    228.299    5.022    233.321    14.22  
 3.0    0.2    11.8    313.0    39.0    243.0    153.0    22.4    215.4    160.0    4.0    1.0    0.0    0.0    298.0    15.0    15.0    15.0    39.0    22.4    1.0    243.0    215.4    3.0    313.0    4.0    153.0    2.0    233.959    234.97    235.525    247.679    5.023    252.702    14.219  
 1.0    0.2    11.8    137.0    227.0    302.0    118.5    200.5    69.0    18.5    2.0    1.0    -1.0    1.0    140.0    -3.0    3.0    -3.0    137.0    118.5    2.0    227.0    200.5    3.0    302.0    4.0    69.0    1.0    253.339    254.352    254.908    267.063    5.02    272.083    14.222  
 3.0    7.0    5.0    68.0    114.0    208.0    334.0    129.7    231.1    94.0    1.0    1.0    0.0    1.0    66.0    2.0    2.0    2.0    114.0    129.7    2.0    208.0    231.1    3.0    68.0    1.0    334.0    4.0    272.72    273.732    281.087    286.442    5.022    291.463    14.22  
 1.0    0.2    12.0    231.0    21.0    334.0    241.6    42.0    151.0    10.6    3.0    2.0    1.0    0.0    223.0    8.0    8.0    -8.0    231.0    241.6    3.0    21.0    42.0    1.0    334.0    4.0    151.0    2.0    292.101    293.668    293.113    306.022    5.022    311.044    14.419  
 1.0    7.0    5.0    315.0    212.0    61.0    332.6    236.2    120.0    17.6    4.0    1.0    1.0    0.0    304.0    11.0    11.0    -11.0    315.0    332.6    4.0    212.0    236.2    3.0    61.0    1.0    120.0    2.0    311.682    312.694    320.05    325.404    5.021    330.425    14.221  
 1.0    0.2    11.8    318.0    26.0    206.0    329.8    50.4    147.0    11.8    4.0    1.0    1.0    1.0    322.0    -4.0    4.0    4.0    318.0    329.8    4.0    26.0    50.4    1.0    206.0    3.0    147.0    2.0    331.062    332.074    332.629    344.783    5.022    349.805    14.219  
 3.0    0.2    11.8    309.0    49.0    248.0    134.0    34.0    220.4    175.0    4.0    1.0    0.0    1.0    319.0    -10.0    10.0    10.0    49.0    34.0    1.0    248.0    220.4    3.0    309.0    4.0    134.0    2.0    350.443    351.455    352.012    364.167    5.019    369.186    14.223  
 3.0    7.0    12.0    305.0    47.0    233.0    111.0    31.6    212.1    166.0    4.0    2.0    0.0    0.0    308.0    -3.0    3.0    3.0    47.0    31.6    1.0    233.0    212.1    3.0    305.0    4.0    111.0    2.0    369.824    378.192    370.836    390.547    5.025    395.572    21.222  
 3.0    0.2    12.0    20.0    318.0    114.0    240.0    329.9    139.3    140.0    1.0    2.0    0.0    1.0    17.0    3.0    3.0    3.0    318.0    329.9    4.0    114.0    139.3    2.0    20.0    1.0    240.0    3.0    396.21    397.778    397.221    410.132    5.021    415.153    14.421  
 1.0    7.0    12.0    332.0    249.0    116.0    314.1    228.1    61.0    17.9    4.0    2.0    -1.0    1.0    344.0    -12.0    12.0    -12.0    332.0    314.1    4.0    249.0    228.1    3.0    116.0    2.0    61.0    1.0    415.79    424.158    416.802    436.512    5.027    441.539    21.22  
 3.0    0.2    11.8    301.0    52.0    233.0    110.0    35.8    203.5    169.0    4.0    1.0    0.0    0.0    300.0    1.0    1.0    -1.0    52.0    35.8    1.0    233.0    203.5    3.0    301.0    4.0    110.0    2.0    442.177    443.188    443.744    455.898    5.021    460.919    14.221  
 3.0    0.2    11.8    45.0    323.0    200.0    111.0    335.0    225.9    66.0    1.0    1.0    0.0    1.0    38.0    7.0    7.0    -7.0    323.0    335.0    4.0    200.0    225.9    3.0    45.0    1.0    111.0    2.0    461.556    462.569    463.124    475.278    5.022    480.3    14.22  
 1.0    0.2    12.0    49.0    334.0    233.0    37.9    309.7    121.0    11.1    1.0    2.0    -1.0    1.0    36.0    13.0    13.0    13.0    49.0    37.9    1.0    334.0    309.7    4.0    233.0    3.0    121.0    2.0    480.937    482.505    481.949    494.858    5.022    499.881    14.42  
 3.0    7.0    5.0    132.0    39.0    328.0    212.0    20.9    306.9    80.0    2.0    1.0    0.0    0.0    149.0    -17.0    17.0    17.0    39.0    20.9    1.0    328.0    306.9    4.0    132.0    2.0    212.0    3.0    500.518    501.53    508.886    514.24    5.021    519.261    14.221  
 1.0    7.0    12.0    290.0    133.0    219.0    303.1    159.0    29.0    13.1    4.0    2.0    1.0    0.0    282.0    8.0    8.0    -8.0    290.0    303.1    4.0    133.0    159.0    2.0    219.0    3.0    29.0    1.0    519.899    528.267    520.911    540.623    5.024    545.647    21.223  
 3.0    7.0    5.0    118.0    334.0    243.0    55.0    320.3    216.0    63.0    2.0    1.0    0.0    1.0    116.0    2.0    2.0    2.0    334.0    320.3    4.0    243.0    216.0    3.0    118.0    2.0    55.0    1.0    546.285    547.297    554.653    560.007    5.021    565.028    14.221  
 1.0    0.2    11.8    123.0    204.0    41.0    137.2    227.1    300.0    14.2    2.0    1.0    1.0    1.0    135.0    -12.0    12.0    12.0    123.0    137.2    2.0    204.0    227.1    3.0    41.0    1.0    300.0    4.0    565.665    566.678    567.234    579.388    5.021    584.409    14.221  
 1.0    0.2    11.8    320.0    120.0    51.0    334.1    146.0    248.0    14.1    4.0    1.0    1.0    1.0    323.0    -3.0    3.0    3.0    320.0    334.1    4.0    120.0    146.0    2.0    51.0    1.0    248.0    3.0    585.046    586.058    586.613    598.767    5.022    603.789    14.22  
 3.0    0.2    12.0    131.0    228.0    322.0    33.0    211.4    294.1    98.0    2.0    2.0    0.0    0.0    147.0    -16.0    16.0    -16.0    228.0    211.4    3.0    322.0    294.1    4.0    131.0    2.0    33.0    1.0    604.427    605.994    605.438    618.348    5.022    623.37    14.42  
 57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046    57.046  
