 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 197.0    197.0    14.0    3.0    195.0    0.0    0.0    0.0    44.699    4.732    44.699    45.202    48.911    50.133  
 157.0    163.0    14.0    3.0    155.0    1.0    0.0    1.0    55.032    4.738    55.032    55.536    59.252    60.688  
 93.0    87.0    14.0    3.0    95.0    1.0    1.0    0.0    65.823    4.74    65.823    66.326    70.043    70.947  
 1.0    353.0    14.0    3.0    5.0    1.0    1.0    0.0    76.724    4.746    76.724    77.228    80.952    81.903  
 64.0    74.0    14.0    3.0    65.0    1.0    1.0    0.0    88.443    4.735    88.443    88.947    92.66    93.579  
 334.0    334.0    14.0    3.0    335.0    0.0    0.0    0.0    100.051    4.735    100.051    100.555    104.268    106.038  
 349.0    349.0    14.0    3.0    345.0    0.0    1.0    1.0    111.338    4.74    111.338    111.841    115.56    117.396  
 244.0    244.0    14.0    3.0    245.0    0.0    0.0    0.0    122.96    4.743    122.96    123.463    127.185    127.987  
 104.0    96.0    14.0    3.0    105.0    1.0    1.0    0.0    133.195    4.732    133.195    133.699    137.409    138.511  
 266.0    266.0    14.0    3.0    265.0    0.0    0.0    0.0    144.37    4.732    144.37    144.873    148.584    149.836  
 272.0    272.0    14.0    3.0    275.0    0.0    0.0    0.0    154.954    4.738    154.954    155.458    159.174    160.06  
 316.0    316.0    14.0    3.0    315.0    0.0    0.0    0.0    166.516    4.736    166.516    167.02    170.733    171.669  
 234.0    234.0    14.0    3.0    235.0    0.0    0.0    0.0    176.744    4.732    176.744    177.247    180.957    181.759  
 217.0    217.0    14.0    3.0    215.0    0.0    0.0    0.0    187.178    4.738    187.178    187.682    191.398    192.184  
 56.0    50.0    14.0    3.0    55.0    1.0    0.0    1.0    198.508    4.733    198.509    199.013    202.722    203.808  
 306.0    306.0    14.0    3.0    305.0    0.0    0.0    0.0    209.224    4.74    209.224    209.729    213.447    215.384  
 253.0    253.0    14.0    3.0    255.0    0.0    0.0    0.0    219.837    4.736    219.837    220.341    224.055    225.191  
 27.0    33.0    14.0    3.0    25.0    1.0    1.0    0.0    229.866    4.748    229.866    230.371    234.095    235.381  
 292.0    292.0    14.0    3.0    295.0    0.0    0.0    0.0    241.557    4.733    241.557    242.061    245.771    247.073  
 329.0    329.0    14.0    3.0    325.0    0.0    0.0    0.0    251.621    4.743    251.621    252.124    255.845    256.847  
 126.0    134.0    14.0    3.0    125.0    1.0    1.0    0.0    261.606    4.749    261.606    262.109    265.835    267.821  
 134.0    143.0    14.0    3.0    135.0    1.0    0.0    1.0    272.966    4.745    272.966    273.47    277.193    278.546  
 203.0    203.0    14.0    3.0    205.0    0.0    0.0    0.0    284.054    4.732    284.054    284.557    288.268    289.07  
 164.0    172.0    14.0    3.0    165.0    1.0    1.0    0.0    295.668    4.744    295.668    296.172    299.893    300.979  
 226.0    226.0    14.0    3.0    225.0    0.0    0.0    0.0    306.994    4.742    306.994    307.498    311.218    312.304  
 186.0    186.0    14.0    3.0    185.0    0.0    0.0    0.0    317.048    4.746    317.048    317.55    321.275    322.728  
 113.0    106.0    14.0    3.0    115.0    1.0    1.0    0.0    328.817    4.735    328.817    329.321    333.034    334.153  
 282.0    282.0    14.0    3.0    285.0    0.0    1.0    1.0    340.405    4.739    340.405    340.909    344.625    345.661  
 77.0    84.0    14.0    3.0    75.0    1.0    1.0    0.0    351.857    4.744    351.857    352.36    356.084    357.203  
 176.0    167.0    14.0    3.0    175.0    1.0    1.0    0.0    362.875    4.735    362.875    363.378    367.092    368.144  
 13.0    22.0    14.0    3.0    15.0    1.0    1.0    0.0    373.013    4.738    373.013    373.517    377.232    378.285  
 41.0    47.0    14.0    3.0    45.0    1.0    1.0    0.0    384.413    4.745    384.413    384.917    388.64    390.644  
 33.0    42.0    14.0    3.0    35.0    1.0    1.0    0.0    396.072    4.745    396.072    396.575    400.299    401.651  
 149.0    154.0    14.0    3.0    145.0    1.0    0.0    1.0    406.459    4.732    406.459    406.963    410.673    411.843  
 89.0    80.0    14.0    3.0    85.0    1.0    1.0    0.0    417.594    4.739    417.594    418.098    421.814    423.051  
 352.0    352.0    14.0    3.0    355.0    0.0    0.0    0.0    428.076    4.748    428.076    428.58    432.305    433.408  
 41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522    41.522  
