 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879    46.879  
 1.0    14.0    204.0    223.0    206.0    222.0    -1.0    -1.0    0.0    48.924    48.924    49.153    49.635    52.654    52.654    53.436  
 2.0    14.0    204.0    223.0    206.0    222.0    1.0    1.0    0.0    48.924    48.924    54.522    54.854    58.025    58.025    58.959  
 1.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    64.532    64.532    65.044    65.528    68.547    68.547    69.901  
 2.0    14.0    129.0    135.0    137.0    141.0    -1.0    -1.0    0.0    64.532    64.532    70.617    71.115    74.12    74.12    74.884  
 1.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    79.674    79.674    79.907    80.239    83.41    83.41    85.278  
 2.0    14.0    288.0    292.0    289.0    302.0    1.0    1.0    0.0    79.674    79.674    86.679    87.146    90.182    90.182    91.116  
 1.0    14.0    313.0    340.0    307.0    345.0    -1.0    -1.0    0.0    95.408    95.408    95.636    95.967    99.138    99.138    100.072  
 2.0    14.0    313.0    340.0    307.0    345.0    1.0    1.0    0.0    95.408    95.408    100.773    101.104    104.275    104.275    105.507  
 1.0    14.0    199.0    234.0    208.0    229.0    -1.0    -1.0    0.0    111.346    111.346    111.814    112.145    115.317    115.317    116.315  
 2.0    14.0    199.0    234.0    208.0    229.0    1.0    1.0    0.0    111.346    111.346    118.2    118.684    121.702    121.702    123.022  
 1.0    14.0    334.0    280.0    344.0    289.0    1.0    1.0    0.0    127.191    127.191    127.426    127.893    130.929    130.929    131.862  
 2.0    14.0    334.0    280.0    344.0    289.0    1.0    1.0    0.0    127.191    127.191    133.595    134.061    137.097    137.097    138.634  
 1.0    14.0    349.0    325.0    348.0    331.0    -1.0    1.0    1.0    142.865    142.865    143.086    143.418    146.589    146.589    147.621  
