 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    5.0    311.0    230.0    130.0    300.4    206.1    29.0    10.6    4.0    1.0    -1.0    0.0    309.0    2.0    2.0    2.0    311.0    300.4    4.0    230.0    206.1    3.0    130.0    2.0    29.0    1.0    49.327    50.367    57.722    63.076    5.026    68.102    14.249  
 1.0    7.0    5.0    54.0    135.0    229.0    69.1    156.8    298.0    15.1    1.0    1.0    1.0    0.0    48.0    6.0    6.0    -6.0    54.0    69.1    1.0    135.0    156.8    2.0    229.0    3.0    298.0    4.0    68.74    69.753    77.109    82.463    5.02    87.483    14.222  
 1.0    7.0    12.0    52.0    119.0    238.0    62.3    144.7    300.0    10.3    1.0    2.0    1.0    0.0    56.0    -4.0    4.0    4.0    52.0    62.3    1.0    119.0    144.7    2.0    238.0    3.0    300.0    4.0    88.12    96.488    89.132    108.841    5.028    113.869    21.219  
 1.0    7.0    12.0    146.0    324.0    220.0    132.6    295.6    63.0    13.4    2.0    2.0    -1.0    0.0    158.0    -12.0    12.0    -12.0    146.0    132.6    2.0    324.0    295.6    4.0    220.0    3.0    63.0    1.0    114.505    122.873    115.517    135.227    5.027    140.255    21.219  
 3.0    7.0    12.0    41.0    154.0    323.0    248.0    138.9    296.0    153.0    1.0    2.0    0.0    0.0    40.0    1.0    1.0    1.0    154.0    138.9    2.0    323.0    296.0    4.0    41.0    1.0    248.0    3.0    140.893    149.261    141.905    161.616    5.024    166.64    21.223  
 3.0    7.0    12.0    205.0    139.0    334.0    65.0    123.8    304.4    140.0    3.0    2.0    0.0    0.0    210.0    -5.0    5.0    -5.0    139.0    123.8    2.0    334.0    304.4    4.0    205.0    3.0    65.0    1.0    167.278    175.646    168.29    188.0    5.026    193.026    21.221  
 1.0    0.2    12.0    326.0    141.0    245.0    311.1    115.5    33.0    14.9    4.0    2.0    -1.0    1.0    324.0    2.0    2.0    2.0    326.0    311.1    4.0    141.0    115.5    2.0    245.0    3.0    33.0    1.0    193.664    195.232    194.676    207.585    5.021    212.607    14.421  
 3.0    0.2    12.0    54.0    305.0    218.0    143.0    315.4    239.7    89.0    1.0    2.0    0.0    0.0    47.0    7.0    7.0    -7.0    305.0    315.4    4.0    218.0    239.7    3.0    54.0    1.0    143.0    2.0    213.244    214.812    214.256    227.166    5.021    232.188    14.421  
 3.0    0.2    11.8    306.0    146.0    42.0    242.0    156.3    66.8    64.0    4.0    1.0    0.0    1.0    316.0    -10.0    10.0    -10.0    146.0    156.3    2.0    42.0    66.8    1.0    306.0    4.0    242.0    3.0    232.826    233.838    234.393    246.547    5.021    251.568    14.22  
 3.0    7.0    5.0    325.0    40.0    151.0    245.0    28.2    125.6    80.0    4.0    1.0    0.0    1.0    336.0    -11.0    11.0    -11.0    40.0    28.2    1.0    151.0    125.6    2.0    325.0    4.0    245.0    3.0    252.206    253.218    260.574    265.928    5.021    270.949    14.221  
 1.0    0.2    11.8    60.0    138.0    228.0    42.9    113.9    294.0    17.1    1.0    1.0    -1.0    0.0    53.0    7.0    7.0    7.0    60.0    42.9    1.0    138.0    113.9    2.0    228.0    3.0    294.0    4.0    271.586    272.598    273.153    285.307    5.022    290.33    14.219  
 3.0    7.0    5.0    315.0    45.0    144.0    210.0    31.9    114.3    105.0    4.0    1.0    0.0    1.0    318.0    -3.0    3.0    -3.0    45.0    31.9    1.0    144.0    114.3    2.0    315.0    4.0    210.0    3.0    290.967    291.979    299.335    304.689    5.022    309.711    14.22  
