 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 57.0    57.0    14.0    3.0    55.0    0.0    1.0    1.0    46.341    4.739    46.341    46.847    50.562    52.15  
 219.0    224.0    14.0    3.0    215.0    1.0    0.0    1.0    56.87    4.734    56.87    57.374    61.087    62.542  
 157.0    157.0    14.0    3.0    155.0    0.0    1.0    1.0    68.376    4.737    68.376    68.879    72.595    74.681  
 29.0    29.0    14.0    3.0    25.0    0.0    1.0    1.0    78.686    4.734    78.686    79.19    82.902    84.689  
 82.0    82.0    14.0    3.0    85.0    0.0    1.0    1.0    89.883    4.746    89.883    90.387    94.11    96.181  
 332.0    338.0    14.0    3.0    335.0    1.0    999.0    999.0    100.06    4.743    100.06    100.564    104.285    106.803  
 68.0    68.0    14.0    3.0    65.0    0.0    1.0    1.0    110.973    4.738    110.973    111.475    115.192    116.829  
 304.0    314.0    14.0    3.0    305.0    1.0    0.0    1.0    121.194    4.741    121.194    121.698    125.417    127.003  
 316.0    310.0    14.0    3.0    315.0    1.0    999.0    999.0    132.248    4.744    132.248    132.752    136.474    138.993  
 148.0    148.0    14.0    3.0    145.0    0.0    999.0    999.0    143.242    4.743    143.242    143.746    147.466    149.985  
 199.0    192.0    14.0    3.0    195.0    1.0    999.0    999.0    154.945    4.748    154.945    155.449    159.175    161.692  
 168.0    168.0    14.0    3.0    165.0    0.0    999.0    999.0    164.852    4.731    164.852    165.356    169.065    171.583  
 46.0    46.0    14.0    3.0    45.0    0.0    1.0    1.0    174.923    4.734    174.923    175.427    179.139    180.709  
 248.0    256.0    14.0    3.0    245.0    1.0    0.0    1.0    185.64    4.741    185.64    186.145    189.864    191.816  
 96.0    96.0    14.0    3.0    95.0    0.0    1.0    1.0    195.504    4.734    195.504    196.008    199.72    201.29  
 111.0    111.0    14.0    3.0    115.0    0.0    0.0    0.0    206.562    4.736    206.562    207.066    210.779    212.265  
 132.0    132.0    14.0    3.0    135.0    0.0    1.0    1.0    217.711    4.744    217.711    218.214    221.936    223.473  
 286.0    294.0    14.0    3.0    285.0    1.0    0.0    1.0    229.438    4.743    229.438    229.942    233.662    234.914  
 174.0    174.0    14.0    3.0    175.0    0.0    1.0    1.0    241.193    4.745    241.193    241.697    245.42    246.706  
 328.0    320.0    14.0    3.0    325.0    1.0    1.0    0.0    251.532    4.732    251.532    252.035    255.744    256.731  
 1.0    1.0    14.0    3.0    5.0    0.0    0.0    0.0    262.836    4.734    262.836    263.34    267.053    268.172  
 124.0    124.0    14.0    3.0    125.0    0.0    1.0    1.0    272.943    4.735    272.943    273.447    277.16    278.663  
 182.0    172.0    14.0    3.0    185.0    1.0    0.0    1.0    283.191    4.745    283.191    283.696    287.417    288.603  
 343.0    337.0    14.0    3.0    345.0    1.0    999.0    999.0    293.818    4.741    293.818    294.322    298.042    300.56  
 76.0    76.0    14.0    3.0    75.0    0.0    1.0    1.0    304.754    4.748    304.754    305.258    308.984    310.236  
 268.0    259.0    14.0    3.0    265.0    1.0    0.0    1.0    315.694    4.732    315.694    316.198    319.908    320.977  
 279.0    271.0    14.0    3.0    275.0    1.0    999.0    999.0    327.239    4.746    327.239    327.742    331.466    333.984  
 107.0    107.0    14.0    3.0    105.0    0.0    1.0    1.0    337.464    4.744    337.464    337.968    341.69    342.91  
 291.0    301.0    14.0    3.0    295.0    1.0    0.0    1.0    348.841    4.743    348.841    349.345    353.065    354.501  
 232.0    226.0    14.0    3.0    235.0    1.0    0.0    1.0    358.696    4.744    358.696    359.2    362.922    364.875  
 208.0    218.0    14.0    3.0    205.0    1.0    0.0    1.0    369.002    4.745    369.002    369.506    373.23    374.316  
 257.0    263.0    14.0    3.0    255.0    1.0    0.0    1.0    380.182    4.741    380.182    380.685    384.405    385.742  
 17.0    17.0    14.0    3.0    15.0    0.0    1.0    1.0    390.895    4.735    390.895    391.4    395.112    396.532  
 33.0    33.0    14.0    3.0    35.0    0.0    1.0    1.0    401.265    4.74    401.265    401.77    405.487    407.973  
 224.0    230.0    14.0    3.0    225.0    1.0    0.0    1.0    411.067    4.745    411.067    411.571    415.294    416.813  
 358.0    6.0    14.0    3.0    355.0    1.0    0.0    1.0    421.704    4.733    421.704    422.208    425.918    427.238  
 42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156    42.156  
