 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31    43.31  
 1.0    14.0    204.0    223.0    206.0    222.0    -1.0    -1.0    0.0    46.157    46.157    46.633    47.115    50.136    50.136    50.82  
 2.0    14.0    204.0    223.0    206.0    222.0    1.0    -1.0    1.0    46.157    46.157    51.987    52.455    55.49    55.49    56.19  
 1.0    14.0    129.0    135.0    137.0    141.0    -1.0    1.0    1.0    62.255    62.255    62.576    63.043    66.062    66.062    67.148  
 2.0    14.0    129.0    135.0    137.0    141.0    -1.0    1.0    1.0    62.255    62.255    69.047    69.531    72.55    72.55    73.453  
 1.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    77.648    77.648    77.873    78.34    81.375    81.375    82.777  
 2.0    14.0    288.0    292.0    289.0    302.0    1.0    -1.0    1.0    77.648    77.648    83.71    84.042    87.213    87.213    87.761  
 1.0    14.0    313.0    340.0    307.0    345.0    -1.0    1.0    1.0    93.284    93.284    93.517    93.985    97.02    97.02    97.721  
 2.0    14.0    313.0    340.0    307.0    345.0    1.0    -1.0    1.0    93.284    93.284    99.588    99.92    103.091    103.091    103.623  
 1.0    14.0    199.0    234.0    208.0    229.0    -1.0    1.0    1.0    109.369    109.369    109.627    110.111    113.115    113.115    114.033  
 2.0    14.0    199.0    234.0    208.0    229.0    1.0    -1.0    1.0    109.369    109.369    116.399    116.882    119.887    119.887    120.821  
 1.0    14.0    334.0    280.0    344.0    289.0    1.0    -1.0    1.0    124.837    124.837    125.291    125.758    128.793    128.793    129.728  
 2.0    14.0    334.0    280.0    344.0    289.0    1.0    -1.0    1.0    124.837    124.837    131.146    131.626    134.647    134.647    135.565  
 1.0    14.0    349.0    325.0    348.0    331.0    -1.0    1.0    1.0    140.019    140.019    140.349    140.816    143.835    143.835    144.535  
 2.0    14.0    349.0    325.0    348.0    331.0    1.0    -1.0    1.0    140.019    140.019    146.654    147.121    150.156    150.156    150.807  
 1.0    14.0    280.0    282.0    283.0    277.0    1.0    -1.0    1.0    155.561    155.561    155.796    156.127    159.298    159.298    160.0  
 2.0    14.0    280.0    282.0    283.0    277.0    -1.0    1.0    1.0    155.561    155.561    160.933    161.264    164.436    164.436    165.136  
 1.0    14.0    123.0    149.0    127.0    152.0    -1.0    1.0    1.0    171.327    171.327    171.557    171.889    175.06    175.06    175.994  
 2.0    14.0    123.0    149.0    127.0    152.0    -1.0    -1.0    0.0    171.327    171.327    176.695    177.026    180.197    180.197    180.745  
 1.0    14.0    140.0    138.0    134.0    148.0    1.0    1.0    0.0    186.818    186.818    187.052    187.52    190.555    190.555    191.272  
 2.0    14.0    140.0    138.0    134.0    148.0    -1.0    1.0    1.0    186.818    186.818    192.189    192.521    195.692    195.692    196.159  
 1.0    14.0    71.0    30.0    73.0    33.0    1.0    -1.0    1.0    201.972    201.972    202.294    202.761    205.797    205.797    206.867  
 2.0    14.0    71.0    30.0    73.0    33.0    1.0    1.0    0.0    201.972    201.972    207.849    208.332    211.351    211.351    212.238  
 1.0    14.0    250.0    241.0    244.0    240.0    1.0    -1.0    1.0    217.116    217.116    217.574    218.042    221.077    221.077    221.777  
 2.0    14.0    250.0    241.0    244.0    240.0    1.0    -1.0    1.0    217.116    217.116    223.412    223.879    226.914    226.914    227.896  
 1.0    14.0    159.0    159.0    161.0    166.0    -1.0    -1.0    0.0    232.652    232.652    232.95    233.433    236.452    236.452    237.169  
 2.0    14.0    159.0    159.0    161.0    166.0    -1.0    1.0    1.0    232.652    232.652    238.023    238.355    241.525    241.525    242.09  
 1.0    14.0    289.0    329.0    282.0    324.0    -1.0    1.0    1.0    248.736    248.736    248.964    249.295    252.466    252.466    252.95  
 2.0    14.0    289.0    329.0    282.0    324.0    -1.0    1.0    1.0    248.736    248.736    255.503    255.834    259.005    259.005    259.705  
 1.0    14.0    329.0    345.0    320.0    342.0    -1.0    1.0    1.0    264.594    264.594    265.059    265.39    268.561    268.561    269.028  
 2.0    14.0    329.0    345.0    320.0    342.0    -1.0    1.0    1.0    264.594    264.594    270.962    271.446    274.464    274.464    275.1  
 1.0    14.0    120.0    155.0    111.0    146.0    1.0    -1.0    1.0    280.166    280.166    280.637    281.12    284.123    284.123    284.823  
 2.0    14.0    120.0    155.0    111.0    146.0    1.0    -1.0    1.0    280.166    280.166    287.19    287.673    290.694    290.694    291.614  
 1.0    14.0    300.0    322.0    296.0    320.0    -1.0    1.0    1.0    295.878    295.878    296.349    296.681    299.852    299.852    300.367  
 2.0    14.0    300.0    322.0    296.0    320.0    -1.0    1.0    1.0    295.878    295.878    302.735    303.218    306.238    306.238    307.094  
 1.0    14.0    231.0    220.0    225.0    212.0    1.0    -1.0    1.0    311.684    311.684    312.176    312.66    315.68    315.68    316.395  
 2.0    14.0    231.0    220.0    225.0    212.0    1.0    -1.0    1.0    311.684    311.684    318.236    318.563    321.738    321.738    322.44  
