 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 56.0    56.0    14.0    3.0    55.0    0.0    1.0    1.0    43.954    4.742    43.954    44.458    48.177    48.764  
 216.0    211.0    14.0    3.0    215.0    1.0    0.0    1.0    55.629    4.742    55.629    56.132    59.853    60.49  
 157.0    157.0    14.0    3.0    155.0    0.0    1.0    1.0    65.789    4.738    65.789    66.293    70.01    70.778  
 27.0    27.0    14.0    3.0    25.0    0.0    0.0    0.0    77.091    4.745    77.091    77.594    81.318    82.42  
 88.0    88.0    14.0    3.0    85.0    0.0    0.0    0.0    88.289    4.739    88.289    88.793    92.509    93.295  
 334.0    325.0    14.0    3.0    335.0    1.0    1.0    0.0    98.781    4.738    98.781    99.285    103.0    103.919  
 63.0    63.0    14.0    3.0    65.0    0.0    1.0    1.0    109.882    4.744    109.882    110.385    114.108    115.077  
 301.0    291.0    14.0    3.0    305.0    1.0    0.0    1.0    121.129    4.738    121.129    121.633    125.35    126.619  
 313.0    304.0    14.0    3.0    315.0    1.0    0.0    1.0    131.339    4.736    131.339    131.843    135.557    136.526  
 143.0    143.0    14.0    3.0    145.0    0.0    1.0    1.0    142.799    4.735    142.799    143.302    147.015    147.784  
 197.0    191.0    14.0    3.0    195.0    1.0    0.0    1.0    154.197    4.745    154.197    154.701    158.424    159.676  
 161.0    161.0    14.0    3.0    165.0    0.0    1.0    1.0    165.955    4.746    165.955    166.459    170.182    171.118  
 41.0    41.0    14.0    3.0    45.0    0.0    1.0    1.0    176.644    4.747    176.644    177.148    180.873    181.854  
 246.0    239.0    14.0    3.0    245.0    1.0    1.0    0.0    187.537    4.746    187.537    188.04    191.765    192.917  
 99.0    99.0    14.0    3.0    95.0    0.0    0.0    0.0    197.476    4.747    197.476    197.98    201.705    203.025  
 114.0    114.0    14.0    3.0    115.0    0.0    1.0    1.0    209.065    4.734    209.065    209.569    213.28    214.182  
 131.0    131.0    14.0    3.0    135.0    0.0    999.0    999.0    220.311    4.746    220.311    220.815    224.538    227.057  
 281.0    274.0    14.0    3.0    285.0    1.0    0.0    1.0    230.675    4.739    230.675    231.18    234.896    235.881  
 179.0    179.0    14.0    3.0    175.0    0.0    1.0    1.0    241.997    4.741    241.997    242.501    246.221    247.256  
 322.0    316.0    14.0    3.0    325.0    1.0    0.0    1.0    253.462    4.735    253.462    253.966    257.679    259.365  
 8.0    8.0    14.0    3.0    5.0    0.0    1.0    1.0    264.999    4.739    264.999    265.503    269.22    270.357  
 129.0    129.0    14.0    3.0    125.0    0.0    1.0    1.0    276.261    4.736    276.261    276.765    280.479    281.364  
 186.0    191.0    14.0    3.0    185.0    1.0    1.0    0.0    287.601    4.737    287.601    288.105    291.82    292.839  
 349.0    341.0    14.0    3.0    345.0    1.0    1.0    0.0    299.14    4.739    299.14    299.644    303.361    304.314  
 74.0    74.0    14.0    3.0    75.0    0.0    1.0    1.0    309.962    4.743    309.962    310.465    314.186    315.188  
 261.0    252.0    14.0    3.0    265.0    1.0    0.0    1.0    321.017    4.745    321.017    321.52    325.244    326.164  
 272.0    279.0    14.0    3.0    275.0    1.0    1.0    0.0    330.845    4.742    330.845    331.348    335.068    336.087  
 107.0    107.0    14.0    3.0    105.0    0.0    1.0    1.0    342.269    4.742    342.269    342.773    346.493    347.862  
 297.0    307.0    14.0    3.0    295.0    1.0    0.0    1.0    352.395    4.741    352.395    352.898    356.617    357.519  
 237.0    231.0    14.0    3.0    235.0    1.0    0.0    1.0    362.418    4.741    362.418    362.921    366.641    367.56  
 201.0    194.0    14.0    3.0    205.0    1.0    0.0    1.0    373.712    4.739    373.712    374.216    377.932    379.002  
 254.0    263.0    14.0    3.0    255.0    1.0    0.0    1.0    384.435    4.741    384.435    384.939    388.657    389.626  
 18.0    18.0    14.0    3.0    15.0    0.0    0.0    0.0    394.368    4.748    394.368    394.872    398.597    399.716  
 33.0    33.0    14.0    3.0    35.0    0.0    1.0    1.0    405.288    4.735    405.288    405.792    409.505    410.474  
 229.0    224.0    14.0    3.0    225.0    1.0    1.0    0.0    416.167    4.749    416.167    416.671    420.396    421.899  
 352.0    360.0    14.0    3.0    355.0    1.0    0.0    1.0    427.868    4.739    427.868    428.371    432.088    433.074  
 40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688    40.688  
