 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    0.2    11.8    219.0    305.0    138.0    238.8    331.6    23.0    19.8    3.0    1.0    1.0    0.0    238.0    -19.0    19.0    19.0    219.0    238.8    3.0    305.0    331.6    4.0    138.0    2.0    23.0    1.0    55.214    56.254    56.81    68.964    5.025    73.99    14.25  
 1.0    7.0    5.0    113.0    299.0    44.0    128.1    324.5    208.0    15.1    2.0    1.0    1.0    1.0    113.0    0.0    0.0    0.0    113.0    128.1    2.0    299.0    324.5    4.0    44.0    1.0    208.0    3.0    74.627    75.639    82.994    88.348    5.022    93.37    14.219  
 3.0    7.0    12.0    200.0    306.0    62.0    143.0    292.6    39.3    57.0    3.0    2.0    0.0    0.0    242.0    -42.0    42.0    -42.0    306.0    292.6    4.0    62.0    39.3    1.0    200.0    3.0    143.0    2.0    94.008    102.376    95.02    114.729    5.026    119.756    21.22  
 1.0    0.2    11.8    220.0    313.0    130.0    230.5    333.1    57.0    10.5    3.0    1.0    1.0    1.0    243.0    -23.0    23.0    -23.0    220.0    230.5    3.0    313.0    333.1    4.0    130.0    2.0    57.0    1.0    120.394    121.406    121.962    134.116    5.021    139.137    14.221  
 3.0    7.0    12.0    312.0    137.0    30.0    233.0    149.4    58.8    79.0    4.0    2.0    0.0    1.0    297.0    15.0    15.0    15.0    137.0    149.4    2.0    30.0    58.8    1.0    312.0    4.0    233.0    3.0    139.774    148.143    140.787    160.496    5.027    165.522    21.22  
 1.0    0.2    11.8    124.0    224.0    299.0    112.2    203.4    25.0    11.8    2.0    1.0    -1.0    1.0    124.0    0.0    0.0    0.0    124.0    112.2    2.0    224.0    203.4    3.0    299.0    4.0    25.0    1.0    166.159    167.171    167.725    179.879    5.024    184.903    14.218  
 3.0    0.2    12.0    63.0    233.0    127.0    292.0    246.2    152.5    131.0    1.0    2.0    0.0    1.0    68.0    -5.0    5.0    -5.0    233.0    246.2    3.0    127.0    152.5    2.0    63.0    1.0    292.0    4.0    185.539    187.108    186.552    199.462    5.022    204.484    14.42  
 1.0    7.0    12.0    327.0    144.0    207.0    308.1    123.6    23.0    18.9    4.0    2.0    -1.0    0.0    344.0    -17.0    17.0    -17.0    327.0    308.1    4.0    144.0    123.6    2.0    207.0    3.0    23.0    1.0    205.121    213.489    206.134    225.843    5.026    230.87    21.221  
 3.0    7.0    12.0    327.0    215.0    136.0    58.0    233.2    158.9    91.0    4.0    2.0    0.0    1.0    335.0    -8.0    8.0    8.0    215.0    233.2    3.0    136.0    158.9    2.0    327.0    4.0    58.0    1.0    231.507    239.875    232.519    252.229    5.026    257.255    21.221  
 1.0    7.0    12.0    298.0    29.0    146.0    312.8    50.7    218.0    14.8    4.0    2.0    1.0    1.0    296.0    2.0    2.0    -2.0    298.0    312.8    4.0    29.0    50.7    1.0    146.0    2.0    218.0    3.0    257.892    266.26    258.904    278.614    5.027    283.641    21.22  
 1.0    0.2    11.8    132.0    62.0    329.0    112.4    40.3    244.0    19.6    2.0    1.0    -1.0    1.0    124.0    8.0    8.0    8.0    132.0    112.4    2.0    62.0    40.3    1.0    329.0    4.0    244.0    3.0    284.279    285.291    285.846    298.001    5.021    303.021    14.221  
 3.0    0.2    12.0    245.0    311.0    40.0    119.0    330.6    69.7    126.0    3.0    2.0    0.0    0.0    229.0    16.0    16.0    16.0    311.0    330.6    4.0    40.0    69.7    1.0    245.0    3.0    119.0    2.0    303.66    305.228    304.672    317.582    5.021    322.602    14.421  
 1.0    0.2    11.8    37.0    150.0    240.0    26.2    122.4    296.0    10.8    1.0    1.0    -1.0    1.0    22.0    15.0    15.0    15.0    37.0    26.2    1.0    150.0    122.4    2.0    240.0    3.0    296.0    4.0    323.241    324.253    324.809    336.964    5.019    341.983    14.222  
 1.0    7.0    5.0    331.0    52.0    115.0    314.3    22.8    238.0    16.7    4.0    1.0    -1.0    0.0    344.0    -13.0    13.0    -13.0    331.0    314.3    4.0    52.0    22.8    1.0    115.0    2.0    238.0    3.0    342.62    343.632    350.989    356.342    5.021    361.364    14.22  
 3.0    7.0    12.0    223.0    309.0    27.0    152.0    325.6    49.5    71.0    3.0    2.0    0.0    0.0    235.0    -12.0    12.0    -12.0    309.0    325.6    4.0    27.0    49.5    1.0    223.0    3.0    152.0    2.0    362.002    370.371    363.014    382.726    5.024    387.749    21.223  
 3.0    0.2    11.8    131.0    27.0    290.0    217.0    42.0    318.1    86.0    2.0    1.0    0.0    0.0    143.0    -12.0    12.0    12.0    27.0    42.0    1.0    290.0    318.1    4.0    131.0    2.0    217.0    3.0    388.387    389.398    389.954    402.108    5.022    407.13    14.219  
 1.0    7.0    12.0    217.0    325.0    33.0    205.9    303.7    133.0    11.1    3.0    2.0    -1.0    0.0    220.0    -3.0    3.0    -3.0    217.0    205.9    3.0    325.0    303.7    4.0    33.0    1.0    133.0    2.0    407.767    416.135    408.779    428.489    5.027    433.516    21.22  
 1.0    7.0    12.0    116.0    293.0    22.0    131.1    319.5    214.0    15.1    2.0    2.0    1.0    1.0    116.0    0.0    0.0    0.0    116.0    131.1    2.0    293.0    319.5    4.0    22.0    1.0    214.0    3.0    434.153    442.521    435.164    454.876    5.025    459.901    21.221  
 1.0    0.2    12.0    224.0    59.0    328.0    212.2    34.4    119.0    11.8    3.0    2.0    -1.0    0.0    229.0    -5.0    5.0    -5.0    224.0    212.2    3.0    59.0    34.4    1.0    328.0    4.0    119.0    2.0    460.539    462.108    461.552    474.462    5.02    479.482    14.421  
 3.0    7.0    5.0    122.0    55.0    318.0    236.0    40.4    291.2    114.0    2.0    1.0    0.0    0.0    130.0    -8.0    8.0    8.0    55.0    40.4    1.0    318.0    291.2    4.0    122.0    2.0    236.0    3.0    480.119    481.132    488.487    493.84    5.023    498.863    14.219  
 1.0    0.2    11.8    316.0    58.0    153.0    303.3    35.8    241.0    12.7    4.0    1.0    -1.0    1.0    305.0    11.0    11.0    11.0    316.0    303.3    4.0    58.0    35.8    1.0    153.0    2.0    241.0    3.0    499.5    500.512    501.069    513.222    5.021    518.244    14.221  
 1.0    7.0    12.0    217.0    306.0    136.0    229.1    331.1    37.0    12.1    3.0    2.0    1.0    1.0    247.0    -30.0    30.0    -30.0    217.0    229.1    3.0    306.0    331.1    4.0    136.0    2.0    37.0    1.0    518.88    527.248    519.893    539.601    5.028    544.629    21.218  
