 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023    61.023  
 1.0    14.0    160.0    135.0    151.0    126.0    1.0    1.0    0.0    63.908    63.908    64.13    64.597    67.632    67.632    68.565  
 2.0    14.0    160.0    135.0    151.0    126.0    1.0    1.0    0.0    63.908    63.908    69.364    69.831    72.867    72.867    73.937  
 1.0    14.0    12.0    69.0    10.0    76.0    -1.0    1.0    1.0    79.71    79.71    79.988    80.472    83.491    83.491    84.394  
 2.0    14.0    12.0    69.0    10.0    76.0    1.0    1.0    0.0    79.71    79.71    85.311    85.642    88.814    88.814    89.748  
 1.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    95.642    95.642    96.103    96.434    99.605    99.605    100.772  
 2.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    95.642    95.642    101.707    102.038    105.209    105.209    106.143  
 1.0    14.0    240.0    191.0    239.0    190.0    1.0    1.0    0.0    110.8    110.8    111.03    111.361    114.533    114.533    115.7  
 2.0    14.0    240.0    191.0    239.0    190.0    1.0    1.0    0.0    110.8    110.8    116.401    116.732    119.903    119.903    120.837  
 1.0    14.0    344.0    327.0    340.0    331.0    -1.0    -1.0    0.0    126.091    126.091    126.589    127.073    130.092    130.092    131.042  
 2.0    14.0    344.0    327.0    340.0    331.0    1.0    -1.0    1.0    126.091    126.091    131.695    132.179    135.198    135.198    136.599  
 1.0    14.0    135.0    164.0    125.0    174.0    1.0    1.0    0.0    142.166    142.166    142.386    142.718    145.889    145.889    147.137  
 2.0    14.0    135.0    164.0    125.0    174.0    -1.0    0.0    999.0    142.166    142.166    148.224    148.555    151.726    151.726    0.0  
 1.0    14.0    216.0    216.0    218.0    209.0    -1.0    -1.0    0.0    157.636    157.636    158.097    158.428    161.6    161.6    163.566  
 2.0    14.0    216.0    216.0    218.0    209.0    1.0    1.0    0.0    157.636    157.636    163.935    164.267    167.438    167.438    168.838  
 1.0    14.0    64.0    75.0    63.0    78.0    -1.0    -1.0    0.0    172.855    172.855    173.075    173.406    176.578    176.578    177.979  
 2.0    14.0    64.0    75.0    63.0    78.0    1.0    -1.0    1.0    172.855    172.855    178.777    179.244    182.279    182.279    183.132  
 1.0    14.0    154.0    134.0    162.0    127.0    -1.0    -1.0    0.0    188.056    188.056    188.367    188.834    191.853    191.853    193.19  
 2.0    14.0    154.0    134.0    162.0    127.0    1.0    1.0    0.0    188.056    188.056    195.291    195.758    198.793    198.793    200.195  
 1.0    14.0    62.0    43.0    61.0    49.0    -1.0    1.0    1.0    203.936    203.936    204.165    204.495    207.667    207.667    209.069  
 2.0    14.0    62.0    43.0    61.0    49.0    1.0    1.0    0.0    203.936    203.936    209.535    209.867    213.038    213.038    214.303  
 1.0    14.0    79.0    31.0    76.0    40.0    -1.0    1.0    1.0    219.425    219.425    219.892    220.224    223.395    223.395    224.796  
 2.0    14.0    79.0    31.0    76.0    40.0    1.0    1.0    0.0    219.425    219.425    225.263    225.747    228.766    228.766    230.4  
 1.0    14.0    42.0    52.0    39.0    53.0    -1.0    1.0    1.0    235.0    235.0    235.318    235.785    238.82    238.82    240.591  
 2.0    14.0    42.0    52.0    39.0    53.0    1.0    1.0    0.0    235.0    235.0    240.888    241.372    244.391    244.391    245.744  
 1.0    14.0    287.0    333.0    280.0    331.0    -1.0    -1.0    0.0    250.381    250.381    250.614    250.946    254.117    254.117    255.082  
 2.0    14.0    287.0    333.0    280.0    331.0    -1.0    0.0    999.0    250.381    250.381    257.018    257.485    260.521    260.521    0.0  
 1.0    14.0    340.0    289.0    337.0    295.0    -1.0    -1.0    0.0    265.695    265.695    265.943    266.425    269.445    269.445    270.362  
 2.0    14.0    340.0    289.0    337.0    295.0    1.0    1.0    0.0    265.695    265.695    271.314    271.795    274.816    274.816    276.201  
 1.0    14.0    124.0    123.0    118.0    126.0    1.0    1.0    0.0    281.088    281.088    281.554    282.053    285.056    285.056    286.457  
 2.0    14.0    124.0    123.0    118.0    126.0    -1.0    1.0    1.0    281.088    281.088    287.159    287.491    290.66    290.66    291.595  
 1.0    14.0    210.0    227.0    202.0    219.0    1.0    1.0    0.0    296.791    296.791    297.032    297.514    300.517    300.517    301.534  
 2.0    14.0    210.0    227.0    202.0    219.0    1.0    1.0    0.0    296.791    296.791    303.787    304.118    307.289    307.289    308.521  
 1.0    14.0    57.0    21.0    62.0    24.0    1.0    1.0    0.0    312.165    312.165    312.632    312.957    316.138    316.138    317.177  
 2.0    14.0    57.0    21.0    62.0    24.0    1.0    1.0    0.0    312.165    312.165    318.129    318.596    321.64    321.64    322.509  
 1.0    14.0    335.0    319.0    332.0    324.0    -1.0    -1.0    0.0    328.218    328.218    328.503    328.987    332.002    332.002    333.436  
 2.0    14.0    335.0    319.0    332.0    324.0    1.0    -1.0    1.0    328.218    328.218    333.901    334.222    337.294    337.294    338.604  
 1.0    14.0    77.0    49.0    71.0    40.0    -1.0    0.0    999.0    343.876    343.876    344.126    344.447    347.633    347.633    0.0  
 2.0    14.0    77.0    49.0    71.0    40.0    -1.0    -1.0    0.0    343.876    343.876    349.53    349.867    353.048    353.048    353.76  
 1.0    14.0    239.0    218.0    238.0    224.0    1.0    0.0    999.0    359.772    359.772    360.041    360.525    363.546    363.546    0.0  
 2.0    14.0    239.0    218.0    238.0    224.0    -1.0    0.0    999.0    359.772    359.772    366.075    366.409    369.596    369.596    0.0  
