 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959    41.959  
 1.0    14.0    160.0    135.0    151.0    126.0    1.0    1.0    0.0    44.385    44.385    44.865    45.347    48.368    48.368    49.052  
 2.0    14.0    160.0    135.0    151.0    126.0    1.0    1.0    0.0    44.385    44.385    49.986    50.453    53.488    53.488    54.236  
 1.0    14.0    12.0    69.0    10.0    76.0    -1.0    1.0    1.0    60.256    60.256    60.71    61.041    64.212    64.212    65.011  
 2.0    14.0    12.0    69.0    10.0    76.0    1.0    1.0    0.0    60.256    60.256    67.046    67.53    70.548    70.548    71.299  
 1.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    76.258    76.258    76.519    77.003    80.022    80.022    80.925  
 2.0    14.0    218.0    229.0    217.0    226.0    1.0    1.0    0.0    76.258    76.258    82.14    82.624    85.643    85.643    87.26  
 1.0    14.0    240.0    191.0    239.0    190.0    1.0    1.0    0.0    92.198    92.198    92.433    92.765    95.936    95.936    97.103  
 2.0    14.0    240.0    191.0    239.0    190.0    1.0    -1.0    1.0    92.198    92.198    98.738    99.069    102.24    102.24    103.506  
 1.0    14.0    344.0    327.0    340.0    331.0    -1.0    -1.0    0.0    108.015    108.015    108.479    108.81    111.981    111.981    112.779  
 2.0    14.0    344.0    327.0    340.0    331.0    1.0    1.0    0.0    108.015    108.015    115.25    115.581    118.752    118.752    120.435  
 1.0    14.0    135.0    164.0    125.0    174.0    1.0    1.0    0.0    123.295    123.295    123.604    124.087    127.106    127.106    128.893  
 2.0    14.0    135.0    164.0    125.0    174.0    -1.0    -1.0    0.0    123.295    123.295    129.36    129.692    132.863    132.863    133.797  
 1.0    14.0    216.0    216.0    218.0    209.0    -1.0    1.0    1.0    138.914    138.914    139.134    139.601    142.636    142.636    143.635  
 2.0    14.0    216.0    216.0    218.0    209.0    1.0    1.0    0.0    138.914    138.914    145.688    146.17    149.191    149.191    150.342  
 1.0    14.0    64.0    75.0    63.0    78.0    -1.0    -1.0    0.0    154.824    154.824    155.045    155.376    158.548    158.548    159.78  
 2.0    14.0    64.0    75.0    63.0    78.0    1.0    1.0    0.0    154.824    154.824    161.583    161.915    165.086    165.086    166.02  
 1.0    14.0    154.0    134.0    162.0    127.0    -1.0    0.0    999.0    170.266    170.266    170.507    170.988    173.992    173.992    0.0  
 2.0    14.0    154.0    134.0    162.0    127.0    1.0    -1.0    1.0    170.266    170.266    175.861    176.192    179.363    179.363    180.361  
 1.0    14.0    62.0    43.0    61.0    49.0    -1.0    -1.0    0.0    185.99    185.99    186.299    186.783    189.802    189.802    190.888  
 2.0    14.0    62.0    43.0    61.0    49.0    1.0    1.0    0.0    185.99    185.99    192.056    192.387    195.558    195.558    196.291  
 1.0    14.0    79.0    31.0    76.0    40.0    -1.0    -1.0    0.0    201.15    201.15    201.66    202.144    205.146    205.146    206.983  
 2.0    14.0    79.0    31.0    76.0    40.0    1.0    1.0    0.0    201.15    201.15    207.684    208.015    211.186    211.186    211.887  
 1.0    14.0    42.0    52.0    39.0    53.0    -1.0    1.0    1.0    216.319    216.319    216.556    216.888    220.06    220.06    221.258  
 2.0    14.0    42.0    52.0    39.0    53.0    1.0    1.0    0.0    216.319    216.319    221.525    222.008    225.027    225.027    225.896  
 1.0    14.0    287.0    333.0    280.0    331.0    -1.0    -1.0    0.0    232.058    232.058    232.518    232.849    236.021    236.021    236.956  
 2.0    14.0    287.0    333.0    280.0    331.0    -1.0    1.0    1.0    232.058    232.058    239.056    239.54    242.56    242.56    243.96  
 1.0    14.0    340.0    289.0    337.0    295.0    -1.0    -1.0    0.0    247.195    247.195    247.662    247.994    251.165    251.165    252.165  
 2.0    14.0    340.0    289.0    337.0    295.0    1.0    1.0    0.0    247.195    247.195    254.434    254.765    257.937    257.937    258.654  
 1.0    14.0    124.0    123.0    118.0    126.0    1.0    1.0    0.0    263.25    263.25    263.475    263.807    266.977    266.977    268.612  
 2.0    14.0    124.0    123.0    118.0    126.0    -1.0    -1.0    0.0    263.25    263.25    269.311    269.644    272.815    272.815    273.748  
 1.0    14.0    210.0    227.0    202.0    219.0    1.0    1.0    0.0    278.535    278.535    279.003    279.334    282.505    282.505    283.906  
 2.0    14.0    210.0    227.0    202.0    219.0    1.0    1.0    0.0    278.535    278.535    285.137    285.621    288.64    288.64    289.743  
 1.0    14.0    57.0    21.0    62.0    24.0    1.0    1.0    0.0    294.419    294.419    294.888    295.213    298.39    298.39    299.365  
 2.0    14.0    57.0    21.0    62.0    24.0    1.0    1.0    0.0    294.419    294.419    301.3    301.785    304.803    304.803    306.131  
 1.0    14.0    335.0    319.0    332.0    324.0    -1.0    -1.0    0.0    310.272    310.272    310.518    310.856    314.052    314.052    315.468  
 2.0    14.0    335.0    319.0    332.0    324.0    1.0    1.0    0.0    310.272    310.272    316.637    317.102    320.156    320.156    321.09  
 1.0    14.0    77.0    49.0    71.0    40.0    -1.0    -1.0    0.0    325.743    325.743    326.21    326.536    329.728    329.728    330.674  
 2.0    14.0    77.0    49.0    71.0    40.0    -1.0    -1.0    0.0    325.743    325.743    332.299    332.776    335.819    335.819    336.802  
 1.0    14.0    239.0    218.0    238.0    224.0    1.0    0.0    999.0    341.191    341.191    341.68    342.164    345.175    345.175    0.0  
 2.0    14.0    239.0    218.0    238.0    224.0    -1.0    0.0    999.0    341.191    341.191    347.742    348.068    351.243    351.243    0.0  
