 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    12.0    204.0    40.0    295.0    221.9    67.9    157.0    17.9    3.0    2.0    1.0    1.0    215.0    -11.0    11.0    11.0    204.0    221.9    3.0    40.0    67.9    1.0    295.0    4.0    157.0    2.0    46.661    55.061    47.705    67.416    5.022    72.438    21.258  
 3.0    0.2    12.0    201.0    134.0    301.0    30.0    153.6    330.3    171.0    3.0    2.0    0.0    0.0    207.0    -6.0    6.0    -6.0    134.0    153.6    2.0    301.0    330.3    4.0    201.0    3.0    30.0    1.0    73.075    74.643    74.087    86.996    5.023    92.019    14.42  
 1.0    7.0    5.0    200.0    22.0    305.0    217.5    47.5    112.0    17.5    3.0    1.0    1.0    1.0    219.0    -19.0    19.0    19.0    200.0    217.5    3.0    22.0    47.5    1.0    305.0    4.0    112.0    2.0    92.658    93.67    101.026    106.382    5.018    111.4    14.223  
 1.0    7.0    5.0    67.0    313.0    235.0    55.6    291.7    125.0    11.4    1.0    1.0    -1.0    1.0    73.0    -6.0    6.0    -6.0    67.0    55.6    1.0    313.0    291.7    4.0    235.0    3.0    125.0    2.0    112.038    113.052    120.41    125.764    5.017    130.781    14.225  
 3.0    0.2    12.0    64.0    203.0    297.0    148.0    218.3    320.1    84.0    1.0    2.0    0.0    1.0    65.0    -1.0    1.0    1.0    203.0    218.3    3.0    297.0    320.1    4.0    64.0    1.0    148.0    2.0    131.418    132.99    132.433    145.344    5.018    150.361    14.424  
 1.0    0.2    11.8    227.0    143.0    58.0    216.3    117.8    298.0    10.7    3.0    1.0    -1.0    1.0    224.0    3.0    3.0    3.0    227.0    216.3    3.0    143.0    117.8    2.0    58.0    1.0    298.0    4.0    150.999    152.011    152.568    164.722    5.021    169.742    14.221  
 3.0    0.2    11.8    33.0    143.0    323.0    238.0    128.0    299.3    155.0    1.0    1.0    0.0    0.0    29.0    4.0    4.0    4.0    143.0    128.0    2.0    323.0    299.3    4.0    33.0    1.0    238.0    3.0    170.38    171.393    171.948    184.102    5.021    189.123    14.221  
 3.0    0.2    12.0    302.0    158.0    246.0    46.0    147.5    218.2    104.0    4.0    2.0    0.0    0.0    299.0    3.0    3.0    -3.0    158.0    147.5    2.0    246.0    218.2    3.0    302.0    4.0    46.0    1.0    189.76    191.329    190.773    203.682    5.021    208.704    14.421  
 3.0    7.0    12.0    233.0    47.0    128.0    314.0    63.1    148.0    81.0    3.0    2.0    0.0    0.0    239.0    -6.0    6.0    6.0    47.0    63.1    1.0    128.0    148.0    2.0    233.0    3.0    314.0    4.0    209.342    217.711    210.354    230.063    5.026    235.09    21.22  
 1.0    7.0    5.0    314.0    55.0    153.0    303.0    31.7    206.0    11.0    4.0    1.0    -1.0    0.0    330.0    -16.0    16.0    -16.0    314.0    303.0    4.0    55.0    31.7    1.0    153.0    2.0    206.0    3.0    235.727    236.754    244.111    249.465    5.022    254.487    14.237  
 3.0    0.2    12.0    144.0    290.0    204.0    38.0    305.4    226.6    106.0    2.0    2.0    0.0    1.0    154.0    -10.0    10.0    -10.0    290.0    305.4    4.0    204.0    226.6    3.0    144.0    2.0    38.0    1.0    255.124    256.693    256.137    269.048    5.02    274.068    14.421  
 3.0    7.0    5.0    32.0    323.0    129.0    246.0    336.9    153.6    146.0    1.0    1.0    0.0    0.0    27.0    5.0    5.0    5.0    323.0    336.9    4.0    129.0    153.6    2.0    32.0    1.0    246.0    3.0    274.705    275.718    283.074    288.428    5.021    293.449    14.221  
 3.0    0.2    12.0    240.0    34.0    339.0    147.0    23.0    309.6    93.0    3.0    2.0    0.0    1.0    250.0    -10.0    10.0    -10.0    34.0    23.0    1.0    339.0    309.6    4.0    240.0    3.0    147.0    2.0    294.086    295.654    295.098    308.008    5.022    313.029    14.42  
 3.0    0.2    11.8    314.0    44.0    132.0    202.0    57.6    154.7    112.0    4.0    1.0    0.0    0.0    319.0    -5.0    5.0    -5.0    44.0    57.6    1.0    132.0    154.7    2.0    314.0    4.0    202.0    3.0    313.667    314.679    315.234    327.388    5.022    332.41    14.219  
 3.0    7.0    5.0    305.0    38.0    124.0    248.0    51.4    150.5    57.0    4.0    1.0    0.0    0.0    300.0    5.0    5.0    5.0    38.0    51.4    1.0    124.0    150.5    2.0    305.0    4.0    248.0    3.0    333.048    334.061    341.416    346.772    5.019    351.791    14.222  
