 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958    40.958  
 1.0    14.0    144.0    102.0    134.0    97.0    1.0    1.0    0.0    43.925    43.925    44.382    44.713    47.884    47.884    48.818  
 2.0    14.0    144.0    102.0    134.0    97.0    1.0    1.0    0.0    43.925    43.925    49.986    50.317    53.488    53.488    54.656  
 1.0    14.0    213.0    196.0    205.0    200.0    1.0    1.0    0.0    59.04    59.04    59.276    59.757    62.778    62.778    63.696  
 2.0    14.0    213.0    196.0    205.0    200.0    -1.0    -1.0    0.0    59.04    59.04    64.646    65.128    68.149    68.149    69.3  
 1.0    14.0    67.0    47.0    71.0    37.0    1.0    1.0    0.0    74.671    74.671    75.137    75.605    78.641    78.641    79.808  
 2.0    14.0    67.0    47.0    71.0    37.0    -1.0    -1.0    0.0    74.671    74.671    81.442    81.773    84.945    84.945    85.879  
 1.0    14.0    115.0    142.0    114.0    140.0    1.0    -1.0    1.0    89.975    89.975    90.198    90.53    93.701    93.701    94.635  
 2.0    14.0    115.0    142.0    114.0    140.0    1.0    1.0    0.0    89.975    89.975    97.204    97.535    100.706    100.706    101.721  
 1.0    14.0    290.0    306.0    288.0    315.0    -1.0    -1.0    0.0    105.369    105.369    105.61    106.091    109.112    109.112    110.73  
 2.0    14.0    290.0    306.0    288.0    315.0    1.0    1.0    0.0    105.369    105.369    110.778    111.261    114.28    114.28    115.4  
 1.0    14.0    311.0    321.0    313.0    327.0    1.0    -1.0    1.0    121.303    121.303    121.772    122.103    125.274    125.274    126.442  
 2.0    14.0    311.0    321.0    313.0    327.0    1.0    -1.0    1.0    121.303    121.303    127.609    127.94    131.112    131.112    132.046  
 1.0    14.0    318.0    314.0    324.0    316.0    1.0    1.0    0.0    136.709    136.709    137.166    137.633    140.668    140.668    141.836  
 2.0    14.0    318.0    314.0    324.0    316.0    1.0    1.0    0.0    136.709    136.709    142.537    143.003    146.039    146.039    147.255  
 1.0    14.0    134.0    118.0    143.0    110.0    -1.0    -1.0    0.0    152.323    152.323    152.591    153.075    156.094    156.094    157.447  
 2.0    14.0    134.0    118.0    143.0    110.0    1.0    -1.0    1.0    152.323    152.323    158.148    158.615    161.651    161.651    163.382  
 1.0    14.0    229.0    232.0    235.0    229.0    -1.0    -1.0    0.0    168.374    168.374    168.605    168.937    172.108    172.108    173.042  
 2.0    14.0    229.0    232.0    235.0    229.0    1.0    1.0    0.0    168.374    168.374    174.459    174.941    177.962    177.962    178.744  
 1.0    14.0    46.0    30.0    36.0    22.0    -1.0    -1.0    0.0    183.967    183.967    184.217    184.698    187.703    187.703    188.668  
 2.0    14.0    46.0    30.0    36.0    22.0    -1.0    -1.0    0.0    183.967    183.967    190.271    190.602    193.774    193.774    194.941  
 1.0    14.0    105.0    107.0    114.0    101.0    -1.0    -1.0    0.0    199.66    199.66    199.927    200.41    203.429    203.429    204.332  
 2.0    14.0    105.0    107.0    114.0    101.0    1.0    1.0    0.0    199.66    199.66    205.749    206.231    209.252    209.252    211.103  
 1.0    14.0    242.0    191.0    248.0    186.0    -1.0    -1.0    0.0    215.544    215.544    215.773    216.105    219.275    219.275    220.443  
 2.0    14.0    242.0    191.0    248.0    186.0    1.0    1.0    0.0    215.544    215.544    221.143    221.611    224.646    224.646    225.411  
 1.0    14.0    293.0    315.0    299.0    320.0    1.0    1.0    0.0    230.733    230.734    230.967    231.298    234.47    234.47    235.42  
 2.0    14.0    293.0    315.0    299.0    320.0    1.0    1.0    0.0    230.733    230.734    237.039    237.523    240.542    240.542    241.942  
 1.0    14.0    73.0    65.0    83.0    73.0    1.0    1.0    0.0    246.498    246.498    246.73    247.061    250.231    250.231    251.166  
 2.0    14.0    73.0    65.0    83.0    73.0    1.0    1.0    0.0    246.498    246.498    253.734    254.065    257.236    257.236    258.17  
 1.0    14.0    127.0    105.0    133.0    103.0    -1.0    -1.0    0.0    262.179    262.179    262.505    262.971    266.008    266.008    266.941  
 2.0    14.0    127.0    105.0    133.0    103.0    1.0    0.0    999.0    262.179    262.179    268.977    269.46    272.48    272.48    0.0  
 1.0    14.0    167.0    140.0    176.0    147.0    -1.0    -1.0    0.0    277.758    277.758    277.985    278.316    281.488    281.488    282.686  
 2.0    14.0    167.0    140.0    176.0    147.0    -1.0    1.0    1.0    277.758    277.758    284.29    284.774    287.793    287.793    288.727  
 1.0    14.0    286.0    347.0    276.0    339.0    -1.0    -1.0    0.0    293.175    293.175    293.695    294.179    297.197    297.197    298.416  
 2.0    14.0    286.0    347.0    276.0    339.0    -1.0    -1.0    0.0    293.175    293.175    300.691    301.017    304.211    304.211    305.38  
 1.0    14.0    297.0    318.0    298.0    315.0    1.0    -1.0    1.0    309.001    309.001    309.497    309.824    312.877    312.877    314.027  
