 angle_target    angle_probe    radius    delay    angle_FCHB_delay    same_diff    Response    C_I_M    time_start_trial    display_time    presentation_target_time    present_CHB    presentation_probe_time    response_time  
 17.0    17.0    14.0    3.0    15.0    0.0    1.0    1.0    46.337    4.745    46.337    46.841    50.563    51.383  
 333.0    324.0    14.0    3.0    335.0    1.0    0.0    1.0    57.314    4.74    57.314    57.818    61.537    62.292  
 269.0    277.0    14.0    3.0    265.0    1.0    0.0    1.0    68.203    4.744    68.203    68.707    72.429    73.131  
 243.0    249.0    14.0    3.0    245.0    1.0    0.0    1.0    78.49    4.731    78.49    78.993    82.703    83.655  
 306.0    301.0    14.0    3.0    305.0    1.0    0.0    1.0    89.504    4.741    89.504    90.008    93.727    94.446  
 232.0    226.0    14.0    3.0    235.0    1.0    0.0    1.0    99.678    4.741    99.678    100.181    103.901    104.97  
 68.0    68.0    14.0    3.0    65.0    0.0    1.0    1.0    109.513    4.747    109.513    110.017    113.742    114.394  
 184.0    190.0    14.0    3.0    185.0    1.0    0.0    1.0    120.723    4.746    120.723    121.226    124.95    126.269  
 58.0    58.0    14.0    3.0    55.0    0.0    1.0    1.0    131.541    4.735    131.541    132.045    135.758    136.743  
 294.0    302.0    14.0    3.0    295.0    1.0    0.0    1.0    143.22    4.731    143.22    143.724    147.433    148.652  
 9.0    9.0    14.0    3.0    5.0    0.0    1.0    1.0    154.804    4.739    154.804    155.308    159.025    160.361  
 217.0    227.0    14.0    3.0    215.0    1.0    0.0    1.0    166.366    4.735    166.366    166.871    170.583    171.452  
 141.0    141.0    14.0    3.0    145.0    0.0    0.0    0.0    177.545    4.747    177.545    178.048    181.775    182.727  
 358.0    349.0    14.0    3.0    355.0    1.0    0.0    1.0    188.225    4.743    188.225    188.728    192.449    193.418  
 49.0    49.0    14.0    3.0    45.0    0.0    1.0    1.0    199.96    4.732    199.96    200.464    204.174    205.226  
 94.0    94.0    14.0    3.0    95.0    0.0    1.0    1.0    211.095    4.738    211.095    211.599    215.315    216.267  
 123.0    123.0    14.0    3.0    125.0    0.0    1.0    1.0    221.467    4.741    221.467    221.971    225.69    226.608  
 252.0    242.0    14.0    3.0    255.0    1.0    0.0    1.0    233.191    4.742    233.191    233.695    237.414    238.2  
 193.0    188.0    14.0    3.0    195.0    1.0    0.0    1.0    243.075    4.731    243.075    243.579    247.288    248.257  
 84.0    84.0    14.0    3.0    85.0    0.0    1.0    1.0    254.52    4.746    254.52    255.023    258.747    259.816  
 221.0    215.0    14.0    3.0    225.0    1.0    0.0    1.0    265.038    4.734    265.038    265.542    269.254    269.907  
 273.0    264.0    14.0    3.0    275.0    1.0    0.0    1.0    275.246    4.735    275.246    275.75    279.461    280.231  
 34.0    34.0    14.0    3.0    35.0    0.0    1.0    1.0    286.814    4.741    286.814    287.318    291.037    292.056  
 139.0    139.0    14.0    3.0    135.0    0.0    1.0    1.0    298.478    4.735    298.478    298.982    302.695    303.815  
 319.0    328.0    14.0    3.0    315.0    1.0    0.0    1.0    309.676    4.746    309.676    310.18    313.903    314.606  
 169.0    169.0    14.0    3.0    165.0    0.0    1.0    1.0    320.104    4.742    320.104    320.607    324.328    325.413  
 29.0    29.0    14.0    3.0    25.0    0.0    1.0    1.0    329.899    4.737    329.899    330.403    334.118    335.571  
 114.0    114.0    14.0    3.0    115.0    0.0    1.0    1.0    340.079    4.736    340.079    340.583    344.292    345.378  
 321.0    329.0    14.0    3.0    325.0    1.0    1.0    0.0    350.714    4.737    350.714    351.218    354.933    355.969  
 173.0    173.0    14.0    3.0    175.0    0.0    1.0    1.0    361.794    4.732    361.794    362.297    366.008    367.277  
 286.0    292.0    14.0    3.0    285.0    1.0    0.0    1.0    373.158    4.743    373.158    373.662    377.382    378.169  
 79.0    79.0    14.0    3.0    75.0    0.0    0.0    0.0    384.334    4.742    384.334    384.838    388.557    389.56  
 201.0    211.0    14.0    3.0    205.0    1.0    0.0    1.0    394.999    4.734    394.999    395.504    399.215    400.084  
 101.0    101.0    14.0    3.0    105.0    0.0    1.0    1.0    406.146    4.745    406.146    406.65    410.373    411.409  
 151.0    151.0    14.0    3.0    155.0    0.0    1.0    1.0    417.845    4.739    417.845    418.349    422.065    423.118  
 348.0    358.0    14.0    3.0    345.0    1.0    0.0    1.0    428.648    4.744    428.648    429.152    432.873    433.859  
 42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74    42.74  
