 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    -1.0    1.0    0.0    235.0    220.4    3.0    51.0    28.7    1.0    303.0    4.0    139.0    2.0    235.0    3.0    51.0    303.0    220.4    3.0    28.7    139.0    14.6  
 3.0    7.0    5.0    0.0    1.0    0.0    117.0    136.7    2.0    41.0    66.4    1.0    217.0    3.0    312.0    4.0    217.0    3.0    117.0    41.0    312.0    4.0    136.7    66.4    95.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    158.0    138.7    2.0    239.0    217.8    3.0    305.0    4.0    60.0    1.0    158.0    2.0    239.0    305.0    138.7    2.0    217.8    60.0    19.3  
 1.0    7.0    5.0    1.0    1.0    1.0    118.0    136.6    2.0    34.0    61.7    1.0    320.0    4.0    247.0    3.0    118.0    2.0    34.0    320.0    136.6    2.0    61.7    247.0    18.6  
 1.0    7.0    12.0    1.0    2.0    0.0    209.0    222.2    3.0    44.0    64.5    1.0    333.0    4.0    158.0    2.0    209.0    3.0    44.0    333.0    222.2    3.0    64.5    158.0    13.2  
 3.0    7.0    12.0    0.0    2.0    1.0    57.0    43.4    1.0    237.0    213.5    3.0    336.0    4.0    116.0    2.0    336.0    4.0    57.0    237.0    116.0    2.0    43.4    213.5    140.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    159.0    148.1    2.0    238.0    209.1    3.0    308.0    4.0    64.0    1.0    159.0    2.0    238.0    308.0    148.1    2.0    209.1    64.0    10.9  
 1.0    7.0    5.0    1.0    1.0    0.0    303.0    322.3    4.0    128.0    149.0    2.0    43.0    1.0    238.0    3.0    303.0    4.0    128.0    43.0    322.3    4.0    149.0    238.0    19.3  
 3.0    7.0    12.0    0.0    2.0    0.0    302.0    313.3    4.0    224.0    248.5    3.0    66.0    1.0    112.0    2.0    66.0    1.0    302.0    224.0    112.0    2.0    313.3    248.5    46.0  
 3.0    7.0    12.0    0.0    2.0    0.0    213.0    224.8    3.0    35.0    63.4    1.0    113.0    2.0    333.0    4.0    113.0    2.0    213.0    35.0    333.0    4.0    224.8    63.4    140.0  
 1.0    7.0    5.0    1.0    1.0    1.0    217.0    230.8    3.0    26.0    51.8    1.0    294.0    4.0    159.0    2.0    217.0    3.0    26.0    294.0    230.8    3.0    51.8    159.0    13.8  
 1.0    7.0    5.0    -1.0    1.0    1.0    51.0    35.9    1.0    323.0    297.9    4.0    201.0    3.0    142.0    2.0    51.0    1.0    323.0    201.0    35.9    1.0    297.9    142.0    15.1  
 1.0    7.0    5.0    -1.0    1.0    1.0    159.0    148.2    2.0    327.0    303.5    4.0    57.0    1.0    231.0    3.0    159.0    2.0    327.0    57.0    148.2    2.0    303.5    231.0    10.8  
