 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    1.0    1.0    1.0    115.0    129.3    2.0    304.0    328.3    4.0    37.0    1.0    204.0    3.0    115.0    2.0    304.0    37.0    129.3    2.0    328.3    204.0    14.3  
 3.0    7.0    12.0    0.0    2.0    0.0    30.0    45.2    1.0    220.0    244.4    3.0    318.0    4.0    134.0    2.0    318.0    4.0    30.0    220.0    134.0    2.0    45.2    244.4    176.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    63.0    49.3    1.0    324.0    296.6    4.0    206.0    3.0    119.0    2.0    63.0    1.0    324.0    206.0    49.3    1.0    296.6    119.0    13.7  
 3.0    7.0    12.0    0.0    2.0    0.0    142.0    159.5    2.0    304.0    324.3    4.0    239.0    3.0    28.0    1.0    239.0    3.0    142.0    304.0    28.0    1.0    159.5    324.3    149.0  
 1.0    7.0    12.0    1.0    2.0    0.0    207.0    225.8    3.0    30.0    54.8    1.0    112.0    2.0    311.0    4.0    207.0    3.0    30.0    112.0    225.8    3.0    54.8    311.0    18.8  
 1.0    7.0    12.0    1.0    2.0    0.0    231.0    249.2    3.0    296.0    324.6    4.0    134.0    2.0    28.0    1.0    231.0    3.0    296.0    134.0    249.2    3.0    324.6    28.0    18.2  
 1.0    7.0    12.0    -1.0    2.0    1.0    228.0    215.7    3.0    152.0    129.5    2.0    335.0    4.0    30.0    1.0    228.0    3.0    152.0    335.0    215.7    3.0    129.5    30.0    12.3  
 1.0    7.0    5.0    -1.0    1.0    1.0    147.0    128.2    2.0    231.0    201.8    3.0    26.0    1.0    304.0    4.0    147.0    2.0    231.0    26.0    128.2    2.0    201.8    304.0    18.8  
 3.0    7.0    5.0    0.0    1.0    1.0    316.0    334.6    4.0    223.0    248.8    3.0    44.0    1.0    113.0    2.0    44.0    1.0    316.0    223.0    113.0    2.0    334.6    248.8    69.0  
 1.0    7.0    12.0    1.0    2.0    0.0    137.0    152.6    2.0    23.0    47.6    1.0    228.0    3.0    327.0    4.0    137.0    2.0    23.0    228.0    152.6    2.0    47.6    327.0    15.6  
 1.0    7.0    5.0    1.0    1.0    0.0    213.0    230.2    3.0    125.0    146.3    2.0    29.0    1.0    294.0    4.0    213.0    3.0    125.0    29.0    230.2    3.0    146.3    294.0    17.2  
 1.0    7.0    12.0    1.0    2.0    1.0    313.0    324.3    4.0    225.0    245.7    3.0    111.0    2.0    26.0    1.0    313.0    4.0    225.0    111.0    324.3    4.0    245.7    26.0    11.3  
 3.0    7.0    5.0    0.0    1.0    1.0    240.0    221.9    3.0    68.0    41.3    1.0    291.0    4.0    133.0    2.0    291.0    4.0    240.0    68.0    133.0    2.0    221.9    41.3    158.0  
 3.0    7.0    12.0    0.0    2.0    1.0    326.0    312.2    4.0    133.0    112.3    2.0    233.0    3.0    38.0    1.0    233.0    3.0    326.0    133.0    38.0    1.0    312.2    112.3    165.0  
 3.0    7.0    5.0    0.0    1.0    0.0    302.0    320.4    4.0    122.0    147.0    2.0    44.0    1.0    204.0    3.0    44.0    1.0    302.0    122.0    204.0    3.0    320.4    147.0    160.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    320.0    301.8    4.0    57.0    36.0    1.0    126.0    2.0    212.0    3.0    320.0    4.0    57.0    126.0    301.8    4.0    36.0    212.0    18.2  
 3.0    7.0    12.0    0.0    2.0    1.0    220.0    237.0    3.0    127.0    154.5    2.0    48.0    1.0    293.0    4.0    48.0    1.0    220.0    127.0    293.0    4.0    237.0    154.5    115.0  
