 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    12.0    0.0    2.0    0.0    203.0    222.7    3.0    115.0    137.9    2.0    23.0    1.0    317.0    4.0    23.0    1.0    203.0    115.0    317.0    4.0    222.7    137.9    66.0  
 3.0    7.0    5.0    0.0    1.0    0.0    224.0    206.1    3.0    132.0    111.5    2.0    334.0    4.0    51.0    1.0    334.0    4.0    224.0    132.0    51.0    1.0    206.1    111.5    77.0  
 3.0    7.0    12.0    0.0    2.0    0.0    322.0    334.8    4.0    24.0    53.9    1.0    110.0    2.0    209.0    3.0    110.0    2.0    322.0    24.0    209.0    3.0    334.8    53.9    99.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    240.0    223.0    3.0    59.0    38.5    1.0    300.0    4.0    115.0    2.0    240.0    3.0    59.0    300.0    223.0    3.0    38.5    115.0    17.0  
 1.0    7.0    12.0    1.0    2.0    0.0    34.0    53.4    1.0    202.0    225.5    3.0    337.0    4.0    156.0    2.0    34.0    1.0    202.0    337.0    53.4    1.0    225.5    156.0    19.4  
 1.0    7.0    12.0    -1.0    2.0    1.0    59.0    47.3    1.0    314.0    292.0    4.0    244.0    3.0    114.0    2.0    59.0    1.0    314.0    244.0    47.3    1.0    292.0    114.0    11.7  
 1.0    7.0    5.0    -1.0    1.0    1.0    123.0    112.3    2.0    233.0    204.4    3.0    336.0    4.0    30.0    1.0    123.0    2.0    233.0    336.0    112.3    2.0    204.4    30.0    10.7  
 3.0    7.0    12.0    0.0    2.0    1.0    155.0    137.7    2.0    335.0    305.8    4.0    235.0    3.0    45.0    1.0    235.0    3.0    155.0    335.0    45.0    1.0    137.7    305.8    170.0  
 1.0    7.0    12.0    1.0    2.0    1.0    218.0    235.1    3.0    24.0    49.2    1.0    154.0    2.0    317.0    4.0    218.0    3.0    24.0    154.0    235.1    3.0    49.2    317.0    17.1  
 3.0    7.0    5.0    0.0    1.0    0.0    117.0    131.1    2.0    303.0    324.2    4.0    38.0    1.0    246.0    3.0    38.0    1.0    117.0    303.0    246.0    3.0    131.1    324.2    152.0  
 3.0    7.0    5.0    0.0    1.0    0.0    224.0    208.4    3.0    143.0    122.4    2.0    52.0    1.0    296.0    4.0    52.0    1.0    224.0    143.0    296.0    4.0    208.4    122.4    116.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    67.0    54.3    1.0    323.0    302.3    4.0    147.0    2.0    242.0    3.0    67.0    1.0    323.0    147.0    54.3    1.0    302.3    242.0    12.7  
 1.0    7.0    5.0    -1.0    1.0    1.0    147.0    130.8    2.0    325.0    299.7    4.0    57.0    1.0    248.0    3.0    147.0    2.0    325.0    57.0    130.8    2.0    299.7    248.0    16.2  
 1.0    7.0    12.0    -1.0    2.0    0.0    142.0    122.7    2.0    331.0    303.5    4.0    247.0    3.0    52.0    1.0    142.0    2.0    331.0    247.0    122.7    2.0    303.5    52.0    19.3  
 3.0    7.0    12.0    0.0    2.0    1.0    147.0    128.6    2.0    238.0    208.5    3.0    329.0    4.0    40.0    1.0    329.0    4.0    147.0    238.0    40.0    1.0    128.6    208.5    71.0  
 1.0    7.0    12.0    1.0    2.0    0.0    204.0    223.7    3.0    43.0    67.7    1.0    323.0    4.0    151.0    2.0    204.0    3.0    43.0    323.0    223.7    3.0    67.7    151.0    19.7  
 1.0    7.0    5.0    1.0    1.0    1.0    129.0    143.5    2.0    219.0    240.1    3.0    68.0    1.0    297.0    4.0    129.0    2.0    219.0    68.0    143.5    2.0    240.1    297.0    14.5  
 3.0    7.0    5.0    0.0    1.0    1.0    304.0    291.6    4.0    154.0    124.2    2.0    235.0    3.0    47.0    1.0    235.0    3.0    304.0    154.0    47.0    1.0    291.6    124.2    172.0  
 3.0    7.0    12.0    0.0    2.0    0.0    316.0    303.9    4.0    51.0    23.0    1.0    142.0    2.0    223.0    3.0    142.0    2.0    316.0    51.0    223.0    3.0    303.9    23.0    81.0  
 1.0    7.0    12.0    1.0    2.0    1.0    298.0    315.6    4.0    131.0    159.3    2.0    53.0    1.0    226.0    3.0    298.0    4.0    131.0    53.0    315.6    4.0    159.3    226.0    17.6  
 3.0    7.0    12.0    0.0    2.0    1.0    46.0    35.5    1.0    325.0    304.8    4.0    215.0    3.0    135.0    2.0    215.0    3.0    46.0    325.0    135.0    2.0    35.5    304.8    80.0  
 3.0    7.0    12.0    0.0    2.0    1.0    312.0    299.8    4.0    237.0    208.6    3.0    150.0    2.0    36.0    1.0    150.0    2.0    312.0    237.0    36.0    1.0    299.8    208.6    114.0  
