 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    -1.0    1.0    1.0    47.0    34.5    1.0    339.0    311.7    4.0    140.0    2.0    231.0    3.0    47.0    1.0    339.0    140.0    34.5    1.0    311.7    231.0    12.5  
 3.0    7.0    5.0    0.0    1.0    1.0    41.0    26.5    1.0    247.0    218.6    3.0    130.0    2.0    303.0    4.0    130.0    2.0    41.0    247.0    303.0    4.0    26.5    218.6    173.0  
 3.0    7.0    12.0    0.0    2.0    0.0    37.0    22.4    1.0    313.0    290.2    4.0    229.0    3.0    157.0    2.0    229.0    3.0    37.0    313.0    157.0    2.0    22.4    290.2    72.0  
 3.0    7.0    5.0    0.0    1.0    0.0    245.0    225.6    3.0    48.0    27.4    1.0    110.0    2.0    314.0    4.0    110.0    2.0    245.0    48.0    314.0    4.0    225.6    27.4    156.0  
 3.0    7.0    5.0    0.0    1.0    0.0    135.0    115.9    2.0    55.0    30.4    1.0    239.0    3.0    311.0    4.0    239.0    3.0    135.0    55.0    311.0    4.0    115.9    30.4    72.0  
 3.0    7.0    5.0    0.0    1.0    1.0    307.0    292.2    4.0    153.0    129.3    2.0    225.0    3.0    31.0    1.0    225.0    3.0    307.0    153.0    31.0    1.0    292.2    129.3    166.0  
 1.0    7.0    12.0    1.0    2.0    0.0    141.0    152.3    2.0    301.0    329.5    4.0    38.0    1.0    244.0    3.0    141.0    2.0    301.0    38.0    152.3    2.0    329.5    244.0    11.3  
 1.0    7.0    12.0    1.0    2.0    0.0    55.0    69.1    1.0    310.0    330.6    4.0    150.0    2.0    245.0    3.0    55.0    1.0    310.0    150.0    69.1    1.0    330.6    245.0    14.1  
 1.0    7.0    5.0    1.0    1.0    0.0    122.0    138.8    2.0    218.0    244.4    3.0    294.0    4.0    63.0    1.0    122.0    2.0    218.0    294.0    138.8    2.0    244.4    63.0    16.8  
 1.0    7.0    5.0    1.0    1.0    1.0    206.0    225.3    3.0    119.0    143.0    2.0    63.0    1.0    338.0    4.0    206.0    3.0    119.0    63.0    225.3    3.0    143.0    338.0    19.3  
 1.0    7.0    12.0    1.0    2.0    1.0    291.0    301.7    4.0    216.0    244.5    3.0    47.0    1.0    114.0    2.0    291.0    4.0    216.0    47.0    301.7    4.0    244.5    114.0    10.7  
 1.0    7.0    12.0    -1.0    2.0    0.0    326.0    307.8    4.0    49.0    20.0    1.0    236.0    3.0    153.0    2.0    326.0    4.0    49.0    236.0    307.8    4.0    20.0    153.0    18.2  
 3.0    7.0    12.0    0.0    2.0    1.0    295.0    305.6    4.0    118.0    146.8    2.0    51.0    1.0    232.0    3.0    51.0    1.0    295.0    118.0    232.0    3.0    305.6    146.8    179.0  
 3.0    7.0    5.0    0.0    1.0    1.0    142.0    156.8    2.0    23.0    52.3    1.0    327.0    4.0    206.0    3.0    327.0    4.0    142.0    23.0    206.0    3.0    156.8    52.3    121.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    38.0    21.2    1.0    241.0    216.4    3.0    138.0    2.0    317.0    4.0    38.0    1.0    241.0    138.0    21.2    1.0    216.4    317.0    16.8  
 1.0    7.0    5.0    1.0    1.0    0.0    49.0    62.3    1.0    212.0    239.3    3.0    299.0    4.0    112.0    2.0    49.0    1.0    212.0    299.0    62.3    1.0    239.3    112.0    13.3  
 3.0    7.0    12.0    0.0    2.0    1.0    139.0    157.5    2.0    292.0    318.0    4.0    229.0    3.0    31.0    1.0    229.0    3.0    139.0    292.0    31.0    1.0    157.5    318.0    162.0  
 1.0    7.0    12.0    1.0    2.0    0.0    141.0    153.6    2.0    295.0    321.9    4.0    65.0    1.0    225.0    3.0    141.0    2.0    295.0    65.0    153.6    2.0    321.9    225.0    12.6  
