 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    12.0    1.0    2.0    1.0    297.0    316.3    4.0    133.0    156.2    2.0    241.0    3.0    66.0    1.0    297.0    4.0    133.0    241.0    316.3    4.0    156.2    66.0    19.3  
 3.0    7.0    12.0    0.0    2.0    0.0    41.0    24.0    1.0    235.0    205.3    3.0    159.0    2.0    329.0    4.0    159.0    2.0    41.0    235.0    329.0    4.0    24.0    205.3    170.0  
 1.0    7.0    5.0    1.0    1.0    0.0    208.0    220.1    3.0    122.0    146.7    2.0    50.0    1.0    291.0    4.0    208.0    3.0    122.0    50.0    220.1    3.0    146.7    291.0    12.1  
 1.0    7.0    12.0    -1.0    2.0    0.0    65.0    46.9    1.0    229.0    200.8    3.0    327.0    4.0    146.0    2.0    65.0    1.0    229.0    327.0    46.9    1.0    200.8    146.0    18.1  
 3.0    7.0    12.0    0.0    2.0    0.0    157.0    138.3    2.0    245.0    222.3    3.0    37.0    1.0    331.0    4.0    37.0    1.0    157.0    245.0    331.0    4.0    138.3    222.3    66.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    229.0    213.2    3.0    64.0    41.1    1.0    303.0    4.0    114.0    2.0    229.0    3.0    64.0    303.0    213.2    3.0    41.1    114.0    15.8  
 3.0    7.0    12.0    0.0    2.0    1.0    142.0    128.3    2.0    338.0    308.2    4.0    64.0    1.0    228.0    3.0    64.0    1.0    142.0    338.0    228.0    3.0    128.3    308.2    164.0  
 3.0    7.0    12.0    0.0    2.0    1.0    52.0    68.7    1.0    298.0    320.9    4.0    235.0    3.0    134.0    2.0    235.0    3.0    52.0    298.0    134.0    2.0    68.7    320.9    101.0  
 3.0    7.0    12.0    0.0    2.0    0.0    307.0    324.2    4.0    131.0    157.8    2.0    224.0    3.0    60.0    1.0    224.0    3.0    307.0    131.0    60.0    1.0    324.2    157.8    164.0  
 1.0    7.0    5.0    1.0    1.0    0.0    111.0    129.6    2.0    291.0    315.5    4.0    69.0    1.0    243.0    3.0    111.0    2.0    291.0    69.0    129.6    2.0    315.5    243.0    18.6  
 1.0    7.0    5.0    -1.0    1.0    1.0    244.0    231.8    3.0    50.0    22.8    1.0    131.0    2.0    313.0    4.0    244.0    3.0    50.0    131.0    231.8    3.0    22.8    313.0    12.2  
 3.0    7.0    12.0    0.0    2.0    1.0    26.0    44.2    1.0    204.0    229.8    3.0    155.0    2.0    327.0    4.0    155.0    2.0    26.0    204.0    327.0    4.0    44.2    229.8    172.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    52.0    35.3    1.0    156.0    128.6    2.0    312.0    4.0    240.0    3.0    52.0    1.0    156.0    312.0    35.3    1.0    128.6    240.0    16.7  
