 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    1.0    1.0    1.0    228.0    243.5    3.0    25.0    51.3    1.0    120.0    2.0    327.0    4.0    228.0    3.0    25.0    120.0    243.5    3.0    51.3    327.0    15.5  
 3.0    7.0    12.0    0.0    2.0    0.0    159.0    144.6    2.0    52.0    28.3    1.0    335.0    4.0    212.0    3.0    335.0    4.0    159.0    52.0    212.0    3.0    144.6    28.3    123.0  
 1.0    7.0    12.0    1.0    2.0    0.0    234.0    249.9    3.0    31.0    56.1    1.0    315.0    4.0    152.0    2.0    234.0    3.0    31.0    315.0    249.9    3.0    56.1    152.0    15.9  
 1.0    7.0    12.0    1.0    2.0    1.0    53.0    66.2    1.0    133.0    156.6    2.0    215.0    3.0    327.0    4.0    53.0    1.0    133.0    215.0    66.2    1.0    156.6    327.0    13.2  
 3.0    7.0    12.0    0.0    2.0    1.0    52.0    33.0    1.0    230.0    204.1    3.0    141.0    2.0    339.0    4.0    141.0    2.0    52.0    230.0    339.0    4.0    33.0    204.1    162.0  
 1.0    7.0    12.0    1.0    2.0    1.0    328.0    339.5    4.0    130.0    153.2    2.0    38.0    1.0    212.0    3.0    328.0    4.0    130.0    38.0    339.5    4.0    153.2    212.0    11.5  
 1.0    7.0    12.0    -1.0    2.0    0.0    224.0    205.6    3.0    140.0    113.2    2.0    42.0    1.0    313.0    4.0    224.0    3.0    140.0    42.0    205.6    3.0    113.2    313.0    18.4  
 3.0    7.0    5.0    0.0    1.0    0.0    233.0    222.0    3.0    315.0    291.4    4.0    147.0    2.0    32.0    1.0    147.0    2.0    233.0    315.0    32.0    1.0    222.0    291.4    115.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    58.0    46.4    1.0    157.0    135.6    2.0    217.0    3.0    330.0    4.0    58.0    1.0    157.0    217.0    46.4    1.0    135.6    330.0    11.6  
 1.0    7.0    12.0    -1.0    2.0    1.0    36.0    20.8    1.0    149.0    126.5    2.0    335.0    4.0    205.0    3.0    36.0    1.0    149.0    335.0    20.8    1.0    126.5    205.0    15.2  
 1.0    7.0    12.0    1.0    2.0    0.0    233.0    247.2    3.0    303.0    328.0    4.0    26.0    1.0    152.0    2.0    233.0    3.0    303.0    26.0    247.2    3.0    328.0    152.0    14.2  
 3.0    7.0    5.0    0.0    1.0    0.0    57.0    44.7    1.0    249.0    225.7    3.0    117.0    2.0    297.0    4.0    117.0    2.0    57.0    249.0    297.0    4.0    44.7    225.7    180.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    306.0    295.9    4.0    144.0    120.3    2.0    236.0    3.0    46.0    1.0    306.0    4.0    144.0    236.0    295.9    4.0    120.3    46.0    10.1  
 3.0    7.0    12.0    0.0    2.0    1.0    63.0    45.5    1.0    317.0    292.3    4.0    246.0    3.0    130.0    2.0    246.0    3.0    63.0    317.0    130.0    2.0    45.5    292.3    116.0  
 3.0    7.0    5.0    0.0    1.0    1.0    219.0    229.2    3.0    23.0    48.9    1.0    126.0    2.0    310.0    4.0    126.0    2.0    219.0    23.0    310.0    4.0    229.2    48.9    176.0  
