 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    1.0    298.0    315.0    4.0    38.0    66.3    1.0    143.0    2.0    246.0    3.0    143.0    2.0    298.0    38.0    246.0    3.0    315.0    66.3    103.0  
 3.0    7.0    12.0    0.0    2.0    0.0    239.0    228.8    3.0    323.0    299.3    4.0    22.0    1.0    157.0    2.0    22.0    1.0    239.0    323.0    157.0    2.0    228.8    299.3    135.0  
 1.0    7.0    5.0    1.0    1.0    1.0    207.0    221.4    3.0    299.0    328.4    4.0    32.0    1.0    114.0    2.0    207.0    3.0    299.0    32.0    221.4    3.0    328.4    114.0    14.4  
 1.0    7.0    12.0    1.0    2.0    1.0    312.0    324.6    4.0    222.0    249.4    3.0    41.0    1.0    155.0    2.0    312.0    4.0    222.0    41.0    324.6    4.0    249.4    155.0    12.6  
 3.0    7.0    5.0    0.0    1.0    0.0    290.0    303.9    4.0    125.0    146.1    2.0    55.0    1.0    208.0    3.0    55.0    1.0    290.0    125.0    208.0    3.0    303.9    146.1    153.0  
 3.0    7.0    5.0    0.0    1.0    1.0    40.0    59.7    1.0    306.0    329.6    4.0    227.0    3.0    135.0    2.0    227.0    3.0    40.0    306.0    135.0    2.0    59.7    329.6    92.0  
 3.0    7.0    5.0    0.0    1.0    1.0    43.0    24.2    1.0    249.0    225.6    3.0    321.0    4.0    116.0    2.0    321.0    4.0    43.0    249.0    116.0    2.0    24.2    225.6    155.0  
 1.0    7.0    12.0    1.0    2.0    1.0    318.0    330.2    4.0    127.0    155.5    2.0    33.0    1.0    227.0    3.0    318.0    4.0    127.0    33.0    330.2    4.0    155.5    227.0    12.2  
 3.0    7.0    12.0    0.0    2.0    0.0    210.0    221.5    3.0    117.0    144.8    2.0    322.0    4.0    66.0    1.0    322.0    4.0    210.0    117.0    66.0    1.0    221.5    144.8    104.0  
 1.0    7.0    5.0    1.0    1.0    0.0    319.0    335.7    4.0    46.0    66.8    1.0    227.0    3.0    129.0    2.0    319.0    4.0    46.0    227.0    335.7    4.0    66.8    129.0    16.7  
 1.0    7.0    5.0    1.0    1.0    0.0    20.0    37.4    1.0    302.0    328.6    4.0    234.0    3.0    145.0    2.0    20.0    1.0    302.0    234.0    37.4    1.0    328.6    145.0    17.4  
 1.0    7.0    12.0    -1.0    2.0    1.0    226.0    208.6    3.0    315.0    290.7    4.0    137.0    2.0    29.0    1.0    226.0    3.0    315.0    137.0    208.6    3.0    290.7    29.0    17.4  
 3.0    7.0    5.0    0.0    1.0    0.0    121.0    134.6    2.0    202.0    227.1    3.0    294.0    4.0    63.0    1.0    294.0    4.0    121.0    202.0    63.0    1.0    134.6    227.1    129.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    42.0    25.7    1.0    243.0    220.0    3.0    329.0    4.0    159.0    2.0    42.0    1.0    243.0    329.0    25.7    1.0    220.0    159.0    16.3  
 1.0    7.0    5.0    1.0    1.0    0.0    129.0    148.9    2.0    35.0    56.2    1.0    302.0    4.0    223.0    3.0    129.0    2.0    35.0    302.0    148.9    2.0    56.2    223.0    19.9  
 1.0    7.0    12.0    1.0    2.0    1.0    207.0    220.4    3.0    32.0    55.1    1.0    130.0    2.0    322.0    4.0    207.0    3.0    32.0    130.0    220.4    3.0    55.1    322.0    13.4  
 1.0    7.0    12.0    1.0    2.0    1.0    38.0    55.6    1.0    133.0    153.5    2.0    310.0    4.0    218.0    3.0    38.0    1.0    133.0    310.0    55.6    1.0    153.5    218.0    17.6  
 3.0    7.0    12.0    0.0    2.0    0.0    304.0    318.4    4.0    123.0    150.9    2.0    241.0    3.0    50.0    1.0    241.0    3.0    304.0    123.0    50.0    1.0    318.4    150.9    169.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    215.0    202.6    3.0    323.0    294.8    4.0    68.0    1.0    159.0    2.0    215.0    3.0    323.0    68.0    202.6    3.0    294.8    159.0    12.4  
 1.0    7.0    5.0    1.0    1.0    0.0    143.0    159.7    2.0    201.0    230.7    3.0    332.0    4.0    62.0    1.0    143.0    2.0    201.0    332.0    159.7    2.0    230.7    62.0    16.7  
 3.0    7.0    12.0    0.0    2.0    1.0    237.0    225.1    3.0    144.0    118.5    2.0    20.0    1.0    336.0    4.0    20.0    1.0    237.0    144.0    336.0    4.0    225.1    118.5    44.0  
