 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 3.0    0.2    12.0    330.0    136.0    26.0    235.0    152.9    47.5    95.0    4.0    2.0    0.0    1.0    333.0    -3.0    3.0    -3.0    136.0    152.9    2.0    26.0    47.5    1.0    330.0    4.0    235.0    3.0    41.771    43.366    42.812    55.72    5.026    60.747    14.449  
 1.0    7.0    5.0    27.0    124.0    326.0    44.5    147.0    220.0    17.5    1.0    1.0    1.0    0.0    18.0    9.0    9.0    -9.0    27.0    44.5    1.0    124.0    147.0    2.0    326.0    4.0    220.0    3.0    61.384    62.396    69.752    75.106    5.021    80.127    14.221  
 3.0    7.0    5.0    325.0    135.0    207.0    43.0    150.3    233.3    78.0    4.0    1.0    0.0    0.0    330.0    -5.0    5.0    5.0    135.0    150.3    2.0    207.0    233.3    3.0    325.0    4.0    43.0    1.0    80.765    81.777    89.134    94.488    5.02    99.508    14.222  
 1.0    7.0    5.0    49.0    231.0    311.0    36.7    206.2    131.0    12.3    1.0    1.0    -1.0    1.0    52.0    -3.0    3.0    -3.0    49.0    36.7    1.0    231.0    206.2    3.0    311.0    4.0    131.0    2.0    100.145    101.158    108.515    113.87    5.019    118.889    14.223  
 1.0    0.2    11.8    242.0    65.0    110.0    226.0    36.7    323.0    16.0    3.0    1.0    -1.0    0.0    248.0    -6.0    6.0    -6.0    242.0    226.0    3.0    65.0    36.7    1.0    110.0    2.0    323.0    4.0    119.526    120.538    121.093    133.247    5.022    138.269    14.219  
 3.0    0.2    12.0    113.0    46.0    220.0    324.0    60.2    240.8    149.0    2.0    2.0    0.0    1.0    120.0    -7.0    7.0    -7.0    46.0    60.2    1.0    220.0    240.8    3.0    113.0    2.0    324.0    4.0    138.907    140.475    139.919    152.829    5.022    157.85    14.42  
 1.0    7.0    5.0    119.0    27.0    293.0    134.0    51.8    238.0    15.0    2.0    1.0    1.0    0.0    123.0    -4.0    4.0    4.0    119.0    134.0    2.0    27.0    51.8    1.0    293.0    4.0    238.0    3.0    158.488    159.499    166.856    172.211    5.02    177.231    14.222  
 1.0    7.0    5.0    331.0    249.0    68.0    319.4    219.8    129.0    11.6    4.0    1.0    -1.0    0.0    333.0    -2.0    2.0    -2.0    331.0    319.4    4.0    249.0    219.8    3.0    68.0    1.0    129.0    2.0    177.869    178.88    186.236    191.59    5.022    196.612    14.22  
 1.0    0.2    11.8    225.0    40.0    308.0    239.3    69.8    143.0    14.3    3.0    1.0    1.0    0.0    220.0    5.0    5.0    -5.0    225.0    239.3    3.0    40.0    69.8    1.0    308.0    4.0    143.0    2.0    197.249    198.261    198.816    210.97    5.022    215.992    14.22  
 1.0    0.2    11.8    127.0    30.0    319.0    144.1    52.5    229.0    17.1    2.0    1.0    1.0    0.0    129.0    -2.0    2.0    2.0    127.0    144.1    2.0    30.0    52.5    1.0    319.0    4.0    229.0    3.0    216.63    217.641    218.197    230.352    5.021    235.373    14.22  
 3.0    7.0    12.0    299.0    113.0    29.0    238.0    125.0    53.9    61.0    4.0    2.0    0.0    0.0    311.0    -12.0    12.0    -12.0    113.0    125.0    2.0    29.0    53.9    1.0    299.0    4.0    238.0    3.0    236.011    244.378    237.022    256.732    5.027    261.759    21.22  
 1.0    0.2    12.0    211.0    292.0    116.0    221.1    313.3    42.0    10.1    3.0    2.0    1.0    1.0    224.0    -13.0    13.0    13.0    211.0    221.1    3.0    292.0    313.3    4.0    116.0    2.0    42.0    1.0    262.397    263.965    263.409    276.32    5.019    281.34    14.422  
 1.0    7.0    5.0    327.0    22.0    236.0    339.0    46.2    116.0    12.0    4.0    1.0    1.0    0.0    325.0    2.0    2.0    -2.0    327.0    339.0    4.0    22.0    46.2    1.0    236.0    3.0    116.0    2.0    281.977    282.99    290.347    295.702    5.019    300.72    14.223  
 3.0    7.0    12.0    297.0    46.0    110.0    228.0    56.5    131.7    69.0    4.0    2.0    0.0    0.0    303.0    -6.0    6.0    -6.0    46.0    56.5    1.0    110.0    131.7    2.0    297.0    4.0    228.0    3.0    301.358    309.725    302.37    322.079    5.027    327.106    21.22  
 3.0    0.2    11.8    293.0    122.0    21.0    208.0    136.6    50.9    85.0    4.0    1.0    0.0    1.0    280.0    13.0    13.0    13.0    122.0    136.6    2.0    21.0    50.9    1.0    293.0    4.0    208.0    3.0    327.744    328.755    329.312    341.466    5.021    346.487    14.221  
 3.0    7.0    5.0    130.0    219.0    304.0    39.0    236.9    329.1    91.0    2.0    1.0    0.0    1.0    123.0    7.0    7.0    7.0    219.0    236.9    3.0    304.0    329.1    4.0    130.0    2.0    39.0    1.0    347.124    348.136    355.492    360.847    5.021    365.868    14.221  
 1.0    0.2    12.0    222.0    120.0    51.0    234.9    142.6    329.0    12.9    3.0    2.0    1.0    0.0    231.0    -9.0    9.0    9.0    222.0    234.9    3.0    120.0    142.6    2.0    51.0    1.0    329.0    4.0    366.505    368.073    367.517    380.426    5.022    385.448    14.419  
 3.0    0.2    11.8    304.0    140.0    29.0    203.0    151.1    49.0    101.0    4.0    1.0    0.0    0.0    311.0    -7.0    7.0    -7.0    140.0    151.1    2.0    29.0    49.0    1.0    304.0    4.0    203.0    3.0    386.086    387.097    387.653    399.806    5.023    404.829    14.219  
 1.0    0.2    11.8    295.0    118.0    64.0    310.0    139.8    214.0    15.0    4.0    1.0    1.0    0.0    288.0    7.0    7.0    -7.0    295.0    310.0    4.0    118.0    139.8    2.0    64.0    1.0    214.0    3.0    405.466    406.478    407.034    419.188    5.022    424.21    14.22  
 1.0    7.0    5.0    325.0    123.0    246.0    338.4    151.1    54.0    13.4    4.0    1.0    1.0    1.0    322.0    3.0    3.0    -3.0    325.0    338.4    4.0    123.0    151.1    2.0    246.0    3.0    54.0    1.0    424.847    425.86    433.217    438.571    5.02    443.59    14.222  
 1.0    7.0    5.0    324.0    64.0    155.0    308.4    36.7    205.0    15.6    4.0    1.0    -1.0    1.0    327.0    -3.0    3.0    -3.0    324.0    308.4    4.0    64.0    36.7    1.0    155.0    2.0    205.0    3.0    444.228    445.24    452.597    457.951    5.02    462.971    14.222  
 3.0    7.0    12.0    141.0    41.0    321.0    213.0    30.3    298.2    72.0    2.0    2.0    0.0    1.0    138.0    3.0    3.0    -3.0    41.0    30.3    1.0    321.0    298.2    4.0    141.0    2.0    213.0    3.0    463.609    471.978    464.622    484.332    5.024    489.357    21.222  
 3.0    7.0    12.0    32.0    246.0    150.0    321.0    226.2    125.2    71.0    1.0    2.0    0.0    1.0    21.0    11.0    11.0    11.0    246.0    226.2    3.0    150.0    125.2    2.0    32.0    1.0    321.0    4.0    489.995    498.363    491.007    510.718    5.025    515.743    21.222  
 1.0    0.2    12.0    48.0    290.0    229.0    67.7    316.2    129.0    19.7    1.0    2.0    1.0    0.0    49.0    -1.0    1.0    1.0    48.0    67.7    1.0    290.0    316.2    4.0    229.0    3.0    129.0    2.0    516.38    517.948    517.392    530.302    5.021    535.324    14.42  
 3.0    0.2    12.0    50.0    328.0    145.0    248.0    316.6    118.7    162.0    1.0    2.0    0.0    1.0    38.0    12.0    12.0    12.0    328.0    316.6    4.0    145.0    118.7    2.0    50.0    1.0    248.0    3.0    535.961    537.528    536.973    549.882    5.022    554.904    14.419  
 3.0    7.0    5.0    154.0    222.0    22.0    291.0    235.5    44.5    137.0    2.0    1.0    0.0    0.0    171.0    -17.0    17.0    17.0    222.0    235.5    3.0    22.0    44.5    1.0    154.0    2.0    291.0    4.0    555.543    556.554    563.911    569.265    5.02    574.285    14.222  
