 type    delay1    delay2    T    NT1    NT2    Dist    Dist_NT1    Dist_NT2    distance_T_dist    cue    order    orient    horiz_vertical    A_R    A_err    Abs_angle_error    Error_interference    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    presentation_att_cue_time    presentation_target_time    presentation_dist_time    presentation_probe_time    R_T    trial_time    disp_time  
 1.0    7.0    12.0    139.0    40.0    307.0    157.7    62.7    235.0    18.7    2.0    2.0    1.0    1.0    143.0    -4.0    4.0    4.0    139.0    157.7    2.0    40.0    62.7    1.0    307.0    4.0    235.0    3.0    43.102    51.529    44.169    63.883    5.032    68.915    21.298  
 3.0    7.0    5.0    129.0    319.0    249.0    59.0    304.9    222.1    70.0    2.0    1.0    0.0    0.0    150.0    -21.0    21.0    -21.0    319.0    304.9    4.0    249.0    222.1    3.0    129.0    2.0    59.0    1.0    69.553    70.566    77.923    83.278    5.018    88.296    14.224  
 1.0    0.2    11.8    222.0    128.0    315.0    238.0    151.5    61.0    16.0    3.0    1.0    1.0    0.0    228.0    -6.0    6.0    6.0    222.0    238.0    3.0    128.0    151.5    2.0    315.0    4.0    61.0    1.0    88.933    89.946    90.501    102.656    5.02    107.676    14.221  
 1.0    0.2    11.8    298.0    213.0    119.0    313.9    235.6    22.0    15.9    4.0    1.0    1.0    0.0    295.0    3.0    3.0    -3.0    298.0    313.9    4.0    213.0    235.6    3.0    119.0    2.0    22.0    1.0    108.314    109.326    109.881    122.036    5.021    127.057    14.221  
 3.0    7.0    12.0    308.0    126.0    53.0    249.0    115.7    32.3    59.0    4.0    2.0    0.0    1.0    304.0    4.0    4.0    4.0    126.0    115.7    2.0    53.0    32.3    1.0    308.0    4.0    249.0    3.0    127.695    136.063    128.708    148.417    5.026    153.443    21.221  
 3.0    0.2    11.8    120.0    29.0    295.0    239.0    39.5    316.0    119.0    2.0    1.0    0.0    1.0    116.0    4.0    4.0    -4.0    29.0    39.5    1.0    295.0    316.0    4.0    120.0    2.0    239.0    3.0    154.08    155.091    155.647    167.801    5.022    172.824    14.22  
 3.0    0.2    12.0    297.0    62.0    154.0    236.0    43.0    133.6    61.0    4.0    2.0    0.0    1.0    291.0    6.0    6.0    6.0    62.0    43.0    1.0    154.0    133.6    2.0    297.0    4.0    236.0    3.0    173.462    175.029    174.473    187.384    5.021    192.404    14.421  
 3.0    0.2    12.0    134.0    304.0    245.0    50.0    292.9    218.5    84.0    2.0    2.0    0.0    0.0    124.0    10.0    10.0    10.0    304.0    292.9    4.0    245.0    218.5    3.0    134.0    2.0    50.0    1.0    193.041    194.609    194.054    206.963    5.022    211.985    14.42  
 3.0    7.0    5.0    158.0    32.0    241.0    305.0    21.0    221.0    147.0    2.0    1.0    0.0    1.0    165.0    -7.0    7.0    7.0    32.0    21.0    1.0    241.0    221.0    3.0    158.0    2.0    305.0    4.0    212.623    213.634    220.989    226.342    5.024    231.366    14.219  
 3.0    0.2    12.0    218.0    156.0    328.0    49.0    140.6    298.5    169.0    3.0    2.0    0.0    0.0    197.0    21.0    21.0    21.0    156.0    140.6    2.0    328.0    298.5    4.0    218.0    3.0    49.0    1.0    232.003    233.572    233.016    245.926    5.02    250.947    14.422  
