 first_second    radius    angle_t1    angle_t2    angle_p1    angle_p2    correct_direction    Response    C_I_M    start_trial    presentation_checkboard_time    presentation_target_time    start_delay    end_delay    presentation_probe_time    response_time  
 54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351    54.351  
 1.0    14.0    144.0    102.0    134.0    97.0    1.0    1.0    0.0    57.337    57.337    57.559    57.889    61.06    61.06    61.809  
 2.0    14.0    144.0    102.0    134.0    97.0    1.0    1.0    0.0    57.337    57.337    63.629    63.96    67.131    67.131    67.863  
 1.0    14.0    213.0    196.0    205.0    200.0    1.0    1.0    0.0    72.579    72.579    72.807    73.133    76.305    76.305    77.086  
 2.0    14.0    213.0    196.0    205.0    200.0    -1.0    -1.0    0.0    72.579    72.579    79.807    80.139    83.31    83.31    84.292  
 1.0    14.0    67.0    47.0    71.0    37.0    1.0    1.0    0.0    88.503    88.503    88.778    89.262    92.281    92.281    93.231  
 2.0    14.0    67.0    47.0    71.0    37.0    -1.0    -1.0    0.0    88.503    88.503    95.502    95.833    99.005    99.005    99.939  
 1.0    14.0    115.0    142.0    114.0    140.0    1.0    -1.0    1.0    104.531    104.531    104.79    105.274    108.292    108.292    109.429  
 2.0    14.0    115.0    142.0    114.0    140.0    1.0    1.0    0.0    104.531    104.531    111.08    111.561    114.583    114.583    115.734  
 1.0    14.0    290.0    306.0    288.0    315.0    -1.0    -1.0    0.0    119.84    119.84    120.351    120.835    123.854    123.854    124.771  
 2.0    14.0    290.0    306.0    288.0    315.0    1.0    0.0    999.0    119.84    119.84    127.075    127.407    130.578    130.578    0.0  
 1.0    14.0    311.0    321.0    313.0    327.0    1.0    1.0    0.0    135.57    135.57    136.031    136.499    139.534    139.534    140.702  
 2.0    14.0    311.0    321.0    313.0    327.0    1.0    1.0    0.0    135.57    135.57    141.7    142.184    145.186    145.186    146.072  
 1.0    14.0    318.0    314.0    324.0    316.0    1.0    -1.0    1.0    151.459    151.459    151.693    152.024    155.195    155.195    155.993  
 2.0    14.0    318.0    314.0    324.0    316.0    1.0    1.0    0.0    151.459    151.459    158.231    158.698    161.734    161.734    162.515  
 1.0    14.0    134.0    118.0    143.0    110.0    -1.0    -1.0    0.0    167.224    167.224    167.472    167.952    170.974    170.974    172.125  
 2.0    14.0    134.0    118.0    143.0    110.0    1.0    1.0    0.0    167.224    167.224    173.292    173.776    176.795    176.795    177.793  
 1.0    14.0    229.0    232.0    235.0    229.0    -1.0    -1.0    0.0    182.926    182.926    183.149    183.48    186.652    186.652    187.633  
 2.0    14.0    229.0    232.0    235.0    229.0    1.0    -1.0    1.0    182.926    182.926    188.8    189.285    192.303    192.303    193.423  
 1.0    14.0    46.0    30.0    36.0    22.0    -1.0    1.0    1.0    198.779    198.779    199.041    199.526    202.544    202.544    204.147  
 2.0    14.0    46.0    30.0    36.0    22.0    -1.0    -1.0    0.0    198.779    198.779    205.315    205.646    208.818    208.818    210.219  
 1.0    14.0    105.0    107.0    114.0    101.0    -1.0    -1.0    0.0    214.521    214.521    214.755    215.086    218.258    218.258    218.959  
 2.0    14.0    105.0    107.0    114.0    101.0    1.0    1.0    0.0    214.521    214.521    220.126    220.457    223.629    223.629    224.66  
 1.0    14.0    242.0    191.0    248.0    186.0    -1.0    -1.0    0.0    230.116    230.116    230.381    230.864    233.883    233.883    235.487  
 2.0    14.0    242.0    191.0    248.0    186.0    1.0    1.0    0.0    230.116    230.116    236.187    236.671    239.69    239.69    241.156  
 1.0    14.0    293.0    315.0    299.0    320.0    1.0    1.0    0.0    245.551    245.551    245.777    246.109    249.281    249.281    250.495  
 2.0    14.0    293.0    315.0    299.0    320.0    1.0    0.0    999.0    245.551    245.551    252.114    252.598    255.616    255.616    0.0  
 1.0    14.0    73.0    65.0    83.0    73.0    1.0    1.0    0.0    261.157    261.157    261.391    261.722    264.892    264.892    265.909  
 2.0    14.0    73.0    65.0    83.0    73.0    1.0    1.0    0.0    261.157    261.157    267.944    268.426    271.446    271.446    272.831  
 1.0    14.0    127.0    105.0    133.0    103.0    -1.0    -1.0    0.0    276.539    276.539    277.001    277.333    280.503    280.503    281.455  
 2.0    14.0    127.0    105.0    133.0    103.0    1.0    -1.0    1.0    276.539    276.539    282.604    282.937    286.108    286.108    287.107  
 1.0    14.0    167.0    140.0    176.0    147.0    -1.0    -1.0    0.0    291.728    291.728    291.961    292.428    295.464    295.464    296.196  
 2.0    14.0    167.0    140.0    176.0    147.0    -1.0    -1.0    0.0    291.728    291.728    298.5    298.832    302.002    302.002    303.172  
 1.0    14.0    286.0    347.0    276.0    339.0    -1.0    0.0    999.0    307.441    307.441    307.912    308.238    311.414    311.414    0.0  
 2.0    14.0    286.0    347.0    276.0    339.0    -1.0    0.0    999.0    307.441    307.441    314.954    315.295    318.455    318.455    0.0  
 1.0    14.0    297.0    318.0    298.0    315.0    1.0    -1.0    1.0    323.454    323.454    323.927    324.25    327.428    327.428    329.063  
 2.0    14.0    297.0    318.0    298.0    315.0    -1.0    0.0    999.0    323.454    323.454    329.295    329.631    332.797    332.797    0.0  
 1.0    14.0    238.0    222.0    240.0    228.0    -1.0    1.0    1.0    338.849    338.849    339.32    339.812    342.821    342.821    343.754  
 2.0    14.0    238.0    222.0    240.0    228.0    -1.0    1.0    1.0    338.849    338.849    344.456    344.782    347.958    347.958    349.369  
 1.0    14.0    194.0    231.0    184.0    225.0    1.0    0.0    999.0    354.528    354.528    354.766    355.24    358.3    358.3    0.0  
 2.0    14.0    194.0    231.0    184.0    225.0    1.0    0.0    999.0    354.528    354.528    359.935    360.258    363.445    363.445    0.0  
